time/fps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/n_updates,train/explained_variance,train/value_loss,train/clip_range,train/loss,train/clip_fraction,train/learning_rate,train/std,train/policy_gradient_loss,train/entropy_loss,train/approx_kl
1002,133,819.37,165.24755854,271,272384,2790,0.20291733741760254,34.1575959905982,0.2,12.394461631774902,0.149365234375,0.0003,0.5029972195625305,-0.013087227982759941,-2.882005922496319,0.014885764
1002,134,824.97,168.06965232000002,273,274432,2800,0.33223843574523926,5.972474882565439,0.2,1.7092009782791138,0.253515625,0.0003,0.5114070773124695,-0.008391426672460511,-2.9076490491628646,0.022405393
1002,135,824.9,168.07716319,275,276480,2810,0.33719301223754883,5.618374634534121,0.2,2.103793144226074,0.23984375,0.0003,0.512302041053772,-0.006699567617033608,-2.9464504994452,0.021703873
1002,136,834.18,170.54589858,277,278528,2820,0.4807332754135132,5.573321277368814,0.2,1.000503420829773,0.29375,0.0003,0.5100404620170593,-0.011462019101600163,-2.93325981348753,0.026865391
1002,137,852.86,178.57383601,279,280576,2830,0.9349527955055237,10.463686147890986,0.2,3.3805603981018066,0.165869140625,0.0003,0.5081778168678284,-0.004569752307725139,-2.9150119639933108,0.01665123
1002,138,853.67,179.06477496000002,282,282624,2840,0.3853193521499634,5.679154881834984,0.2,4.659249782562256,0.27177734375,0.0003,0.508480966091156,-0.0071831281034974385,-2.912929481267929,0.020942654
1001,139,859.13,181.16188352999998,284,284672,2850,0.8381125926971436,27.467687302827834,0.2,23.775197982788086,0.129052734375,0.0003,0.5101460218429565,-0.006061664351727813,-2.9138026893138886,0.012557473
1001,140,868.44,186.83697876999997,286,286720,2860,0.9198750257492065,34.863530485332014,0.2,7.38124418258667,0.126318359375,0.0003,0.5093501806259155,-0.00926265652233269,-2.9192338444292547,0.0150198
1001,141,874.26,188.81757773,288,288768,2870,-0.521147608757019,24.831637623906136,0.2,12.008482933044434,0.236962890625,0.0003,0.5062641501426697,-0.005894238503242377,-2.9054776512086393,0.020243771
1001,142,884.1,194.34646114,290,290816,2880,0.8451880812644958,22.35447677746415,0.2,9.741190910339355,0.204638671875,0.0003,0.5066255331039429,-0.01156471503782086,-2.894833545386791,0.018693753
1001,143,892.12,198.23469573,292,292864,2890,0.28935879468917847,5.368100670352578,0.2,1.091602087020874,0.30869140625,0.0003,0.5081881880760193,-0.008508660287770909,-2.9019462145864963,0.027307339
1001,144,894.73,199.36379727000002,294,294912,2900,0.4738495349884033,5.691751600056887,0.2,2.0407862663269043,0.269873046875,0.0003,0.5054537057876587,-0.008457702925079502,-2.8899542234838007,0.021448169
1001,145,894.2,199.38510085000001,296,296960,2910,0.8412992358207703,13.32543377764523,0.2,8.063105583190918,0.160107421875,0.0003,0.5061043500900269,-0.008109276555478573,-2.882311227917671,0.014765155
1001,146,892.44,199.55564448999996,298,299008,2920,0.4146588444709778,4.711115874350071,0.2,0.6906856894493103,0.209423828125,0.0003,0.5046457052230835,-0.012656454011448659,-2.8820161156356336,0.015297801
1001,147,892.46,199.57751902,300,301056,2930,0.4670059084892273,8.516317750141024,0.2,0.5412287712097168,0.258837890625,0.0003,0.5046306848526001,-0.007785624772077426,-2.8728276386857035,0.021126386
