time/fps,time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/learning_rate,train/ent_coef
3564,0,448.75,4,1795,-104.8484935,,,,,,,,
3556,0,269.25,8,2154,-106.12108087499999,,,,,,,,
3621,1,584.5833333333334,12,7015,-101.16182375,,,,,,,,
3609,2,463.125,16,7410,-103.0473226875,,,,,,,,
,,,,10000,,-94.9116744,103.0,,,,,,
1362,7,537.95,20,10759,-100.9078757,,,768,-32.25713390111923,0.7795324418693781,-1.4683885127305984,0.0003,0.8023542519658804
447,33,623.9583333333334,24,14975,-104.47902716666665,,,4928,-72.44456028938293,0.7068429263308644,-8.342404589056969,0.0003,0.23678810242563486
338,54,654.3928571428571,28,18323,-109.79035389285715,,,8320,-53.97485190629959,0.7488340018317103,-12.651845812797546,0.0003,0.08859798824414611
,,,,20000,,-112.29779779999998,697.4,9984,-42.780066788196564,0.6315132842864841,-13.626658141613007,0.0003,0.05511933780508116
292,70,647.25,32,20712,-112.62127824999999,,,10688,-38.66584485769272,0.4451555274426937,-13.939433202147484,0.0003,0.04535714926896617
286,74,589.4444444444445,36,21220,-111.81755530555554,,,11200,-35.79574531316757,0.6959037713240832,-12.53072865307331,0.0003,0.039525642059743404
249,103,645.55,40,25822,-113.35897490000002,,,15808,-20.655945122241974,0.23149850993650034,-6.769508592784405,0.0003,0.012426689805579372
247,105,595.7727272727273,44,26214,-113.04005054545456,,,16192,-19.870251804590225,0.21564227633643895,-5.498366925865412,0.0003,0.011514072539284825
245,108,552.0833333333334,48,26500,-113.51955981249999,,,16512,-19.12604096531868,0.12874123721849173,-6.547953806817532,0.0003,0.010844822478247806
243,110,517.5769230769231,52,26914,-114.43064426923077,,,16896,-18.173836201429367,0.14631322649074718,-6.410544082522392,0.0003,0.01001408310548868
237,119,505.39285714285717,56,28302,-116.60089483928571,,,18304,-14.726690039038658,0.11337428161641583,-6.856832064688206,0.0003,0.007050926193187479
,,,,30000,,-113.244478,1600.0,19968,-11.108354687690735,0.11731221049558371,-7.299576133489609,0.0003,0.004482869648199994
220,141,518.0166666666667,60,31081,-118.01707451666667,,,21056,-9.416309088468552,0.14895840594545007,-4.599084196612239,0.0003,0.0034448557380528655
213,161,537.640625,64,34409,-118.091370953125,,,24384,-5.996540509164333,0.036353406409034505,-2.284862939734012,0.0003,0.003110596248006914
212,165,515.5147058823529,68,35055,-118.79426561764706,,,25024,-5.49218687415123,0.05728980028652586,-2.6929430249147117,0.0003,0.0025876721847453155
211,167,492.375,72,35451,-118.94654777777777,,,25408,-5.130760192871094,0.05485354826669209,-3.2517780596390367,0.0003,0.0023491314532293472
207,179,490.9736842105263,76,37314,-118.48242489473684,,,27328,-3.5005525685846806,0.037392956553958356,-2.527276703622192,0.0003,0.0016299228682328248
205,191,490.5375,80,39243,-119.4237016,,,29248,-2.368947606533766,0.029979974729940295,-1.1019385028630495,0.0003,0.0012502414665505057
,,,,40000,,-117.84996860000001,1600.0,29952,-2.001460699364543,0.02408677998755593,2.7611362067982554,0.0003,0.0011499980646476615
195,226,525.3333333333334,84,44128,-117.87922872619049,,,34112,-0.889177730306983,0.019550250573956873,-0.4580056145787239,0.0003,0.0009044032567544491
192,241,529.6931818181819,88,46613,-117.27736704545454,,,36608,-0.46961430716328323,0.027410161259467714,-1.146752929314971,0.0003,0.0009125806673182524
,,,,50000,,-88.38537120000001,992.8,40000,-0.0029414445743896067,0.011073108522396069,1.251183241372928,0.0003,0.0008306700920002186
188,267,547.1086956521739,92,50334,-116.09172578260868,,,40320,0.028403825519490056,0.009265391672670376,0.6247813301160932,0.0003,0.0008352886579814367
185,301,581.8125,96,55854,-113.47942304166666,,,45824,0.4567560348659754,0.008797031066933414,-0.6589766866527498,0.0003,0.000657581756968284
,,,,60000,,-96.6473908,1600.0,49984,0.6145625454373658,0.0090495016083878,-1.0721777649596334,0.0003,0.0005536289609153755
180,339,613.34,100,61334,-112.90517729999999,,,51328,0.6431803400628269,0.0068472440289042424,-0.11810381012037396,0.0003,0.0004894772555417148
179,370,647.32,104,66527,-110.41113969000001,,,56512,0.6352152349427342,0.006480035732238321,-1.0118604255840182,0.0003,0.0005256720296529238
,,,,70000,,29.757031400000006,1600.0,59968,0.6345442291349173,0.004284322847524891,-1.1081250577699393,0.0003,0.0004913987295367406
175,415,707.73,108,72927,-103.45173444,,,62912,0.6105568073689938,0.006038803614501376,0.6463427715934813,0.0003,0.0004562700164569833
174,453,723.12,112,79327,-97.73756924,,,69312,0.4535531485453248,0.003093383857049048,1.5673802304081619,0.0003,0.0005291910929372534
,,,,80000,,-10.741140399999999,829.0,69952,0.43406511982902884,0.0034023262523987796,-2.170313886832446,0.0003,0.0005213871891101007
173,476,753.3,116,82740,-95.49733236999998,,,72704,0.3998636032920331,0.0041047071463253815,-0.11216920451261103,0.0003,0.0004989458939235192
173,511,777.75,120,88534,-87.33769779,,,78528,0.2894614029210061,0.004326709380620741,1.511958705727011,0.0003,0.0004985117257092497
,,,,90000,,189.4285492,1600.0,80000,0.24115453311242163,0.0035329402853676584,0.2884530955925584,0.0003,0.0005246986993370228
171,554,799.59,124,94934,-74.02817298,,,84928,0.041836789750959724,0.0026843463983823312,0.7684975136071444,0.0003,0.0005955184606136754
,,,,100000,,85.94931679999999,1108.2,89984,-0.2059248541481793,0.0030276939669420244,-0.09800546313636005,0.0003,0.0007459122862201184
170,595,830.11,128,101334,-58.78969759,,,91328,-0.28303781046997756,0.00268642515038664,-0.06893534259870648,0.0003,0.0007233178621390834
169,634,870.17,132,107729,-43.428868599999994,,,97728,-0.5027242726646364,0.003780125925914035,-0.7028589085675776,0.0003,0.0007527767675128416
,,,,110000,,211.0618616,1181.2,99968,-0.5168771352618933,0.00256388915295247,-0.43871572613716125,0.0003,0.0007136516960599693
168,674,924.51,136,113671,-28.76951725,,,103680,-0.5241633071564138,0.0028392052936396794,-0.02435801923274994,0.0003,0.00055556282040925
168,707,932.99,140,119121,-14.544650489999995,,,109120,-0.577400793787092,0.002203576130341389,1.542382842861116,0.0003,0.0005436302162706852
,,,,120000,,278.0581322,1221.8,109952,-0.5999002326279879,0.002344235401324113,-1.8373394436202943,0.0003,0.0005832138749610749
167,741,980.73,144,124287,0.7323036400000035,,,114240,-0.6403709445148706,0.0022074555527069606,0.10617391183041036,0.0003,0.000571509956898808
167,771,1027.23,148,129223,16.56431869,,,119232,-0.6913805287331343,0.0022116589070719783,0.6241723522543907,0.0003,0.0005581159894063603
,,,,130000,,282.5582904,1154.0,120000,-0.7199921077117324,0.0019440419318925706,1.0186709323897958,0.0003,0.0005781534428024315
166,803,1071.62,152,134076,32.64021119,,,124032,-0.7408525245264173,0.001794207008970261,1.584294549189508,0.0003,0.0006070247727620881
166,831,1103.91,156,138693,47.74390763,,,128704,-0.7860579630360007,0.002273952876748808,0.41054523549973965,0.0003,0.0005920175326536992
,,,,140000,,279.655346,1176.6,129984,-0.7680396512150764,0.0026458303955223528,0.11841970309615135,0.0003,0.0005560664967561024
166,864,1125.34,160,143615,64.40997683,,,133568,-0.8121089423075318,0.001795825085537217,0.7010564131196588,0.0003,0.0006209183147802833
166,893,1139.94,164,148403,80.54544601000002,,,138368,-0.863144475966692,0.002919498436313006,0.09095044573768973,0.0003,0.0005400739019023604
,,,,150000,,212.44190220000002,977.6,139968,-0.8666265215724707,0.002412251976238622,-0.5637779189273715,0.0003,0.0005170430940779625
165,924,1180.11,168,153066,97.17311034999999,,,143040,-0.9290159372612834,0.002392917719134857,0.7929572081193328,0.0003,0.000560279070668912
165,946,1213.04,172,156755,109.56797271999999,,,146752,-0.9343499727547169,0.0018346703727729619,0.42058378644287586,0.0003,0.0005781974587080185
,,,,160000,,292.4944824,1079.0,149952,-0.9477353300899267,0.002778123859570769,-0.40968153229914606,0.0003,0.0005636135119857499
165,976,1239.74,176,161288,125.51395683999999,,,151296,-0.9432102041319013,0.0016255186669695831,-0.858235546387732,0.0003,0.000515533141879132
165,1004,1265.9,180,165833,142.55584106,,,155840,-0.9524759966880083,0.002903295902797254,0.028246805537492037,0.0003,0.0005260908674245002
,,,,170000,,219.37615399999999,874.6,160000,-0.9513631016016006,0.0028875140378659125,2.618132777744904,0.0003,0.0004970667541783769
164,1032,1260.43,184,170171,157.66515296,,,160128,-0.9477156298235059,0.001316325940479146,1.595184245146811,0.0003,0.0005245272213869612
164,1059,1279.68,188,174581,173.47605872,,,164544,-1.0001878226175904,0.0015941638030199101,0.2572214105166495,0.0003,0.0005319283127391827
164,1085,1285.61,192,178895,188.74977246999995,,,168896,-1.006017598323524,0.0018077761760650901,0.4740975748281926,0.0003,0.0005347088463167893
,,,,180000,,294.3819892,1076.0,169984,-1.0190237844362855,0.0017513651682747877,-2.3582976097241044,0.0003,0.0005229942880760063
164,1114,1273.26,196,183180,202.56928449999998,,,173184,-1.0401040324941278,0.0014856410575703194,1.2850717082619667,0.0003,0.00053439663406607
164,1140,1261.35,200,187469,218.22289869000005,,,177472,-1.056310761719942,0.0027057758043156355,1.9219420487061143,0.0003,0.0004807732766494155
,,,,190000,,293.9986212,1005.2,179968,-1.066764248535037,0.0016973420961221564,0.46012703282758594,0.0003,0.000538030217285268
164,1169,1252.56,204,191783,231.59859487999995,,,181760,-1.0569757064804435,0.002102630468471034,-1.1033942592330277,0.0003,0.0004925675602862611
164,1194,1231.16,208,196043,240.61619407999999,,,186048,-1.0912044625729322,0.0012616381391126197,0.2547729567158967,0.0003,0.0005147972096892772
,,,,200000,,295.49931960000004,998.2,189952,-1.0957018714398146,0.0020486256903495814,-0.6253748200833797,0.0003,0.0004933191121381242
163,1223,1210.18,212,200345,250.25991999,,,190336,-1.0949452184140682,0.0015945351779009798,0.673195461044088,0.0003,0.0004830549437428999
163,1248,1218.04,216,204544,264.09889052,,,194496,-1.1039173044264317,0.002845181867996871,0.8927588341757655,0.0003,0.0004896012023891672
163,1274,1201.61,220,208695,271.40044521000004,,,198656,-1.1434532534331083,0.0018258951167808846,0.04560778266750276,0.0003,0.0005307321553118527
,,,,210000,,293.0472628,989.4,200000,-1.1759972535073757,0.0031431675565727346,1.2560903718695045,0.0003,0.0005304650630932883
163,1302,1178.92,224,212826,274.73982965,,,202816,-1.1533759981393814,0.0016205048018491652,-0.46902877232059836,0.0003,0.00044084794990340015
163,1325,1153.61,228,216695,275.27162766000004,,,206656,-1.1926003582775593,0.001996974588564626,0.751307186903432,0.0003,0.0005032185190430027
,,,,220000,,292.6716652,1064.8,209984,-1.1768475659191608,0.001752460881107254,0.012052582111209631,0.0003,0.000462982282442681
163,1353,1131.2,232,220849,276.92510040999997,,,210816,-1.1812051497399807,0.0029582377926544723,0.130472831428051,0.0003,0.00045302440912564634
163,1378,1113.23,236,224994,278.21765832,,,214976,-1.1912012863904238,0.002864410307211074,-0.6052483327221125,0.0003,0.0004961373233527411
163,1400,1095.54,240,228675,278.44436995,,,218688,-1.2403402347117662,0.0023509810594077862,0.6892962984275073,0.0003,0.0004680138558796898
,,,,230000,,295.397408,1039.6,219968,-1.2360008172690868,0.0012662337771871535,0.6244766991585493,0.0003,0.00048743410889073857
162,1428,1085.16,244,232803,279.3022487,,,222784,-1.2195837330073118,0.0017446322167415929,0.6762843197211623,0.0003,0.0004947309498675168
162,1448,1068.91,248,236114,276.47285922,,,226112,-1.2104579005390406,0.0020234356420587574,0.8211303097195923,0.0003,0.0004956399898219388
,,,,240000,,298.491959,1028.4,229952,-1.2245074361562729,0.0034926896082652092,0.42718867934308946,0.0003,0.00048266548810715904
162,1476,1060.57,252,240133,277.26692730999997,,,230144,-1.2265118807554245,0.0031106691149034305,-0.10663679498247802,0.0003,0.0004793297025571519
162,1500,1054.55,256,244148,279.79290211999995,,,234112,-1.2297874465584755,0.002485874768353824,0.906314121093601,0.0003,0.0005026782373533933
162,1524,1044.69,260,248084,280.5234474,,,238080,-1.2593446746468544,0.0017090550577449903,0.4555311440490186,0.0003,0.0005380065531426226
,,,,250000,,300.758469,973.8,240000,-1.2538205571472645,0.002209701248375495,0.4213706189766526,0.0003,0.0005194539571675705
162,1551,1036.17,264,252020,281.03620025,,,241984,-1.2468590289354324,0.002119516105267394,-1.3133320440538228,0.0003,0.0005276970350678312
162,1574,1027.84,268,255850,281.52936739000006,,,245824,-1.2644211575388908,0.002408502138678159,-0.2568801841698587,0.0003,0.000539797337296477
162,1598,1029.92,272,259747,285.8764234,,,249728,-1.2712233886122704,0.003186663516316912,3.4259157916530967,0.0003,0.0005201270560064586
,,,,260000,,297.53494340000003,960.4,249984,-1.2577724922448397,0.0030898745876584144,-0.9490700375754386,0.0003,0.0005420748157121125
162,1624,1023.32,276,263620,286.25888408,,,253632,-1.2872277423739433,0.0016553468126403459,-0.9805294477846473,0.0003,0.0005289420314511517
162,1647,1016.86,280,267519,286.62541943,,,257472,-1.3174442388117313,0.0021944928962511767,-1.0218658214434981,0.0003,0.0004880549749941565
,,,,270000,,230.64480399999997,832.0,259968,-1.301529422402382,0.001850089590789139,0.7316151347476989,0.0003,0.000506032895827957
162,1673,1011.75,284,271346,285.45447920000004,,,261312,-1.2872461583465338,0.001478353487982531,1.268992117838934,0.0003,0.0004840277165385487
162,1696,1006.16,288,275197,285.79044527,,,265152,-1.284355252981186,0.0022154656785460247,-0.8568818101193756,0.0003,0.0005056058726040646
162,1720,1001.53,292,279048,286.12891146000004,,,269056,-1.2828287463635206,0.001845925125053327,-0.7186252614483237,0.0003,0.00047780578051970224
,,,,280000,,244.12924560000002,839.2,269952,-1.285451864823699,0.0026581409415484814,0.23126452299766243,0.0003,0.000494851560688403
162,1745,996.84,296,282864,286.40006991000007,,,272832,-1.289382852613926,0.00252470465056831,-0.15482667973265052,0.0003,0.0005121975955262315
162,1768,991.5,300,286619,286.72521547,,,276608,-1.3332321215420961,0.001857261397617549,-0.18058093660511076,0.0003,0.0005135291730766767
,,,,290000,,301.6706908,895.8,280000,-1.3331887740641832,0.002273963052630279,1.599603288108483,0.0003,0.0005090327867947053
161,1793,985.9,304,290373,287.08120052,,,280384,-1.3405894562602043,0.002828977309036418,0.12310459581203759,0.0003,0.0005205716415730421
161,1815,980.71,308,294114,287.45507239,,,284096,-1.3426120541989803,0.0014713807649968658,0.5510535789653659,0.0003,0.0005014978823965066
161,1838,975.12,312,297857,287.85273025000004,,,287872,-1.3665934652090073,0.0011052715506139066,-0.6158261531963944,0.0003,0.0004678521122514212
,,,,300000,,307.2767612,929.8,289984,-1.365991560742259,0.002934596067007078,-0.3378843136597425,0.0003,0.00048732084451330593
161,1864,970.58,316,301602,288.23357884,,,291584,-1.351117691025138,0.002020608385464584,0.7986829297151417,0.0003,0.0004772076281369664
161,1886,966.91,320,305386,288.59499514999993,,,295360,-1.3666687700897455,0.0036629256758260453,0.9553761421702802,0.0003,0.0005628237477139919
161,1909,962.16,324,309042,288.98880656,,,299008,-1.373194370418787,0.0013356034260141314,-1.1939953225664794,0.0003,0.000525572630976967
,,,,310000,,304.5449058,903.6,299968,-1.3653493151068687,0.001635678912180083,1.1661042990162969,0.0003,0.00048145705432034447
161,1934,960.15,328,312710,291.04131971,,,302720,-1.3620868735015392,0.002932813781171717,0.3407554847653955,0.0003,0.0004699426854131161
161,1956,955.46,332,316395,291.46114088,,,306368,-1.3730274830013514,0.0027916911203647032,-0.09671948803588748,0.0003,0.000493010443278763
,,,,320000,,305.9435768,946.4,309952,-1.3777026683092117,0.002799479933855764,-0.9631332482676953,0.0003,0.0005279892748148995
161,1981,950.96,336,320090,291.86874131,,,310080,-1.3837506622076035,0.0027125401147714,-0.03686714358627796,0.0003,0.0005152499088580953
161,2004,951.38,340,323813,294.65743931000003,,,313792,-1.38083104044199,0.0021075901981930656,-0.367391221690923,0.0003,0.00048245352581943735
161,2026,946.3,344,327433,295.08628763,,,317440,-1.3890849687159061,0.002932405738192756,-0.6720070743467659,0.0003,0.0004827252032555407
,,,,330000,,306.0554336,955.2,320000,-1.3914864677935839,0.0027541023746380233,1.1307628802023828,0.0003,0.0005153799484105548
161,2050,949.05,348,331019,299.01207408000005,,,321024,-1.4054550528526306,0.0053921223411634855,-1.098462229128927,0.0003,0.0005570626453845762
161,2072,944.79,352,334612,299.3004187199999,,,324608,-1.3948182817548513,0.002525837007397058,-0.6293867693748325,0.0003,0.000482128350995481
161,2093,940.8,356,338228,299.63802404,,,328192,-1.401801384985447,0.0021122802227182547,-1.4432562398724258,0.0003,0.0005005268258173601
,,,,340000,,303.05321019999997,940.4,329984,-1.38815488666296,0.00263808721138048,1.4202544298022985,0.0003,0.0005457904717331985
161,2118,937.71,360,341855,299.9716432899999,,,331840,-1.3950817100703716,0.00196979582460699,-1.3380933995358646,0.0003,0.0005271737918519648
161,2140,934.77,364,345497,300.28748522999996,,,335488,-1.4095122255384922,0.002788618652630248,0.20948408637195826,0.0003,0.0005177271859793109
161,2162,933.11,368,349161,300.57441824,,,339136,-1.4062794037163258,0.0029440838770824485,-0.205563522875309,0.0003,0.0005240377549853292
,,,,350000,,304.9687808,882.4,339968,-1.4216611310839653,0.0017987663700296253,-0.19379160832613707,0.0003,0.0005023659023208893
161,2187,930.54,372,352801,300.87972361000004,,,342784,-1.4427073691040277,0.001676026657833063,-0.2114678956568241,0.0003,0.000508515511683072
161,2209,928.16,376,356436,301.15140006,,,346432,-1.4462921153753996,0.0029231694084046467,1.0688198369462043,0.0003,0.0005165053580640233
,,,,360000,,308.9585874,895.8,349952,-1.4546095952391624,0.0024765175076026935,0.32538311765529215,0.0003,0.0004936641162203159
161,2233,925.55,380,360074,301.42670136,,,350080,-1.4492055177688599,0.0023823355190870643,-0.18866615137085319,0.0003,0.0004925637504129554
161,2255,923.75,384,363721,301.68195893999996,,,353728,-1.4635660406202078,0.002713618198868062,-0.24286741577088833,0.0003,0.00053835524522583
161,2277,922.16,388,367413,301.9346272,,,357376,-1.4586984999477863,0.003286840816599579,-1.2877517729066312,0.0003,0.0005471872218549834
,,,,370000,,307.0924124,854.6,360000,-1.4758264794945717,0.0027413099635396065,-0.5404738392680883,0.0003,0.0005128700713612488
161,2302,920.2,392,371068,302.13845165,,,361024,-1.4638719726353884,0.001910425547066552,0.7240261905826628,0.0003,0.000493364384965389
161,2323,918.23,396,374687,302.42827204,,,364672,-1.4995281621813774,0.00258502449196385,-1.1742195338010788,0.0003,0.0005204810440773144
161,2346,917.61,400,378380,302.59901398000005,,,368384,-1.4922319296747446,0.0030140548810777545,-1.2310356735251844,0.0003,0.0004803689703294367
,,,,380000,,308.410472,917.2,369984,-1.4975313562899828,0.0027115649850202317,-0.7516076304018497,0.0003,0.0004906102731183637
161,2370,915.81,404,381954,302.84105451000005,,,371968,-1.4916113372892141,0.0022637456891061447,1.111776576610282,0.0003,0.0005308051286192494
161,2392,913.75,408,385489,303.08154961,,,375488,-1.5120417401194572,0.0031355573464679765,-0.9661849606782198,0.0003,0.0005159197380635305
161,2414,912.86,412,389143,303.23006877,,,379136,-1.5075229443609715,0.002912143069806916,0.8806681828573346,0.0003,0.0005422668891696958
,,,,390000,,310.011985,935.8,379968,-1.5173709727823734,0.003004026831149531,-0.3911424381658435,0.0003,0.000545501260603487
161,2438,910.58,416,392660,303.40123342,,,382656,-1.5273153986781836,0.002301237001120171,-0.2881560595706105,0.0003,0.0005094761772852507
161,2459,908.62,420,396248,303.57320853,,,386240,-1.5247468389570713,0.0017651961093179125,-1.4933815172407776,0.0003,0.0005509593902388588
161,2481,907.38,424,399780,303.73444576,,,389760,-1.546973930671811,0.001913829787326904,0.09395857807248831,0.0003,0.0005325778056430863
,,,,400000,,309.04575839999995,942.6,389952,-1.532966347411275,0.0021676246494735096,0.08160060457885265,0.0003,0.0005461319233290851
160,2504,905.4,428,403250,303.88860195,,,393216,-1.5346416272222996,0.002546827619198666,-0.3464094800874591,0.0003,0.0005360349086913629
161,2526,903.9,432,406785,304.06124763,,,396800,-1.5572342276573181,0.002521472906209965,-0.44204691890627146,0.0003,0.0005599910527962493
,,,,410000,,310.27518620000006,848.4,400000,-1.552864644676447,0.0017731516920775903,0.07869150792248547,0.0003,0.0004969858837284846
160,2549,902.11,436,410301,304.24800475,,,400256,-1.5591485649347305,0.0035011193672289664,0.2283694534562528,0.0003,0.0005017457633584854
160,2571,899.91,440,413804,304.36952236999997,,,403776,-1.5575682520866394,0.0046392934987125045,0.463578708935529,0.0003,0.0004943910416841391
160,2592,898.24,444,417257,304.57300981000003,,,407232,-1.562914116308093,0.0020442170173282648,0.22363960510119796,0.0003,0.000489608073621639
,,,,420000,,309.3253498,867.0,409984,-1.563629038631916,0.0019884144851403107,-0.6803363284561783,0.0003,0.0005349110488168662
160,2615,897.05,448,420724,304.78050684,,,410688,-1.5731018800288439,0.0022269094174589554,-1.243989520240575,0.0003,0.0005265695863272413
160,2636,896.03,452,424215,304.96836751999996,,,414208,-1.5874990466982126,0.0023587251546359767,-0.3801133430097252,0.0003,0.0005196552374400198
160,2656,894.2,456,427648,305.1427751599999,,,417600,-1.576831042766571,0.0032535169420953025,0.3578993873670697,0.0003,0.000524162871442968
,,,,430000,,305.154742,853.6,419968,-1.5761620085686445,0.002151796279122209,0.49943968560546637,0.0003,0.0005467011606015149
160,2680,892.77,460,431132,305.15458498,,,421120,-1.5824264828115702,0.002559763482395283,-0.5109676627907902,0.0003,0.0005273444357953849
160,2701,891.22,464,434619,305.29995216,,,424576,-1.5832720547914505,0.0031015664794722397,0.3960141399875283,0.0003,0.0005627703212667257
160,2722,888.98,468,438059,305.45244784,,,428032,-1.5954451821744442,0.002203519670274545,-0.3820455486420542,0.0003,0.0005318515040926286
,,,,440000,,312.07276220000006,845.0,429952,-1.6129894871264696,0.0027760834095715836,-0.6025555874221027,0.0003,0.0005246567534413771
160,2745,886.92,472,441493,305.64164708,,,431488,-1.598849706351757,0.0026372008126145374,0.08685604971833527,0.0003,0.0005629194311040919
160,2766,885.12,476,444948,305.79922216,,,434944,-1.606328409165144,0.003552636673248344,0.4512685660738498,0.0003,0.0005349145112631959
160,2787,883.36,480,448410,305.98467587,,,438400,-1.5998502355068922,0.003743302440170737,0.8271625037305057,0.0003,0.0005071449850220233
,,,,450000,,312.2718294,838.6,440000,-1.6008611023426056,0.003411575696873115,-0.1669137915596366,0.0003,0.0005028111472711316
160,2810,880.89,484,451810,307.63586326999996,,,441792,-1.594907807186246,0.0017371242129229358,-0.4213295327499509,0.0003,0.0005175445703571313
160,2831,878.13,488,455226,307.7364507,,,445184,-1.5957128778100014,0.0020354327332370303,0.4343678359873593,0.0003,0.0005253038316368475
160,2851,875.64,492,458632,307.90135920999995,,,448640,-1.5988199599087238,0.001725868157336663,0.16586119821295142,0.0003,0.00053030586514069
,,,,460000,,311.538757,882.0,449984,-1.593843100592494,0.0031793608236512227,0.7214095271192491,0.0003,0.0005491257388712256
160,2874,873.43,496,462030,308.02059529999997,,,452032,-1.5962365288287401,0.0024477550482515653,0.7366590690799057,0.0003,0.0005691116712114308
160,2895,870.41,500,465421,308.26156353000005,,,455424,-1.6010500732809305,0.003202689591489616,-0.09909043274819851,0.0003,0.0005352717635105364
160,2915,868.88,504,468842,308.40274202000006,,,458816,-1.60403199121356,0.002033433095220971,0.9887804854661226,0.0003,0.0005622611570288427
,,,,470000,,245.19459360000002,732.6,459968,-1.6053207945078611,0.0025643482754276192,-0.19495900184847414,0.0003,0.0005745163452957058
160,2938,867.12,508,472201,308.53975582,,,462208,-1.6132001988589764,0.0033037291277651093,1.1296964744105935,0.0003,0.0005394371028160094
160,2958,864.39,512,475582,308.69850572,,,465536,-1.609508877620101,0.0030530676854141348,-0.4685499583138153,0.0003,0.0005719292603316717
160,2979,863.27,516,478987,308.83010916,,,468992,-1.606800951063633,0.002529551173438449,0.46766391792334616,0.0003,0.0005446285831567366
,,,,480000,,311.0478656,876.6,469952,-1.6031733583658934,0.004621736097305984,-0.504327119095251,0.0003,0.0005472558914334513
160,3002,861.4,520,482388,308.91038461,,,472384,-1.6054573208093643,0.0032907599056670733,0.20581555319949985,0.0003,0.0005467842038342496
160,3023,860.2,524,485800,308.9714761999999,,,475776,-1.6182632464915514,0.0018627426511557132,-0.7392614216078073,0.0003,0.0005404452213042532
160,3044,859.7,528,489220,309.04038434,,,479232,-1.6090829782187939,0.003857288408198656,0.41128371632657945,0.0003,0.0005582304529525572
,,,,490000,,312.29191099999997,819.2,480000,-1.6132371574640274,0.002398725349394226,-0.18966386606916785,0.0003,0.0005424734126791009
160,3066,857.42,532,492527,309.19357564,,,482496,-1.6350589487701654,0.004194013567939692,-0.05459188111126423,0.0003,0.0005478181765283807
160,3086,855.93,536,495894,309.29497612,,,485888,-1.624197494238615,0.0031018272866276675,-1.8927022201241925,0.0003,0.0005717982658097753
160,3106,853.69,540,499173,309.47229605000007,,,489152,-1.6399758234620094,0.002240419590862075,-0.1412753756158054,0.0003,0.0005485796164066414
,,,,500000,,310.40944120000006,830.0,489984,-1.6329554058611393,0.0018681506198845454,0.8485449901781976,0.0003,0.0005722273790524923
160,3129,853.15,544,502572,309.48201025000003,,,492544,-1.6447347849607468,0.002857930748632498,0.3736393409781158,0.0003,0.0005403021714300849
160,3149,852.02,548,505926,309.51729702,,,495936,-1.6520368345081806,0.004196101907382399,-0.2052183032501489,0.0003,0.0005308684940246167
160,3170,850.75,552,509290,309.63468707,,,499264,-1.664674973115325,0.003340940585530916,0.4078538992907852,0.0003,0.0005302120162014035
,,,,510000,,312.46942939999997,805.6,499968,-1.6676498726010323,0.0038857528181779344,-1.0068944520317018,0.0003,0.0005458589203044539
160,3193,849.44,556,512592,309.70582656,,,502592,-1.6781793516129255,0.0019138339639539481,0.37146761384792626,0.0003,0.0005401943353717797
160,3210,845.06,560,515638,307.77637709,,,505600,-1.67396386153996,0.0024120012108141964,0.2761070446576923,0.0003,0.000581276213779347
160,3231,843.19,564,518938,307.84759740000004,,,508928,-1.6682475917041302,0.003395663473611421,-0.5435260010417551,0.0003,0.0005773214988948894
,,,,520000,,309.9591374,817.2,509952,-1.6642099712044,0.0036869050040877482,1.0326278570573777,0.0003,0.0005686331369361142
160,3253,841.91,568,522250,307.89717622,,,512256,-1.6818825919181108,0.004045378847195025,0.304131091106683,0.0003,0.0005671984263244667
160,3273,840.78,572,525571,307.94634859999996,,,515584,-1.6854261923581362,0.0023378582386612834,-0.2914882421027869,0.0003,0.0005451733604786568
160,3293,839.55,576,528903,308.02732619,,,518912,-1.700447542592883,0.003732534304390356,-0.6634465587558225,0.0003,0.0005604981952274102
,,,,530000,,313.17738280000003,816.2,520000,-1.7117331307381392,0.0027613906750048045,-0.9401556537486613,0.0003,0.0005351073441488552
160,3316,838.11,580,532221,308.09966365,,,522176,-1.7385808397084475,0.00325264659181812,0.5210048193112016,0.0003,0.000547675057532615
160,3336,837.13,584,535523,308.13080497,,,525504,-1.7492218427360058,0.003161361628826853,-0.10978875309228897,0.0003,0.0005473074552355683
160,3354,834.21,588,538647,306.41218775,,,528640,-1.7533652447164059,0.0034355616749053297,1.139501113910228,0.0003,0.0005614277852146188
,,,,540000,,312.7379072,809.0,529984,-1.7521346937865019,0.002901890645716776,-0.4187873927876353,0.0003,0.0005861952295163064
160,3377,833.39,592,541971,306.46427152,,,531968,-1.7609947267919779,0.00317024344121819,-0.31221318943426013,0.0003,0.0005544340374399326
160,3397,832.52,596,545282,306.56452628,,,535296,-1.7703774236142635,0.003605458702395481,-0.5537079060450196,0.0003,0.0005627199925584137
160,3417,831.24,600,548545,306.57946825000005,,,538560,-1.7790975905954838,0.0021770864143491053,-0.9848005571402609,0.0003,0.0005179476538614836
,,,,550000,,313.1612428,809.0,539968,-1.792091641575098,0.0031760765598392027,-0.6053112742956728,0.0003,0.0005184543915675022
