#{"t_start": 1760833005.378652, "env_id": "BipedalWalker-v3"}
r,l,t
-55.569624,277,1640.851882
77.005776,828,1641.880998
226.093529,1263,1643.444953
74.229262,1059,1644.756554
-11.167276,500,1645.379372
-112.406409,42,1645.449496
67.878927,761,1646.600039
-110.742959,40,1646.652153
-115.815414,61,1646.728393
-108.345695,58,1646.804838
117.573494,850,1647.859196
-110.052206,47,1647.918251
245.131048,1086,1649.275592
-54.056637,333,1649.685581
-39.359494,457,1650.255279
-57.070276,319,1650.652162
-45.648048,379,1651.123676
-115.304402,50,1651.187174
-32.675241,333,1651.634174
79.261947,964,1652.860238
-112.662776,68,1652.942775
22.133506,614,1653.692903
-50.039965,262,1654.014398
253.955458,988,1655.241658
-6.852716,721,1656.134157
-110.144438,42,1656.190441
-113.323387,49,1656.251076
-82.72104,230,1656.540577
-116.808139,45,1656.598464
-106.584698,55,1656.670266
-44.986731,356,1657.123463
-82.1996,252,1657.442884
112.239977,1136,1660.281378
225.347754,1277,1661.876072
31.837027,561,1662.58044
-113.273339,56,1662.651679
-109.856527,35,1662.697142
-110.172682,96,1662.817102
244.518094,1086,1664.176061
-107.121436,53,1664.244866
-85.282465,280,1664.617613
88.589101,917,1665.789381
-112.488191,55,1665.859185
-102.559148,140,1666.037637
-112.795811,56,1666.109218
97.216271,882,1667.218049
85.610548,779,1668.190573
-119.610922,83,1668.296638
105.110636,864,1669.377162
-113.18821,70,1669.465819
-29.824828,313,1669.859008
-23.684856,359,1670.309392
-124.80616,140,1670.491878
-29.205256,403,1671.005357
116.409362,1023,1672.297636
246.253984,1069,1674.29228
67.902167,687,1675.144793
-59.984424,229,1675.433098
-45.612032,267,1675.76443
-111.302502,50,1675.830783
15.87574,440,1676.376734
7.40533,424,1676.923715
-112.122765,43,1676.979779
-117.865212,102,1677.107984
-112.006027,58,1677.181152
-76.305264,295,1677.549953
-14.154223,448,1678.107153
-103.250899,187,1678.354459
-32.455166,313,1678.743422
-114.394972,46,1678.800912
-111.610952,105,1678.932045
-112.584144,50,1678.996614
-114.207133,58,1679.071383
7.725296,420,1679.601459
-44.805747,335,1680.019548
-36.43365,444,1680.571905
-110.585611,43,1680.62525
-5.326453,409,1681.134982
-114.608253,79,1681.234388
41.904087,776,1682.203641
-141.090585,170,1682.415363
-124.352592,126,1682.573484
74.058418,920,1683.761651
-9.817734,522,1684.414892
34.841079,620,1685.191717
-49.532528,254,1685.502604
-58.932738,224,1685.773399
247.965642,1046,1688.191931
8.511715,478,1688.795681
-15.875327,368,1689.261758
-97.624789,188,1689.498709
21.06006,623,1690.281497
-112.77595,50,1690.346093
-116.365419,78,1690.44506
50.763777,757,1691.39466
-109.954969,46,1691.454521
-112.865745,54,1691.522981
81.411619,969,1692.736622
110.138634,940,1693.943565
-114.867531,49,1694.007921
249.581558,1038,1695.312172
247.157219,1062,1696.648964
-10.342639,399,1697.148842
47.577041,694,1698.01965
249.668605,1031,1699.325029
-76.464357,314,1700.479558
49.431441,681,1701.318027
244.83194,1096,1702.706186
27.301363,590,1703.439131
-112.446727,70,1703.528242
-114.523083,60,1703.603316
-129.768235,132,1703.76657
-102.587885,58,1703.839706
252.072032,1011,1705.068477
245.685325,1080,1706.405805
251.074831,1022,1707.679492
-111.398064,61,1707.756153
241.043425,1103,1709.136631
235.48766,1166,1710.580392
-107.923112,44,1710.638197
-111.646487,48,1710.699419
230.799799,1204,1712.195548
-112.440058,62,1712.273197
-44.786896,403,1712.898164
51.117959,627,1713.689856
-54.842275,270,1714.030607
244.847564,1089,1715.407503
241.06084,1109,1716.764671
-107.03822,44,1716.821854
-118.925388,44,1716.877335
-58.513968,253,1717.193399
-32.038348,334,1717.607806
-115.171718,48,1717.669438
-118.749412,65,1717.750912
-117.52263,44,1717.806751
-112.529994,66,1717.889605
-110.721593,41,1717.943934
253.580846,987,1719.17104
-3.868783,480,1719.768345
243.522003,1080,1721.120879
-118.328868,46,1721.177756
-95.080137,235,1721.468576
-112.391574,63,1721.546817
253.551009,998,1722.795957
133.19036,923,1723.952274
260.034934,942,1725.128335
-116.348365,55,1725.196522
73.848137,753,1726.280156
-60.448459,207,1726.537488
-106.051149,46,1726.594839
-115.940511,59,1726.67082
-1.644949,402,1727.175237
-114.508239,56,1727.247622
-117.045012,69,1727.331715
-117.870948,46,1727.393161
38.3195,570,1728.119196
250.357573,1022,1729.404099
11.422396,515,1730.049646
253.885324,994,1731.426272
-118.061662,43,1731.479736
253.829072,993,1732.712768
-43.607451,288,1733.063704
-69.583247,322,1733.455749
-116.87561,44,1733.51117
1.086069,453,1734.061254
-115.451813,44,1734.116511
74.892687,825,1735.1206
244.625139,1070,1736.425017
-56.747234,322,1736.815546
-119.832083,44,1736.871192
-72.259449,209,1737.132703
-39.641358,324,1737.563538
248.339593,1003,1738.964242
128.472186,976,1740.172024
99.166239,850,1741.229771
256.086176,975,1742.466312
49.265075,730,1743.377457
-36.631401,296,1743.747334
-114.894488,91,1743.860116
-117.330805,42,1743.917851
40.073315,643,1744.721996
249.603184,1018,1745.992514
251.020868,1007,1747.248853
-79.682502,184,1747.478752
-66.790758,271,1747.827456
-112.047443,70,1747.914954
-117.657115,43,1747.971295
260.602287,916,1749.135782
255.315553,972,1750.350834
63.504551,653,1751.316905
-111.706314,59,1751.390332
252.786554,1003,1752.636476
102.555657,827,1753.675899
261.033584,923,1754.834105
257.592539,968,1756.059074
241.339821,1075,1757.40362
-116.872842,58,1757.478689
-115.482461,98,1757.600373
37.223429,631,1758.383318
256.823023,962,1759.673422
-55.012343,258,1759.996354
-118.640333,49,1760.059503
-112.424686,47,1760.12126
64.325824,816,1761.172953
-54.2625,289,1761.537374
-62.655224,202,1761.794381
55.091582,698,1762.684776
105.747669,742,1763.752574
142.454306,926,1764.922055
-117.999835,57,1764.995073
32.529782,619,1765.764423
-33.703347,325,1766.169775
-14.702066,370,1766.631659
247.394892,1035,1767.92018
247.278713,1042,1769.23815
-118.266582,52,1769.30364
249.042548,1020,1770.582438
-16.506613,583,1771.311138
258.039657,948,1772.491729
253.39458,985,1773.715739
-109.94228,61,1773.797132
-113.978921,56,1773.866428
-15.797459,404,1774.370039
-118.752751,64,1774.449574
-121.124446,45,1774.507076
249.819456,1009,1775.763187
152.443264,944,1777.538558
-118.550743,80,1777.640409
139.948976,1000,1778.89138
-108.754599,42,1778.943845
-119.461922,50,1779.006953
-113.454172,48,1779.068735
249.921779,1024,1780.341444
-112.197232,37,1780.387658
244.192688,1078,1781.733175
99.671441,800,1782.769891
258.518445,948,1783.987314
-14.307024,444,1784.546106
-105.632305,58,1784.621609
238.587322,1128,1786.035828
257.7856,954,1787.234105
252.578615,994,1788.48921
-113.803453,42,1788.542954
9.599966,523,1789.223756
250.432893,1016,1792.432194
-80.591817,425,1792.967282
-118.694203,55,1793.038426
258.013343,952,1794.251132
-128.964264,123,1794.403194
243.774786,1057,1795.741817
245.919328,1057,1797.072754
-117.75158,48,1797.137993
-73.940781,255,1797.498823
254.076449,1000,1798.756097
-121.834399,54,1798.822859
69.568122,715,1799.729943
251.762367,980,1800.967133
-24.938552,372,1801.438369
-116.309597,42,1801.491585
-118.01776,62,1801.575239
-124.593405,54,1801.642227
-13.920906,418,1802.168825
-119.380395,67,1802.255974
-24.465859,379,1802.73729
-117.026603,44,1802.793211
-121.173223,51,1802.860617
104.370801,853,1803.952382
-46.572418,342,1805.495596
248.70589,1023,1806.806934
256.535679,957,1808.028274
254.020454,991,1809.298112
68.081885,658,1810.136544
-119.125168,55,1810.204537
248.847613,1037,1811.520806
-111.309573,199,1811.772109
-123.827443,55,1811.842124
-122.819763,50,1811.90694
68.404561,776,1812.899469
-118.608971,54,1812.968885
-114.204444,45,1813.026744
-109.643164,47,1813.089971
251.92296,1004,1814.420597
86.822193,812,1815.486196
-122.221081,48,1815.548609
-116.297306,62,1815.630162
249.702999,1038,1816.978225
251.084801,996,1820.386774
-118.465392,44,1820.440858
-116.173739,111,1820.583338
253.865878,992,1821.83787
-110.866564,41,1821.889797
-116.268817,70,1821.976873
-50.719074,343,1822.411763
149.591073,958,1823.669225
242.208928,1080,1825.027741
-25.233308,431,1825.573176
255.077315,978,1826.811338
-118.975459,46,1826.869289
251.470721,993,1828.12731
123.628577,892,1829.266644
247.313572,1044,1830.601767
65.12075,720,1831.508074
-73.409111,325,1831.917401
-116.890482,55,1831.988083
-106.857381,45,1832.045968
94.2968,806,1835.733405
246.551701,1057,1837.064365
247.334489,1015,1838.338493
-117.274095,74,1838.432729
22.734593,667,1839.266261
64.909937,832,1840.316475
-115.782114,46,1840.376485
-113.501601,39,1840.424691
-113.146037,40,1840.476086
56.842729,687,1841.369207
28.006915,617,1842.143564
-7.163175,475,1842.740366
253.41476,983,1843.981125
-123.930236,52,1844.046427
-116.993704,43,1844.102472
23.057315,557,1844.807047
-52.982978,267,1845.144392
-115.886659,167,1845.353454
-113.844181,49,1845.416411
-126.737574,46,1845.474206
256.073969,966,1846.692799
246.689201,1045,1848.010931
-119.121843,48,1848.073363
223.487313,1257,1851.649337
245.618965,1039,1852.949645
-120.72299,52,1853.014197
253.221429,990,1854.268418
136.267878,970,1855.502216
-106.716555,186,1855.74197
-119.332387,63,1855.821284
240.277665,1114,1857.226266
252.747066,1000,1858.478417
253.439989,958,1859.683722
-119.730653,50,1859.747183
250.724614,1036,1861.061222
-9.000411,472,1861.643496
251.067139,1012,1865.119539
-113.551463,43,1865.172074
81.269135,757,1866.107463
246.944953,1048,1867.389405
247.697307,1043,1868.673589
246.72141,1051,1869.988117
-102.278359,148,1870.191674
16.093233,555,1870.89266
-122.455612,50,1870.95623
-124.11318,50,1871.020307
251.834308,1000,1872.280051
255.951658,965,1873.483386
255.166356,978,1874.700524
56.337887,680,1875.547549
-120.708885,150,1875.736579
-15.726188,442,1876.289129
243.634571,1066,1880.082389
-115.218409,51,1880.14659
-115.44143,45,1880.203455
3.833247,513,1880.842854
-119.854061,89,1880.952806
246.447155,1044,1882.250452
-112.77967,39,1882.300554
245.539012,1054,1883.614593
249.50092,1022,1884.899789
252.741215,992,1886.148266
255.404336,981,1887.375094
-124.204528,49,1887.437931
-136.849931,185,1887.671031
38.642306,626,1888.454987
250.968555,1008,1889.715493
12.693221,539,1890.389533
246.672392,1048,1891.721715
114.90086,854,1894.468979
-58.32187,298,1894.842157
248.008056,1041,1896.135374
254.868755,981,1897.362885
14.85756,598,1898.104597
-126.826883,50,1898.167117
-119.457849,50,1898.229978
-121.072435,50,1898.294143
-57.091334,364,1898.74762
-121.602175,49,1898.81042
-126.838409,185,1899.038649
-116.854543,67,1899.123856
-121.641836,52,1899.193418
246.884935,1045,1900.513749
120.835928,935,1901.684618
150.661458,951,1902.894493
-87.986543,178,1903.116577
80.32288,736,1904.031984
246.323314,1036,1905.314358
245.711388,1057,1906.628584
251.627309,1010,1909.958504
-122.202602,54,1910.028847
-114.925166,42,1910.081921
248.921408,1027,1911.377255
-114.277361,42,1911.42961
-110.245192,53,1911.497871
-6.79831,385,1911.978404
-119.885359,46,1912.035865
248.54202,1027,1913.331808
250.23643,1016,1914.617114
-118.283227,51,1914.680535
72.387578,780,1915.653533
63.642827,662,1916.480098
-123.778881,54,1916.548966
-116.106932,52,1916.613979
-114.080518,45,1916.671696
-124.275438,53,1916.740187
-121.229699,47,1916.79922
-119.018072,46,1916.859933
254.69576,997,1918.128255
-118.089153,46,1918.187547
-123.70811,53,1918.256506
55.04093,601,1919.005995
-121.229824,49,1919.069309
113.369019,897,1920.182702
-124.346475,51,1920.246322
241.248109,1101,1923.81235
252.053774,999,1925.058596
248.393362,1029,1926.347705
248.691395,1031,1927.652625
248.72109,1024,1929.024211
-116.876218,197,1929.271952
-38.239804,373,1929.746965
61.407039,749,1930.703117
-115.421069,43,1930.757944
251.258883,1013,1932.022243
103.662401,784,1933.007732
253.383238,994,1934.258663
246.37967,1050,1935.567758
248.095561,1028,1936.998186
257.437575,951,1938.292579
-114.788693,39,1938.342658
-12.498688,504,1938.991566
-64.639695,273,1939.336738
-6.97759,448,1939.901992
255.126917,974,1941.135144
46.317529,602,1941.896303
-115.90006,50,1941.958982
244.257345,1072,1943.327581
76.471236,817,1944.36567
-123.478112,52,1944.434458
249.488921,1019,1945.729255
-121.970345,58,1945.801624
256.82037,963,1947.023059
-115.024147,43,1947.078309
-56.238314,266,1947.416944
-121.002186,54,1947.484732
-126.03023,47,1947.547419
36.962687,700,1948.467231
0.185819,491,1949.088377
-128.351522,47,1950.617194
-83.000607,232,1950.90806
-120.937563,50,1950.969734
-127.983881,48,1951.029754
243.894113,1064,1952.381118
54.737548,645,1953.183728
255.721491,961,1954.394275
39.491261,626,1955.163453
252.358998,1007,1956.418679
247.58508,1046,1957.695524
256.794,947,1958.857316
34.908167,556,1959.534729
-118.04356,48,1959.593401
-124.861515,50,1959.65517
-126.640212,46,1959.714397
-20.415596,371,1960.166892
249.274843,1016,1961.423718
10.782706,596,1962.154594
251.860865,998,1965.180256
251.471942,1007,1966.437868
-43.765138,349,1966.877224
249.110501,1036,1968.182094
-87.99981,286,1968.540007
-84.659361,163,1968.754704
-122.339089,51,1968.819386
256.522986,965,1970.028329
260.984445,938,1971.202299
106.22397,879,1972.302072
-7.787057,476,1972.89212
-1.726349,483,1973.493558
245.400932,1060,1974.838881
-93.663138,229,1975.127248
-114.28694,52,1975.195183
-108.076422,40,1975.247383
248.992997,1025,1976.535884
84.819672,779,1979.539443
259.921059,937,1980.685099
252.495494,1003,1981.913418
-119.331141,52,1981.978616
254.225374,969,1983.163915
253.053428,998,1984.397682
254.705889,984,1985.625372
-117.354703,50,1985.687258
40.25304,599,1986.420552
78.71642,704,1987.282546
243.215719,1100,1988.678801
-83.803442,238,1988.974641
-121.896703,50,1989.038513
-66.931308,258,1989.364294
-121.805175,51,1989.428493
7.796118,460,1990.006007
-32.919,425,1990.535841
101.281842,860,1991.615765
246.273376,1057,1995.141851
23.458667,618,1995.900062
-120.931056,50,1995.962891
96.804383,846,1997.00704
251.405211,998,1998.267344
254.464893,977,1999.490318
253.139566,1007,2000.76252
-123.681409,48,2000.822267
252.316923,1003,2002.073055
253.545744,983,2003.343871
-72.567715,244,2003.655234
241.179652,1088,2005.002237
-21.953738,393,2005.489065
-27.506315,403,2006.000918
257.164377,965,2008.872306
-30.017456,286,2009.232502
18.022409,584,2009.977053
-123.372041,47,2010.035695
-123.811643,49,2010.102383
110.32335,909,2011.254483
253.259943,991,2012.511322
247.165952,1049,2013.83759
249.190894,1043,2015.181085
256.940926,961,2016.393867
-124.89213,53,2016.460752
-119.213947,49,2016.525403
-130.415722,48,2016.589092
-79.908048,194,2016.838453
124.188549,928,2018.031802
251.963456,1010,2019.316936
254.560941,984,2020.571602
-117.502783,45,2020.629808
243.570988,1073,2022.138199
245.770635,1049,2023.468151
257.47853,961,2024.690562
-124.099808,52,2024.756533
255.173537,970,2025.993731
-61.319554,361,2026.45431
30.110732,575,2027.192681
259.066408,929,2028.391193
-19.979286,468,2028.999038
-112.16895,150,2029.189581
254.545692,973,2030.423417
-24.587116,409,2030.946465
9.458213,495,2031.575539
62.107825,849,2032.665112
-126.087578,51,2032.731251
18.567329,654,2033.567106
66.842496,696,2036.8318
252.536117,997,2038.087314
253.36413,987,2039.322245
-120.538635,150,2039.50967
29.930933,618,2040.303069
-125.973271,48,2040.370903
250.075501,1018,2041.773798
49.524234,648,2042.617696
-3.112359,425,2043.159485
246.788455,1049,2044.493218
254.44042,970,2045.73198
-71.174325,221,2046.010075
248.077886,1021,2047.27964
-25.814454,446,2047.839991
15.912358,475,2048.435015
67.605133,639,2050.959741
-115.67092,45,2051.017307
256.491284,970,2052.237615
-126.645927,46,2052.297822
52.746768,731,2053.20922
253.281514,991,2054.44028
249.211649,1022,2055.727096
249.835438,1017,2057.009277
253.83074,987,2058.250039
-124.410627,47,2058.311988
261.164121,918,2059.576411
245.655774,993,2060.848669
-22.575997,402,2061.360183
122.020893,918,2062.501885
-94.180474,189,2062.753214
252.008609,1005,2065.55846
-127.429904,47,2065.618002
253.998687,999,2066.871744
-18.458951,420,2067.395837
261.926771,918,2068.547167
-62.415569,264,2068.880929
67.427394,737,2069.828465
7.514779,471,2070.425831
-52.829652,313,2070.834152
251.93888,1011,2072.117504
257.171527,946,2073.311749
20.270606,531,2073.978193
254.329501,993,2075.242454
-111.390337,213,2075.509454
-78.921195,214,2075.785238
-129.363876,52,2075.851784
75.927367,772,2076.836248
-116.886666,45,2076.893851
100.046313,737,2078.620321
-18.85493,486,2079.24369
135.962915,979,2080.49608
5.969364,424,2081.032545
51.231174,550,2081.721816
254.5347,987,2082.970933
-34.344841,416,2083.483258
263.525138,911,2084.622297
256.249991,964,2085.845593
-75.700366,315,2086.239353
256.424864,957,2087.44676
-90.40348,263,2087.799325
-64.23107,260,2088.12763
-117.884974,158,2088.324087
-42.683029,275,2088.680967
-58.120504,256,2089.004314
45.606638,572,2089.728406
-117.888539,159,2089.931129
-113.135579,72,2090.020902
-63.910042,248,2090.332521
45.417101,615,2093.420367
258.735216,945,2094.608862
77.667612,768,2095.573976
-94.509523,164,2095.781277
253.901936,984,2097.023904
-55.010521,488,2097.648814
254.113657,969,2098.875432
-50.788044,281,2099.230016
107.632376,801,2100.225793
258.065132,946,2101.408264
261.652817,923,2102.575899
256.84504,979,2103.801074
116.150944,867,2104.882013
255.93215,963,2107.951368
242.804256,1091,2109.327518
-105.943299,196,2109.574893
22.497923,616,2110.347343
247.430142,1054,2111.675885
-38.831498,428,2112.235464
-66.704192,208,2112.499224
2.339128,466,2113.08849
-112.951184,47,2113.149168
-5.906194,503,2113.803929
-9.637539,495,2114.489124
254.976297,975,2115.742722
-88.281961,184,2115.989255
252.139776,991,2117.262474
250.30965,1014,2118.533333
254.237137,978,2119.781091
252.475424,986,2123.3571
4.605789,463,2123.939987
247.689498,1041,2125.250164
-43.825063,345,2125.684762
98.867572,834,2126.734155
-21.041348,404,2127.251779
70.533197,688,2128.124146
-120.758908,48,2128.185128
-26.732847,461,2128.768866
252.269695,1002,2130.04028
246.043224,1058,2131.370375
67.289577,715,2132.269402
245.074338,1056,2133.595348
253.292511,994,2134.844781
251.510456,1005,2138.356905
257.587461,947,2139.540146
254.694454,981,2140.762321
-15.496522,399,2141.275004
78.505115,769,2142.268087
75.933269,607,2143.021559
-38.44093,379,2143.494922
255.395677,975,2144.858173
251.752025,960,2146.086089
73.687416,745,2147.018946
256.765124,955,2148.2211
86.206299,868,2149.329074
250.16965,1014,2151.851532
89.052617,726,2152.753083
127.36967,909,2153.880855
-45.487556,284,2154.236132
75.626422,616,2155.003168
-51.821587,305,2155.382298
-102.34049,196,2155.628876
64.537715,717,2156.538433
-44.459495,270,2156.87788
250.684623,1000,2158.141747
255.110012,989,2159.38091
71.387036,685,2160.233456
262.028709,904,2161.380054
-18.450454,537,2162.05414
-3.659969,423,2162.580192
-53.933622,328,2162.991657
6.591374,464,2163.575929
262.148571,919,2165.67941
-101.656783,154,2165.871189
75.887042,689,2166.768491
-23.200019,361,2167.222637
-126.238168,46,2167.283637
51.354375,649,2168.094679
246.288171,1042,2169.425205
249.493127,1016,2170.701013
-10.64254,422,2171.229176
-26.662688,328,2171.653188
8.060747,539,2172.329999
249.1017,995,2173.57786
-12.226928,387,2174.062566
252.906415,1004,2175.33231
-126.642668,53,2175.401164
-56.484107,263,2175.724967
45.558739,720,2176.634285
73.606425,865,2177.724968
81.000662,731,2180.163755
-122.372656,48,2180.226577
260.010063,939,2181.395684
-70.871501,267,2181.726273
-121.506103,55,2181.79518
142.986663,911,2182.936293
11.935009,466,2183.526633
252.528553,1002,2184.767883
256.096651,974,2185.985462
246.936069,1021,2187.257363
246.287146,1050,2188.56162
258.26493,943,2189.754919
80.646276,747,2190.681724
36.813386,580,2191.404331
-67.835776,237,2191.699495
-124.616767,48,2191.761269
256.737722,960,2193.882388
21.426441,552,2194.564376
9.246093,597,2195.325366
-69.790343,223,2195.601303
57.475613,676,2196.443811
-62.767692,259,2196.774724
259.279481,913,2197.909144
-97.997239,123,2198.063855
-65.979739,291,2198.42562
-70.647363,235,2198.718776
251.021579,1015,2199.97673
262.180957,906,2201.109742
-10.52243,461,2201.700334
251.406123,1011,2202.98079
74.132156,678,2203.836249
250.473559,1008,2205.116616
130.881769,966,2208.619109
258.186117,945,2209.810704
-116.083099,79,2209.912704
256.551778,962,2211.130454
-51.972338,280,2211.487158
255.106204,980,2212.723967
259.263411,925,2213.878434
-57.765229,290,2214.242415
52.349297,636,2215.039918
266.309224,866,2216.14203
0.445627,442,2216.71855
-11.43793,388,2217.20476
253.270635,999,2218.463491
-105.063582,100,2218.591342
-97.904966,163,2218.800587
14.039574,515,2219.46889
259.213969,929,2222.793139
-3.063831,427,2223.328561
-83.358605,157,2223.5267
257.435036,950,2224.742178
-33.50702,435,2225.287049
-30.53549,317,2225.684825
250.365792,1016,2226.971595
83.930082,741,2227.906282
-26.195313,460,2228.486608
103.28078,823,2229.530151
27.071097,553,2230.244147
-124.237133,47,2230.3058
-126.624441,122,2230.458737
-100.759466,179,2230.68858
-50.76216,306,2231.084677
53.561713,594,2231.834676
-74.712154,190,2232.074143
-110.950427,133,2232.241148
-94.696052,190,2232.47681
248.380081,1016,2233.750542
-71.380582,284,2234.107226
252.938361,984,2236.584332
28.369886,587,2237.325215
261.349115,917,2238.484935
15.761443,475,2239.09016
259.845655,917,2240.2539
-10.704532,505,2240.903375
-76.405614,216,2241.177294
-55.97953,348,2241.619711
84.107963,744,2242.561421
-107.861083,129,2242.730261
30.817186,552,2243.429729
-67.376587,221,2243.712137
138.098687,933,2244.904192
-12.175596,426,2245.440731
-74.453393,265,2245.775094
-26.094202,328,2246.190545
52.391288,612,2246.962732
-121.544385,54,2247.037215
-9.810016,561,2247.819893
103.575926,892,2249.003757
8.817327,643,2251.206777
61.925829,658,2252.030476
-125.207541,50,2252.09447
-91.875374,185,2252.326203
260.06395,931,2253.522862
-118.891475,54,2253.592379
257.003537,954,2254.78601
-1.183635,437,2255.332298
-63.51023,300,2255.715628
-36.231633,393,2256.219056
258.772582,941,2257.407339
259.141085,929,2258.57855
255.188409,965,2259.797079
2.653505,529,2260.459237
43.732787,543,2261.137322
-50.500715,266,2261.480229
99.486957,960,2262.679802
-121.302113,46,2262.740648
259.953994,927,2265.00632
-9.371291,465,2265.610966
-104.610551,115,2265.756312
82.440789,741,2266.692299
258.184451,935,2267.872928
-104.191295,170,2268.088809
39.704456,723,2269.017561
57.709823,642,2269.818058
-125.537342,49,2269.880625
16.319694,567,2270.588243
102.987276,940,2271.765095
-119.790174,47,2271.828403
130.948045,917,2272.994923
-48.744544,292,2273.363699
110.366232,847,2274.434618
-120.27327,49,2274.498684
-73.779929,282,2274.852366
-21.108483,475,2275.447066
-120.566371,44,2275.504484
-113.946429,46,2275.562262
118.01818,932,2276.729365
-123.431988,52,2276.793518
6.963043,501,2279.144291
-61.188468,292,2279.511122
258.373167,941,2280.731695
-116.809248,50,2280.79999
259.001284,935,2282.01659
249.386696,1030,2283.341511
94.099664,872,2284.427269
253.163298,983,2285.6615
254.030436,976,2286.899321
-103.471109,265,2287.234364
254.628135,964,2288.414119
-110.480717,86,2288.520058
-118.929698,50,2288.583136
-118.774952,53,2288.651086
-37.084058,482,2289.240118
-127.78382,51,2289.30517
16.905809,522,2289.96884
42.242454,634,2290.761873
-94.989253,242,2291.06728
-117.998433,46,2291.125626
256.297983,966,2294.528832
256.328221,960,2295.741633
-100.044075,166,2295.953561
-47.371091,344,2296.387677
-126.78623,47,2296.449461
-118.880304,120,2296.609468
-117.874913,51,2296.679004
44.251576,594,2297.43942
-93.622881,191,2297.682125
253.724178,972,2298.918277
250.319547,1017,2300.221926
254.260622,974,2301.455556
-116.099456,41,2301.509986
257.312018,963,2302.737136
121.839704,920,2303.89773
254.24526,984,2305.152084
118.837038,939,2308.16086
-126.296028,48,2308.219321
-127.130796,48,2308.280838
250.40393,1003,2309.509957
253.330716,984,2310.733657
257.510438,953,2311.948631
-120.700674,48,2312.009522
36.056776,542,2312.683784
-123.435345,49,2312.747364
-137.227579,150,2312.933365
-124.258504,54,2313.004224
22.348287,561,2313.717145
-126.819292,47,2313.775596
257.527937,967,2314.975165
-62.702659,271,2315.314735
10.944223,481,2315.940755
257.363843,966,2317.158501
259.041244,937,2318.336566
28.137442,564,2319.039883
262.75373,909,2320.186542
-125.993779,47,2320.248907
-53.203019,316,2322.985344
254.741074,989,2324.214395
261.807541,911,2325.343096
250.30956,1028,2326.626415
-47.272416,287,2326.985634
90.954258,937,2328.172741
81.116328,799,2329.164165
254.661375,974,2330.385391
-25.307583,588,2331.127565
-22.020367,443,2331.70716
-43.094327,275,2332.0517
-118.967198,49,2332.114183
59.070564,659,2332.943173
254.935152,979,2334.170667
257.591306,949,2335.368113
23.589423,519,2337.527709
255.288277,973,2338.766066
81.599312,737,2339.690721
1.362727,506,2340.325953
-49.550149,268,2340.673512
73.866405,895,2341.805511
26.623904,575,2342.526819
-28.838759,389,2343.029121
-112.894647,163,2343.232162
-53.25875,328,2343.646683
255.661606,965,2344.87109
251.662907,1003,2346.120665
-64.12275,201,2346.373458
-115.746165,108,2346.52441
13.27332,551,2347.212264
-43.409494,298,2347.586477
-6.795513,466,2348.167425
253.239023,997,2349.42494
-123.463222,49,2349.48562
51.190794,675,2352.475486
-7.754065,399,2352.973103
-92.386829,144,2353.169004
42.040899,597,2353.913998
247.246784,1050,2355.214162
-17.780253,445,2355.770838
-36.334633,342,2356.199406
12.95762,513,2356.865366
-78.866914,195,2357.107961
-105.661233,140,2357.283514
3.170694,437,2357.827914
251.222817,1013,2359.185047
257.393215,946,2360.45284
-31.85937,375,2360.961351
-17.068718,422,2361.529627
253.779967,982,2362.75462
-128.156711,51,2362.820343
251.625482,1002,2364.076328
28.476821,670,2366.772715
54.114049,655,2367.607608
-37.871925,372,2368.070638
-70.229225,262,2368.401712
-32.988533,315,2368.795696
113.196174,879,2369.896937
128.964442,923,2371.049173
252.18977,992,2372.301663
258.028024,957,2373.514146
46.102473,798,2374.516807
253.176017,1001,2375.785819
-63.831035,283,2376.13858
53.594553,718,2377.042654
97.258956,963,2378.283502
-127.210645,50,2378.350276
-125.049798,48,2378.411658
-82.810818,214,2378.685278
17.492174,585,2381.071712
-124.483659,48,2381.133794
-8.478267,461,2381.720297
-114.609317,48,2381.779536
-52.426027,547,2382.445584
-85.050662,207,2382.69949
253.09691,987,2383.915863
95.025222,859,2384.987894
-104.675368,217,2385.261853
-10.87646,495,2385.887005
250.153055,1021,2387.170236
151.784719,897,2388.310169
-0.256924,552,2389.011986
-106.327172,83,2389.116105
-86.501492,203,2389.37622
-37.817532,361,2389.828336
-68.664925,257,2390.150775
9.491749,578,2390.869982
124.468691,919,2392.027632
-56.221087,347,2392.461539
-124.00987,55,2392.532759
134.554339,1072,2395.09528
89.835176,766,2396.056645
252.700287,989,2397.310204
-115.264921,86,2397.418018
249.136144,1023,2398.713693
50.700976,667,2399.572793
9.842111,491,2400.197904
-34.5969,330,2400.627193
251.382576,1005,2401.914502
-83.039535,175,2402.13864
-62.91419,304,2402.522931
254.68887,988,2403.765467
-51.006963,312,2404.171846
256.035101,960,2405.406034
-105.036876,165,2405.613724
-29.305444,455,2406.183059
37.211163,674,2407.040461
-25.339924,321,2409.41916
131.311026,856,2410.507538
260.55128,927,2411.683409
-40.696145,326,2412.093291
251.215696,988,2413.3541
-31.642492,347,2413.817119
257.103059,961,2415.107213
43.721626,707,2416.017031
252.73208,988,2417.275093
-59.134143,327,2417.687249
-59.146342,340,2418.108637
256.855711,957,2419.322307
250.174626,1021,2420.607601
-32.570607,445,2421.184577
56.873247,650,2423.548769
257.583257,958,2424.79871
257.513485,966,2426.023684
86.089363,709,2426.922369
