#{"t_start": 1760833005.378652, "env_id": "BipedalWalker-v3"}
r,l,t
25.253108,420,2843.3871
274.991541,787,2843.841643
107.351236,657,2844.205458
42.83004,533,2844.497524
58.06326,544,2844.798568
-55.343661,206,2858.218979
270.59735,802,2858.682355
31.363934,469,2858.938388
123.808635,718,2859.325036
-32.969573,266,2859.46884
-99.221594,133,2873.334371
-99.873104,138,2873.41491
-95.721707,133,2873.489988
-64.834007,223,2873.620653
-98.916815,120,2873.701528
-99.471661,132,2888.219981
-99.9174,120,2888.289513
-101.393798,138,2888.367164
-77.343765,180,2888.471763
-6.011054,413,2888.732
-83.062442,166,2902.278954
-84.882005,156,2902.363424
-82.074391,166,2902.454154
30.222857,447,2902.705667
-78.017173,231,2902.853409
268.551792,840,2916.680722
54.424758,601,2917.022496
-9.892824,352,2917.219312
42.587933,508,2917.510128
-25.234654,325,2917.688265
-28.055878,330,2931.049688
-61.699609,194,2931.157095
6.768552,432,2931.425352
125.097257,686,2931.832675
143.488887,799,2932.266129
14.541505,410,2945.561738
-73.351808,192,2945.666493
-34.251846,311,2945.836811
-31.030524,279,2946.007077
2.294849,430,2946.23705
95.445418,637,2960.035737
-47.07606,264,2960.223364
37.917099,481,2960.498679
62.474253,630,2960.911297
270.036629,833,2961.426391
270.826392,815,2975.544738
-9.678738,385,2975.766136
-32.936191,282,2975.919535
272.466641,811,2976.368038
267.355723,854,2976.827591
105.126125,678,2990.686462
133.37116,718,2991.090962
269.038052,843,2991.575234
267.455498,862,2992.045729
-24.706576,372,2992.248449
52.25036,553,3006.078464
-38.107303,307,3006.261355
268.025846,858,3006.735713
32.6781,529,3007.02954
-36.651283,301,3007.22193
270.761557,822,3021.154159
38.363278,518,3021.45596
-13.644568,383,3021.667633
-30.642216,297,3021.835053
110.116815,826,3022.320792
-73.520559,200,3036.067116
-72.041699,209,3036.195755
51.78405,541,3036.559018
-36.733298,253,3036.705678
-47.00633,236,3036.836859
273.838658,794,3051.190248
-37.183588,253,3051.361719
84.129456,690,3051.74799
-23.214948,348,3051.943772
-49.73737,249,3052.085199
-62.170686,222,3066.112799
126.032323,713,3066.50918
3.754756,419,3066.743579
23.396208,441,3066.99154
93.231795,610,3067.328293
-65.929732,210,3081.143681
-20.407593,324,3081.322007
-42.919378,273,3081.479795
-47.400206,212,3081.601748
54.009052,524,3081.925931
271.877244,820,3095.805038
-2.816034,371,3096.034757
-50.33128,248,3096.172731
93.063424,614,3096.509057
-38.858083,269,3096.659346
-69.020605,233,3110.520089
-95.253947,181,3110.621479
-78.378056,239,3110.762153
38.054826,499,3111.06454
111.463976,676,3111.454106
0.85175,375,3125.510169
66.504565,550,3125.827665
123.266908,755,3126.2647
88.3462,660,3126.63555
-12.428967,351,3126.829533
57.349523,567,3140.828982
-87.743445,167,3140.931092
-22.262097,321,3141.123698
-66.701421,199,3141.235367
26.087392,444,3141.477888
-69.683075,166,3155.269454
54.384165,516,3155.554897
51.001712,489,3155.837555
32.773519,444,3156.083556
50.127242,540,3156.381537
-71.240886,216,3169.706575
-76.278365,173,3169.807049
-106.348203,106,3169.86678
52.082232,581,3170.211735
-58.497925,206,3170.324336
-22.975896,326,3183.980289
-56.48174,222,3184.13061
100.414751,629,3184.506317
135.097429,743,3184.90793
-95.054568,122,3184.974862
106.650341,684,3199.073487
272.258538,819,3199.560575
73.985593,570,3199.887394
-53.821834,219,3200.013637
37.292921,503,3200.30445
-105.575439,152,3214.075511
-30.931323,318,3214.247796
-102.452293,173,3214.342674
-101.512061,107,3214.407006
136.659148,787,3214.870578
-18.774503,321,3228.380605
-116.398466,41,3228.404808
1.86046,372,3228.61349
271.118644,825,3229.079339
-48.80029,208,3229.195283
-41.60543,331,3243.234022
3.65719,423,3243.470609
-30.495254,275,3243.64072
83.107993,668,3244.022952
-40.021716,236,3244.153551
-104.237827,109,3257.607798
-106.388423,113,3257.672256
1.103577,401,3257.895072
-22.485183,427,3258.141804
-69.690388,190,3258.249966
-8.122993,329,3272.188414
-96.374319,146,3272.281718
89.66247,638,3272.673623
-90.081332,166,3272.7696
-96.490084,145,3272.852284
-61.880303,219,3286.507242
-57.961133,235,3286.642251
-69.214853,207,3286.769054
-59.653432,216,3286.909419
-16.866561,295,3287.074302
148.518246,765,3301.171549
-32.66558,264,3301.348078
-26.014982,318,3301.528036
-50.638138,211,3301.649944
-50.858589,248,3301.788814
-105.900926,112,3315.454559
-105.696459,112,3315.518954
-16.016518,315,3315.693016
-103.220659,108,3315.757904
-69.741403,156,3315.855473
-76.268984,160,3329.713172
60.869916,549,3330.03233
-39.243667,258,3330.187323
-59.093822,234,3330.324977
271.682005,829,3330.780808
-6.679646,371,3344.438442
-101.14874,130,3344.518325
-74.914525,197,3344.633378
-91.171919,229,3344.773397
-105.051563,149,3344.854042
-89.834316,146,3358.377004
-7.495951,401,3358.596371
-8.274565,509,3358.900779
-28.53569,306,3359.074793
-40.282553,248,3359.215952
-79.613291,173,3372.652322
-70.939533,230,3372.781323
-109.772133,114,3372.845318
-108.514113,107,3372.906022
-111.230254,114,3372.972464
-50.664824,252,3386.747028
-87.531567,161,3386.839197
-88.244968,159,3386.931298
34.600647,456,3387.195251
97.868048,725,3387.605587
-84.689083,180,3401.201416
-55.457937,231,3401.328986
-59.993852,251,3401.464918
-45.977558,300,3401.655528
121.875968,741,3402.068265
-53.215428,228,3415.794928
30.154173,526,3416.092937
-57.292008,219,3416.240881
-92.109986,151,3416.324486
-18.173287,391,3416.536004
-21.579745,368,3430.353136
-37.080085,366,3430.556377
-35.562297,257,3430.696392
-47.895354,253,3430.832661
-26.939614,345,3431.020295
53.543695,634,3444.769743
-18.470408,375,3444.989482
-35.555655,311,3445.176805
52.800187,544,3445.478242
21.72604,422,3445.714101
-102.545386,130,3458.998528
-76.744943,225,3459.123403
-94.335425,156,3459.210645
-97.834215,169,3459.318304
-91.659079,151,3459.407519
-59.860221,215,3473.054281
-10.487845,360,3473.253076
-97.867455,142,3473.333124
-47.90692,237,3473.497199
-104.38838,144,3473.582421
24.781129,487,3487.397259
75.944795,654,3487.806914
-63.025062,249,3487.962346
-48.53836,226,3488.103957
107.980892,715,3488.531706
-57.267773,328,3502.475594
49.62757,534,3502.778471
-108.434792,111,3502.854003
-111.728652,130,3502.925704
-110.341581,105,3502.983174
-91.323338,166,3516.587361
-51.289577,265,3516.733538
-80.057884,197,3516.841367
28.872569,501,3517.141524
-56.431898,242,3517.274046
3.119496,388,3531.452232
-21.109792,311,3531.644184
-49.63247,231,3531.802026
-59.221484,222,3531.92931
-59.130117,246,3532.065423
-63.836013,187,3545.933894
-84.316853,145,3546.015806
-33.362782,285,3546.1766
47.848645,499,3546.480494
-41.618133,293,3546.674408
-76.25234,151,3560.424792
-23.780793,307,3560.601772
-53.208056,237,3560.731405
-53.847264,236,3560.865715
-2.204019,467,3561.119937
-72.742816,192,3574.933526
-54.60375,273,3575.083774
-86.154529,175,3575.184714
-87.978947,143,3575.271751
-76.969062,174,3575.372931
-96.577541,136,3588.789612
-99.625357,147,3588.872692
-92.369211,158,3588.961881
-46.11754,323,3589.14227
-95.403896,160,3589.247417
-86.497343,168,3602.82016
-54.341296,243,3602.952226
133.562939,795,3603.413244
-6.687831,418,3603.649256
-71.432091,207,3603.763805
-50.618488,276,3617.516872
134.39812,706,3617.94348
-34.287605,290,3618.104096
-64.927782,204,3618.215858
18.732865,434,3618.457546
-61.802009,240,3632.03783
-47.674691,219,3632.159945
47.597159,498,3632.484861
-25.677604,282,3632.661312
-39.14435,321,3632.839337
22.653233,481,3646.572537
65.717456,654,3646.946392
-46.645749,253,3647.090271
-59.650011,208,3647.207935
-29.17032,326,3647.393895
-61.348359,208,3660.827003
-65.103622,212,3660.946464
-54.162638,201,3661.060993
11.392423,521,3661.344102
270.061703,821,3661.801152
-99.288859,155,3675.551994
-98.906619,149,3675.634245
263.441872,889,3676.130949
-97.147953,154,3676.221474
-85.412323,192,3676.32654
-57.698552,246,3690.049083
272.928943,807,3690.524832
21.170342,441,3690.771443
43.338077,518,3691.057431
-93.671649,153,3691.141011
-22.593528,352,3705.677951
-79.285833,178,3705.777668
-32.024536,279,3705.94535
-76.616936,179,3706.045217
-36.72852,275,3706.207044
-49.738535,251,3719.786603
-88.82977,158,3719.8746
-71.56306,232,3720.004119
-101.175188,118,3720.077147
-56.124796,252,3720.224038
-44.506069,291,3734.038853
-11.206931,350,3734.229751
-111.888116,176,3734.330878
153.578208,757,3734.767424
-83.146856,226,3734.890424
51.456245,577,3748.460885
-50.183333,264,3748.605626
-50.564039,237,3748.736817
101.891565,715,3749.133402
267.382848,858,3749.606764
97.993438,695,3763.55074
-95.955359,177,3763.688995
108.287551,738,3764.118864
-90.41037,162,3764.208579
77.447266,607,3764.542284
-83.278539,157,3777.944928
-60.806275,192,3778.053865
-83.99283,149,3778.13702
-55.369548,250,3778.275974
-80.394156,173,3778.37184
-23.857466,290,3791.999824
-80.236202,247,3792.142011
44.078656,509,3792.427921
-85.972488,201,3792.539536
-87.957589,180,3792.644829
-87.953343,167,3806.089053
-99.748063,153,3806.1729
-91.678154,234,3806.300686
72.859512,569,3806.607067
32.719253,506,3806.905077
-13.186291,376,3820.604162
-42.149304,306,3820.771173
-30.487001,320,3820.94538
-16.180042,312,3821.114686
54.752655,523,3821.416049
-20.315045,358,3834.937703
28.816836,465,3835.19859
-61.166854,240,3835.354695
-94.170404,145,3835.437585
-75.780756,216,3835.553983
-73.789645,184,3849.282859
97.647493,763,3849.702299
-22.457314,320,3849.878106
-60.012769,304,3850.048156
-10.915212,359,3850.246068
-94.756977,140,3864.458359
-49.201745,241,3864.584934
-38.951722,267,3864.725184
98.681909,699,3865.105962
0.02965,416,3865.322897
-79.822816,187,3878.126739
-89.24212,163,3878.214758
-43.093592,293,3878.369137
-59.077611,202,3878.477989
-66.385053,208,3878.604285
-64.67482,179,3891.501074
-77.155535,207,3891.615166
-74.381276,209,3891.726463
-49.781098,234,3891.863587
-62.364722,211,3892.007341
5.165345,398,3905.405884
-85.356894,192,3905.511991
-14.710249,363,3905.744871
-11.877354,397,3905.974143
-65.657338,207,3906.095105
-53.690801,240,3919.383118
-50.063236,334,3919.563323
28.472869,466,3919.820681
-55.327047,228,3919.944052
-67.798845,203,3920.053936
-102.836504,131,3933.234128
-54.205828,210,3933.345931
-46.135906,245,3933.475975
-64.472706,221,3933.5962
-55.781693,218,3933.729182
-98.098809,131,3946.681971
-78.223167,224,3946.803131
-84.844177,165,3946.892568
-56.176916,198,3947.000666
-18.949656,371,3947.226926
258.538736,893,3960.389375
46.772006,544,3960.689041
271.621669,817,3961.13522
130.862057,736,3961.523137
-83.955786,181,3961.620968
-66.727981,186,3974.764063
57.384943,576,3975.070687
-59.701948,204,3975.195693
-63.893707,187,3975.298867
-55.922116,199,3975.408158
-23.05156,298,3988.8341
-38.790716,241,3988.967319
-29.582865,271,3989.117936
70.564667,607,3989.461715
-77.110025,155,3989.546187
-77.786363,220,4003.174636
-57.258101,261,4003.326894
-6.003846,358,4003.555051
35.507853,487,4003.826576
-66.064747,185,4003.929701
-66.977476,186,4017.394526
-14.930865,329,4017.580057
-63.98865,192,4017.700015
5.619765,414,4017.958899
-61.328424,206,4018.074212
-103.854944,186,4031.691276
-84.729608,232,4031.81793
-46.558594,367,4032.024759
-104.34674,138,4032.120963
-38.776109,319,4032.322551
-47.909519,251,4046.068348
-68.260805,187,4046.175024
-68.380273,179,4046.278152
-26.13389,326,4046.473297
-79.057773,192,4046.586836
269.30952,835,4060.996001
49.672112,634,4061.359599
-45.404364,224,4061.490316
-50.155843,269,4061.642263
105.72087,651,4062.007653
40.056388,584,4076.339428
32.596795,602,4076.69203
68.045951,624,4077.029037
-18.697078,332,4077.207628
-60.52293,214,4077.322915
89.785672,649,4090.984354
39.33343,499,4091.282211
-63.374326,247,4091.419799
-66.599037,190,4091.52288
-71.380569,177,4091.621214
-58.552199,249,4105.449493
-67.739606,197,4105.561758
1.307466,358,4105.781181
61.789581,609,4106.135609
-71.836271,188,4106.241685
69.132667,572,4120.299195
264.527459,882,4120.820083
-65.056506,213,4120.940323
-33.890089,276,4121.096295
-33.697366,271,4121.253055
-71.010963,202,4135.395786
-35.870022,294,4135.572741
-8.959187,370,4135.804621
-6.330332,350,4136.008592
59.954348,608,4136.362161
-11.112452,440,4150.58736
266.524013,857,4151.088456
77.523286,630,4151.446777
78.00073,647,4151.815648
-55.006303,236,4151.951418
-27.153403,341,4166.381193
-48.866112,259,4166.537143
-60.489573,265,4166.707626
-89.652629,151,4166.792357
-67.435782,258,4166.939246
-31.638675,291,4181.226506
-90.105975,149,4181.307793
-50.218507,260,4181.480167
-68.112681,230,4181.613034
-103.751212,170,4181.709731
12.877945,454,4195.288119
-17.059438,324,4195.475101
-34.828734,301,4195.678496
-10.941278,377,4195.893747
-20.404129,366,4196.091818
-70.019619,212,4209.432999
-55.156342,258,4209.571692
19.096134,491,4209.843229
-47.207264,274,4209.994205
-19.810608,321,4210.172705
20.795744,420,4223.750146
-30.440569,289,4223.907644
-80.726448,186,4224.015739
-59.076184,262,4224.161508
51.97856,552,4224.463506
43054
-104.733207,44,1252.000409
-3.191373,805,1253.010527
-65.206187,406,1253.529631
-46.251644,561,1254.247936
-112.403619,63,1254.3283
-36.907392,609,1255.092799
39.030152,1064,1256.427598
214.745441,1394,1258.168745
-71.114705,303,1259.448796
215.321857,1384,1261.177269
-38.621401,458,1261.752356
38.788169,949,1262.936743
-54.153633,560,1263.637679
-118.99641,62,1263.717772
-0.093967,1071,1265.054061
208.940451,1460,1266.860752
-118.42983,68,1266.950526
205.184143,1492,1268.837509
209.039589,1454,1270.667593
-98.485424,261,1270.995867
-91.835956,252,1271.322848
31.190294,1182,1273.029027
-62.815312,501,1273.651348
-50.973249,533,1274.316014
87.207076,1349,1275.991994
208.197365,1461,1277.823785
49.696665,1168,1279.283099
203.93131,1506,1281.156878
17.886211,1031,1282.453334
11.909641,891,1283.563602
-111.537439,125,1283.720276
-35.442988,564,1284.421045
215.214316,1399,1287.548421
81.13218,1434,1289.334229
206.556886,1482,1291.194703
210.260868,1447,1292.999458
215.241901,1394,1294.750927
218.442627,1364,1296.457846
-60.625034,326,1296.866559
-119.819437,85,1296.973947
-114.646252,88,1297.082951
-110.642907,65,1297.165068
69.431789,1157,1298.836711
-12.970247,834,1299.886568
-13.880523,780,1300.87611
85.816886,1374,1302.598795
46.765554,1040,1303.895987
10.57166,791,1304.886359
-114.432965,64,1304.964701
-108.475435,81,1305.0716
-92.801038,214,1305.347769
38.969589,995,1306.594564
212.236226,1420,1308.393456
-122.036268,77,1308.492172
-10.002323,778,1309.463036
-118.308273,64,1309.546077
211.545974,1430,1311.328679
215.149641,1387,1313.23372
220.158089,1345,1314.905171
-122.046219,94,1315.020039
3.535134,702,1315.903938
73.077544,1291,1317.589702
224.786407,1305,1319.298931
-62.543587,507,1319.944842
-102.518345,356,1320.385845
-122.046817,73,1320.477404
-123.069595,110,1320.614332
209.212826,1457,1322.414964
200.758196,1533,1324.475487
-25.950022,757,1325.425378
12.433306,906,1326.553491
-105.931042,48,1326.613977
218.108083,1358,1328.296754
-114.49897,56,1328.366081
-45.470881,496,1328.981068
95.895752,1285,1330.606219
9.770134,928,1331.753886
-38.857833,517,1332.392664
-58.314584,453,1332.956046
212.513637,1427,1334.72365
50.129175,1149,1336.150342
-34.255804,809,1337.311457
-87.61485,217,1337.580991
213.378112,1402,1339.313293
-15.412136,639,1340.103426
-41.626035,388,1340.581561
-72.785637,392,1341.067049
225.057679,1303,1342.695158
-90.401394,476,1343.288101
-69.043602,284,1343.644897
-119.974943,91,1343.758599
-14.07465,558,1344.473393
52.511291,1011,1345.72333
-115.952319,62,1345.803593
-110.614259,57,1345.874578
-24.927549,669,1346.701174
-126.171695,96,1346.819085
-121.493078,96,1346.938411
-50.552256,454,1347.509651
-78.593231,287,1347.864839
-22.189634,588,1348.591491
-81.269709,689,1349.624943
-90.101519,208,1349.882486
19.550943,1045,1351.168381
-106.540322,115,1351.310757
211.951334,1412,1353.061403
-110.894226,63,1353.140587
-127.799627,145,1353.320942
59.893003,958,1354.502675
-112.385717,47,1354.561063
-88.396494,268,1354.89479
209.813111,1406,1356.661165
-21.487849,840,1357.70979
63.240827,1191,1359.214305
209.525261,1445,1361.013011
213.351937,1400,1362.937116
-79.80925,285,1363.291014
202.714842,1507,1365.15687
-86.865586,248,1365.47401
216.460504,1387,1367.189458
-115.964325,85,1367.296082
-118.582723,65,1367.377703
-116.352707,68,1367.461241
-112.468881,56,1367.534061
218.474654,1354,1369.233458
-108.991204,68,1369.317883
-110.325797,46,1369.374253
3.740633,692,1370.216946
214.349844,1394,1371.948112
-32.995205,631,1372.736838
-111.138068,42,1372.790521
228.374968,1260,1374.34779
-68.528616,387,1374.994707
-115.734139,87,1375.104275
-105.419585,62,1375.180603
-98.449806,157,1375.374923
228.990608,1266,1376.946488
47.357585,1220,1378.483751
219.832961,1348,1380.168841
-118.834419,109,1380.305931
-42.663456,492,1380.919671
-49.520764,516,1381.555478
-78.360542,357,1381.997446
-63.570652,386,1382.479503
-85.086791,361,1382.934229
-77.633707,389,1383.429221
-121.115996,80,1383.530937
60.191942,1326,1385.189485
-5.639108,680,1386.029131
225.17862,1270,1387.773026
2.242118,961,1388.976988
222.633318,1315,1390.622318
-126.408224,214,1390.886774
-113.222454,55,1390.956301
7.568161,823,1391.989546
-58.554491,487,1392.600306
-81.887898,364,1393.09076
-118.763177,66,1393.176839
-110.924159,107,1393.310593
-115.148013,55,1393.381627
-115.925512,61,1393.457334
103.267022,1293,1395.094376
-118.289589,75,1395.189723
220.379226,1336,1396.871832
-63.008827,381,1397.350087
-85.728624,173,1397.571489
-116.813854,77,1397.668533
-80.734157,279,1398.024626
-106.771368,80,1398.128911
-3.227334,715,1399.048106
-55.729032,363,1399.512913
-106.46994,67,1399.599234
-76.86794,446,1400.344292
-105.246101,376,1400.830135
-81.943124,494,1401.459901
-115.675052,74,1401.556445
-61.495121,476,1402.150972
-60.202458,320,1402.552471
-37.468384,470,1403.142742
-111.299851,80,1403.245575
66.973215,1176,1404.723703
-83.037788,241,1405.038106
-4.573191,541,1405.715939
-31.938402,525,1406.375955
75.969565,1307,1408.017354
-90.233656,570,1408.728173
-102.100416,176,1408.951952
-26.164419,593,1409.695144
-130.325817,116,1409.841187
-113.512336,54,1409.912243
55.915333,1023,1411.203389
-77.915375,308,1411.598678
-119.46179,101,1411.724824
-102.664948,115,1411.88073
218.440815,1357,1413.781063
-43.285868,429,1414.319028
227.324073,1277,1415.915754
107.820386,1184,1417.402441
-11.306278,755,1418.36684
-106.491163,69,1418.454093
-80.388121,247,1418.764501
13.320314,715,1419.661937
223.938465,1303,1421.434624
-105.078089,43,1421.489387
-112.612508,58,1421.567794
35.505851,1000,1422.829922
-108.250072,40,1422.882223
217.408134,1371,1424.587515
-26.535601,523,1425.252653
26.309595,876,1426.491727
-111.132171,89,1426.605952
-35.537371,547,1427.285517
8.874865,715,1428.191517
61.758115,1067,1429.513677
219.71791,1344,1431.194714
-88.637835,233,1431.487885
230.35271,1247,1433.055364
-107.352022,164,1433.260647
20.387994,720,1434.156615
219.572531,1300,1435.7755
211.470958,1396,1437.510184
0.193542,780,1438.654182
-111.685414,72,1438.745976
-142.239187,226,1439.035441
228.433935,1265,1440.631524
-104.726832,51,1440.696733
-37.306403,491,1441.307855
-13.25045,678,1442.149192
223.279706,1307,1443.780935
225.080449,1296,1445.393806
217.978296,1366,1447.11767
222.34549,1315,1448.754825
92.334716,1235,1450.290737
229.927739,1249,1452.041326
47.194685,1107,1453.431167
-99.80772,192,1453.671509
224.604418,1289,1455.268188
-112.255255,87,1455.375013
-21.525827,566,1456.075968
228.914346,1252,1457.63767
231.112659,1238,1459.278365
-85.443073,227,1459.593934
214.779238,1397,1461.379722
109.425019,1281,1462.96258
-40.08549,505,1463.590874
-115.800182,54,1463.658317
-121.123806,81,1463.762013
30.241928,887,1467.055602
-106.506129,332,1467.465651
-110.867877,41,1467.519967
-17.705309,659,1468.332537
-120.71368,63,1468.413439
-119.327339,56,1468.484575
-121.476423,95,1468.60495
-60.535164,377,1469.072858
228.253283,1273,1470.642183
229.309734,1257,1472.208514
-58.285753,395,1472.712494
-21.098,523,1473.357977
-109.374211,47,1473.419768
92.614458,1302,1475.039394
-116.017429,43,1475.096622
-80.149027,163,1475.300042
-5.900822,637,1476.098654
-57.987801,347,1476.532135
-50.275029,468,1477.114412
-62.505689,437,1477.658544
-75.170705,264,1477.988591
220.403644,1294,1479.934831
209.096741,1434,1481.719042
51.111371,998,1482.971313
-82.034408,440,1483.521286
232.862189,1210,1485.055573
-111.403547,66,1485.14211
216.898186,1356,1486.863311
225.206432,1282,1488.483424
52.577196,1015,1489.756823
-87.864836,196,1490.003503
-118.03502,64,1490.084637
-114.690376,47,1490.142789
-99.169418,190,1490.3871
-88.495305,258,1490.70917
228.44768,1253,1492.431401
-118.742598,89,1492.544231
228.273805,1261,1494.123715
227.497645,1252,1495.690803
-117.515169,79,1495.790704
30.60185,867,1496.871039
-21.863125,633,1497.661465
-81.44516,358,1498.123959
-115.15841,44,1498.18098
-22.560924,467,1498.765028
-68.066603,329,1499.194216
-112.286385,42,1499.258937
-36.819724,352,1499.699383
215.771172,1386,1501.426888
222.292142,1314,1503.06835
1.735494,662,1503.900427
-122.515675,70,1503.987632
-109.53827,53,1504.056534
-116.621778,47,1504.115766
-54.59313,349,1504.785092
215.415778,1375,1506.519573
235.020247,1166,1507.989852
240.682994,1136,1509.433492
-81.87903,273,1509.774097
71.071024,1018,1511.048881
-35.983781,454,1511.629883
-70.851671,261,1511.955795
239.363816,1161,1513.415665
-73.081054,324,1513.844112
109.539627,1215,1515.423778
-79.252694,212,1515.686693
-60.681683,428,1516.236976
-96.928118,243,1516.543664
83.234583,1124,1518.088739
-122.486104,78,1518.187611
83.306909,1215,1519.700916
-105.001049,111,1519.839628
-117.417607,55,1519.908976
217.663107,1362,1521.61351
-86.717045,269,1521.9509
-4.250784,671,1522.7881
-116.970893,70,1522.877788
-114.29319,73,1522.970322
-70.551511,290,1523.334013
34.627929,783,1524.397922
-111.484294,46,1524.457935
-117.9857,50,1524.521637
74.912445,1027,1525.871104
227.414044,1255,1527.430598
-66.773942,418,1527.953307
-110.091554,61,1528.030773
17.260803,733,1528.962311
-44.236017,467,1529.541507
-31.255177,502,1530.319805
13.87802,654,1531.152647
-34.915749,477,1531.752473
234.863334,1192,1533.232955
-12.377955,648,1534.034902
30.376985,827,1535.073678
-88.554319,421,1535.600764
-117.10783,102,1535.731248
-59.067689,393,1536.22453
-114.042266,46,1536.284176
-57.20066,327,1536.691906
-9.484812,443,1537.254278
-115.379612,54,1537.324758
-110.283163,243,1537.631793
-112.26614,60,1537.70768
-112.499523,47,1537.765401
-69.593297,344,1538.193187
217.12136,1367,1539.86481
-3.979499,590,1540.616029
43.209537,875,1541.713732
59.097837,916,1543.062185
18.854298,838,1544.125177
229.303892,1247,1545.700011
-112.990713,154,1545.896037
-113.2041,48,1545.959166
-52.271798,415,1546.482546
232.473154,1203,1547.999878
237.810686,1177,1549.486703
237.477037,1160,1550.904957
237.952914,1154,1552.402131
232.001622,1225,1553.967797
-116.63543,42,1554.02046
230.345622,1238,1555.715174
26.142108,688,1556.581705
-45.966676,376,1557.067059
-113.177565,59,1557.140508
228.33654,1251,1558.715273
26.309894,789,1559.702018
-28.045976,459,1560.279829
-113.931793,44,1560.336641
-2.359162,735,1561.259312
222.925873,1309,1562.882502
-115.525156,44,1562.940508
-21.46486,474,1563.530162
-119.601685,55,1563.600263
-115.948117,96,1563.733532
-116.365126,93,1563.847993
-117.497494,81,1563.949089
-113.573322,52,1564.017341
32.412131,827,1565.055944
-111.850748,65,1565.138663
-115.48389,69,1565.247293
-115.62207,48,1565.30914
-115.58849,51,1565.373638
-103.683717,410,1565.883479
230.095789,1236,1567.424691
-39.674916,489,1568.035475
-114.475003,54,1568.290221
230.650483,1240,1569.856822
-116.265375,42,1569.909716
-118.070521,47,1569.968412
-54.013197,573,1570.687216
-120.469771,43,1570.743118
-114.653927,48,1570.805279
-98.015049,264,1571.137721
-119.660542,90,1571.251984
245.718549,1097,1572.641623
-25.432514,454,1573.218199
-122.360418,47,1573.281188
-1.241691,712,1574.175208
-116.297189,47,1574.233362
-4.510269,512,1574.875281
-111.957568,68,1574.964613
32.588648,712,1575.868569
-64.981311,244,1576.175796
0.461452,898,1577.290018
-82.269673,224,1577.56843
-117.534188,49,1577.630896
-114.121936,55,1577.702018
96.194336,1001,1578.950112
-118.798965,43,1579.006378
-122.037727,46,1579.064829
-112.860693,55,1579.134572
235.922763,1159,1580.581157
227.625679,1243,1582.295453
238.389692,1151,1583.74967
239.054898,1144,1585.190387
-116.903737,43,1585.246382
237.960013,1173,1586.711778
-116.566261,40,1586.762826
-116.30124,41,1586.81696
90.842072,988,1588.06861
-114.039435,68,1588.155786
-52.814929,258,1588.479481
-122.080206,46,1588.54278
-118.363793,49,1588.604139
-112.742046,57,1588.677638
-17.141351,432,1589.218859
-114.242413,56,1589.293292
-114.626426,54,1589.37525
-113.249833,51,1589.440184
-115.624741,45,1589.497943
-118.607008,42,1589.552395
-120.867381,45,1589.610887
-111.99933,54,1589.67954
-35.551007,442,1590.23299
-117.764927,63,1590.313716
12.308707,643,1591.114908
-117.037937,49,1591.177508
240.95233,1127,1592.580951
-115.098352,50,1592.645555
-34.031678,590,1593.393745
-62.921087,939,1594.734652
-118.480419,41,1594.786649
-63.569564,274,1595.14894
225.14495,1245,1596.70632
-117.889883,48,1596.767587
233.424661,1211,1598.299653
-75.019468,245,1598.608832
109.503457,984,1599.857931
-71.84644,232,1600.170148
-115.239493,64,1600.255338
125.135528,1029,1601.556134
-116.468087,56,1601.627664
-64.853427,233,1601.94206
-112.092534,60,1602.020837
233.064362,1197,1603.549999
-112.041124,47,1603.610065
66.218949,1076,1604.975952
-117.745739,76,1605.072258
-29.383762,388,1605.564566
45.877745,808,1606.769452
-118.219264,91,1606.893147
-37.319356,380,1607.379301
-31.850142,390,1607.876564
-115.411935,51,1607.944496
-124.362195,131,1608.111473
-116.428174,46,1608.170074
41.650988,712,1609.08403
88.953112,1060,1610.432664
-119.714039,45,1610.493351
-115.529832,43,1610.550566
-35.807302,356,1611.003594
-71.118095,211,1611.273823
-116.090819,44,1611.33145
-116.170284,43,1611.38888
-64.064308,238,1611.688093
-120.154772,45,1611.746585
231.677918,1150,1613.209533
-113.819765,55,1613.288624
-113.633251,47,1613.355659
240.290192,1133,1614.787487
131.016263,1036,1616.114395
-103.950847,255,1616.438794
245.811471,1083,1617.815634
111.881122,923,1618.989814
233.586676,1166,1621.502694
-81.147889,160,1621.713994
-113.432328,47,1621.773386
38.173717,823,1622.813073
-26.537211,392,1623.312648
-113.882287,53,1623.381346
-42.521641,411,1623.895636
247.338947,1082,1625.282662
243.871276,1087,1626.636327
3.054173,725,1627.624111
48.996397,758,1628.641483
-66.94867,357,1629.095532
-112.214495,53,1629.161321
-112.181286,67,1629.247354
-117.281869,77,1629.342235
106.464185,888,1630.4522
-41.743857,373,1630.914892
242.195678,1113,1632.303246
-119.324461,70,1632.38972
232.038725,1215,1634.17225
-16.958231,451,1634.732925
-111.059354,57,1634.806458
32.623382,576,1635.52287
-118.230522,47,1635.580842
-115.401152,43,1635.636811
-35.214794,505,1636.263775
-112.578694,65,1636.345759
-75.779986,163,1636.549482
-114.186069,48,1636.612304
245.553003,1087,1637.96366
77.332345,983,1639.183206
-113.163376,42,1639.236934
-116.21422,60,1639.329281
-55.814951,355,1639.77139
-88.731251,141,1639.950904
-107.117009,52,1640.015316
-118.429719,59,1640.090535
-48.140571,277,1640.434965
-107.792638,55,1640.504098
