time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,train/value_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/explained_variance,train/std,train/loss,eval/mean_ep_length,eval/mean_reward
1123,716,3212,824.54,2299904,223.4537944,-8.317057684063911,11220,0.05224682164262049,0.2,0.00970838,-0.012964946185820735,0.087841796875,3e-05,0.2768169045448303,1.938912034034729,-0.08202619105577469,,
,,,,2300000,,-8.319780606031419,11230,0.12203965943481307,0.2,0.009529599,-0.01558252120448742,0.093896484375,3e-05,0.8315162062644958,1.9411824941635132,-0.05145872384309769,838.2,274.29611080000006
1124,715,3217,824.33,2301952,223.45342857,,,,,,,,,,,,,
1125,715,3219,822.73,2304000,223.16325612999998,-8.323236587643624,11240,0.06625812523270724,0.2,0.010156699,-0.013506459051859565,0.100341796875,3e-05,0.3148500323295593,1.9419580698013306,-0.10615300387144089,,
1126,715,3221,822.73,2306048,223.15250081,-8.32620062828064,11250,0.18582623195834458,0.2,0.0073064365,-0.01350839679944329,0.061376953125,3e-05,0.797696590423584,1.9442377090454102,-0.02911423146724701,,
1127,715,3224,815.98,2308096,218.78084320999994,-8.331262311339378,11260,0.07223697967419866,0.2,0.0072914353,-0.013807605074543972,0.061669921875,3e-05,0.2828819751739502,1.9466643333435059,-0.04891936108469963,,
,,,,2310000,,-8.335898503661156,11270,0.3141217666212469,0.2,0.009975912,-0.012500742019619792,0.0701171875,3e-05,0.8649194240570068,1.9486641883850098,0.2564590573310852,738.0,214.288382
1128,715,3228,816.62,2310144,218.69415892999993,,,,,,,,,,,,,
1129,715,3231,814.33,2312192,216.32321835,-8.338996919989587,11280,0.07198364302603295,0.2,0.0086278925,-0.013783703112858347,0.078076171875,3e-05,-0.017431020736694336,1.9493123292922974,-0.07165174186229706,,
1130,715,3233,809.15,2314240,212.60306337999998,-8.339847636222839,11290,0.3248000690597109,0.2,0.007858639,-0.010595756393740885,0.05087890625,3e-05,0.8350705504417419,1.9500482082366943,-0.03776278346776962,,
1131,715,3236,805.29,2316288,211.55683798,-8.34197199344635,11300,0.38090626266784966,0.2,0.008507578,-0.012326986325206235,0.081201171875,3e-05,0.8881527185440063,1.9504928588867188,-0.05600319430232048,,
1132,715,3239,805.73,2318336,211.49318434,-8.342820084095,11310,0.2027895589650143,0.2,0.008193564,-0.011958389609935694,0.066943359375,3e-05,0.903816282749176,1.9514330625534058,-0.043874677270650864,,
,,,,2320000,,-8.346176797151566,11320,0.053043161756068005,0.2,0.008478467,-0.012680740718496963,0.061962890625,3e-05,0.0847315788269043,1.9537322521209717,-0.07136164605617523,742.4,210.42025600000002
1133,715,3243,806.55,2320384,211.39513344,,,,,,,,,,,,,
1134,715,3246,806.97,2322432,211.32174087999996,-8.349981331825257,11330,0.05662077599845361,0.2,0.008129897,-0.011467614868888632,0.073388671875,3e-05,0.08454501628875732,1.9546164274215698,-0.0979849249124527,,
1135,715,3248,811.88,2324480,213.70228047,-8.352939158678055,11340,0.05985724290658254,0.2,0.008772795,-0.014093971683178098,0.084130859375,3e-05,0.13171112537384033,1.9569754600524902,-0.06833121180534363,,
1136,715,3251,812.05,2326528,213.66081467,-8.357929599285125,11350,0.2672926404455211,0.2,0.012355119,-0.010380245777196252,0.10576171875,3e-05,0.8779138326644897,1.95918607711792,0.07364226132631302,,
1137,715,3253,817.67,2328576,215.50188240000003,-8.363994121551514,11360,0.058378408140561076,0.2,0.007670964,-0.009973500514752232,0.069873046875,3e-05,0.024450063705444336,1.9627066850662231,-0.0652727484703064,,
,,,,2330000,,-8.37071144580841,11370,0.10519165851874276,0.2,0.00798286,-0.010846931414562277,0.06787109375,3e-05,0.9094836115837097,1.9655709266662598,-0.05927199125289917,861.2,272.06430779999994
1138,715,3258,823.4,2330624,218.61744848,,,,,,,,,,,,,
1139,715,3261,829.26,2332672,222.31592345,-8.374535375833512,11380,0.09394029880058952,0.2,0.009210996,-0.013263387077313383,0.08779296875,3e-05,0.3003285527229309,1.966105341911316,-0.10266570746898651,,
1140,715,3263,828.13,2334720,220.75573835,-8.377458661794662,11390,0.058876790180511306,0.2,0.008026796,-0.01157495100487722,0.0701171875,3e-05,0.2843155264854431,1.968465805053711,-0.08968376368284225,,
1141,715,3266,826.03,2336768,218.88546592,-8.385110601782799,11400,0.16494275610893966,0.2,0.0059154257,-0.010898301411361899,0.053076171875,3e-05,0.9015305042266846,1.9735124111175537,0.0945376381278038,,
1142,715,3268,821.6,2338816,216.31315389,-8.391181722283363,11410,0.19742333533940837,0.2,0.006084872,-0.009687632007990032,0.04140625,3e-05,0.9009636044502258,1.9743238687515259,0.04319862276315689,,
,,,,2340000,,-8.393740418553353,11420,0.23012481824844144,0.2,0.007955952,-0.009975575064891018,0.069384765625,3e-05,0.8991759419441223,1.9763836860656738,-0.05638030543923378,845.0,273.3605794
1143,715,3273,825.43,2340864,217.53537575,,,,,,,,,,,,,
1144,715,3276,825.31,2342912,217.52516102000004,-8.398008278012275,11430,0.18202974033192731,0.2,0.01028936,-0.01348409595375415,0.08671875,3e-05,0.9072870016098022,1.9784504175186157,-0.03849311172962189,,
1145,715,3278,825.39,2344960,217.52790259000005,-8.399831533432007,11440,0.27595402342267333,0.2,0.0069077704,-0.01062609416549094,0.04140625,3e-05,0.189347505569458,1.9779706001281738,0.021763108670711517,,
1146,715,3281,828.48,2347008,219.35512379000002,-8.395510432124137,11450,0.10713861528784037,0.2,0.009181049,-0.015366517714574002,0.089794921875,3e-05,-0.1719043254852295,1.9745454788208008,-0.07962138205766678,,
1147,715,3283,829.37,2349056,219.23757586,-8.392062026262284,11460,0.12731376057490706,0.2,0.008109128,-0.01310602775629377,0.0830078125,3e-05,-0.41939306259155273,1.9743130207061768,-0.06756867468357086,,
,,,,2350000,,-8.395787715911865,11470,0.06118847142788582,0.2,0.008138265,-0.011806555121438578,0.076611328125,3e-05,-0.22338461875915527,1.978297233581543,-0.07337525486946106,882.2,269.246737
1148,714,3288,829.7,2351104,219.18980616000002,,,,,,,,,,,,,
1149,714,3291,829.45,2353152,219.21253327,-8.400831234455108,11480,0.05903848759480752,0.2,0.0080242185,-0.012960848686634562,0.080615234375,3e-05,0.0914115309715271,1.9792841672897339,-0.089475616812706,,
1150,715,3293,834.49,2355200,221.5832505,-8.405017334222794,11490,0.07142900461913086,0.2,0.0109450985,-0.013568224472692236,0.09462890625,3e-05,0.18825113773345947,1.981987714767456,-0.04529067501425743,,
1151,715,3295,834.29,2357248,221.58509450000003,-8.409893882274627,11500,0.0568911982132704,0.2,0.009069605,-0.016277925958274864,0.08974609375,3e-05,0.07702577114105225,1.9841469526290894,-0.08581937849521637,,
1152,715,3298,834.25,2359296,221.58477592000003,-8.411753910779954,11510,0.05513242007582449,0.2,0.007931396,-0.012738110723148566,0.0751953125,3e-05,0.21382683515548706,1.9836019277572632,-0.07520127296447754,,
,,,,2360000,,-8.412919133901596,11520,0.046089086163556205,0.2,0.007847765,-0.015922843088628725,0.081298828125,3e-05,0.41914790868759155,1.9853523969650269,-0.08363521844148636,840.2,235.83196700000002
1153,714,3303,833.63,2361344,221.63855007,,,,,,,,,,,,,
1154,714,3305,838.17,2363392,222.90454717999998,-8.413707613945007,11530,0.05793229801929556,0.2,0.0077276975,-0.012708154169376939,0.081591796875,3e-05,0.19234025478363037,1.9843322038650513,-0.08969257026910782,,
1155,715,3308,839.3,2365440,223.23127052999996,-8.413107335567474,11540,0.137095911175129,0.2,0.006517312,-0.01146543454087805,0.0564453125,3e-05,0.8273885846138,1.9845976829528809,-0.03367476165294647,,
1156,715,3310,842.43,2367488,223.64348861,-8.417444106936454,11550,0.1549007257388439,0.2,0.008244246,-0.012405995855806396,0.061767578125,3e-05,0.8988937735557556,1.9888408184051514,0.038839638233184814,,
1157,715,3312,843.0,2369536,223.56701630000003,-8.424367806315422,11560,0.3127472424297594,0.2,0.009194145,-0.01546742597129196,0.090478515625,3e-05,0.9184070825576782,1.9912800788879395,0.11661534011363983,,
,,,,2370000,,-8.428487780690194,11570,0.08684064323024358,0.2,0.008893503,-0.012102636345662176,0.082861328125,3e-05,-0.16105329990386963,1.9932265281677246,-0.04881862550973892,895.2,267.9760322
1158,714,3317,843.94,2371584,223.45031077,,,,,,,,,,,,,
1159,714,3320,837.27,2373632,220.14965333999996,-8.430712476372719,11580,0.09240026886109262,0.2,0.008505461,-0.012228450519614853,0.075048828125,3e-05,-0.015973329544067383,1.9935028553009033,-0.014474533498287201,,
1160,714,3322,837.87,2375680,220.06805995000002,-8.435430160164833,11590,0.39967372075188906,0.2,0.008534597,-0.011092893101158552,0.061474609375,3e-05,0.8716810941696167,1.9980894327163696,0.021510884165763855,,
1161,715,3325,846.1,2377728,223.74850458,-8.439941468834878,11600,0.06238255210628267,0.2,0.0077869454,-0.013150159243377858,0.060400390625,3e-05,0.12426573038101196,1.9978965520858765,-0.0780109316110611,,
1162,715,3327,846.65,2379776,223.65525407,-8.442214128375053,11610,0.08389985979010817,0.2,0.0069419737,-0.009392885459237731,0.05439453125,3e-05,0.028522253036499023,2.0004894733428955,-0.03451815992593765,,
,,,,2380000,,-8.447558215260505,11620,0.0555987043742789,0.2,0.010373389,-0.012997662044654135,0.091748046875,3e-05,0.033023059368133545,2.003047227859497,-0.089039646089077,893.4,267.89543360000005
1163,714,3332,847.38,2381824,223.57888415999997,,,,,,,,,,,,,
1164,714,3335,848.63,2383872,223.43100971,-8.451922380924225,11630,0.052414947144279724,0.2,0.008982072,-0.010085817938670517,0.068701171875,3e-05,0.23013371229171753,2.0053317546844482,-0.06463220715522766,,
1165,714,3337,857.32,2385920,227.14549727999997,-8.456563368439674,11640,0.058273353046388365,0.2,0.009466855,-0.012654955688049085,0.0908203125,3e-05,0.2556748390197754,2.007746696472168,-0.07202301919460297,,
1166,715,3339,858.69,2387968,226.98442729,-8.45992221236229,11650,0.057167018376640046,0.2,0.009380838,-0.014865623245714232,0.085546875,3e-05,0.28216004371643066,2.0085067749023438,-0.08244217932224274,,
,,,,2390000,,-8.462114083766938,11660,0.05287009979074355,0.2,0.00816967,-0.011091076326556504,0.0681640625,3e-05,0.23879903554916382,2.010202646255493,-0.10580189526081085,885.6,268.7059158
1167,714,3344,862.04,2390016,228.24727514999998,,,,,,,,,,,,,
1168,714,3346,858.03,2392064,225.82985409999998,-8.465775397419929,11670,0.06657336046046111,0.2,0.008867839,-0.012549557125021238,0.0810546875,3e-05,0.28282034397125244,2.012892007827759,-0.05297262594103813,,
1169,714,3349,863.06,2394112,228.24849360000005,-8.471266275644302,11680,0.18708172413898866,0.2,0.008769499,-0.013556340336799621,0.07958984375,3e-05,0.8978946805000305,2.0148816108703613,-0.057506948709487915,,
1170,714,3351,866.5,2396160,229.92395644,-8.47283470928669,11690,0.05434631402604282,0.2,0.0068448577,-0.010935623536352069,0.063720703125,3e-05,0.20457613468170166,2.0144877433776855,-0.09346039593219757,,
1171,715,3353,866.19,2398208,229.92667102999997,-8.472772100567818,11700,0.08203889864962548,0.2,0.007436391,-0.009386257515870966,0.061181640625,3e-05,-0.01610875129699707,2.0148818492889404,-0.06956426799297333,,
,,,,2400000,,-8.474391460418701,11710,0.0509728694712976,0.2,0.0097758565,-0.0148313470184803,0.08388671875,3e-05,0.23908507823944092,2.0164389610290527,-0.08699899166822433,889.2,268.44756759999996
1172,714,3358,871.61,2400256,233.51632755,,,,,,,,,,,,,
1173,714,3361,876.35,2402304,235.64607712,-8.476712733507156,11720,0.05364380692190025,0.2,0.009084691,-0.013981954651535488,0.085400390625,3e-05,0.1680232286453247,2.017209053039551,-0.014201536774635315,,
1174,714,3363,879.77,2404352,236.49285613,-8.480821070075034,11730,0.053433150747150646,0.2,0.009390085,-0.01001618241716642,0.082177734375,3e-05,0.19994431734085083,2.020512580871582,-0.05538742616772652,,
1175,714,3365,880.35,2406400,236.40381362000005,-8.487561175227166,11740,0.18211150932183956,0.2,0.006320525,-0.007744919779361226,0.045703125,3e-05,0.8300564885139465,2.024250030517578,0.007749691605567932,,
1176,715,3368,881.57,2408448,236.23440161000005,-8.492092859745025,11750,0.050536210105929055,0.2,0.008638124,-0.011636127403471619,0.069970703125,3e-05,0.18046891689300537,2.0249431133270264,-0.062247224152088165,,
,,,,2410000,,-8.495066860318184,11760,0.05094671442930121,0.2,0.0075456216,-0.012148140152567067,0.07373046875,3e-05,0.4368859529495239,2.0278303623199463,-0.07657665014266968,891.0,267.9781072
1177,714,3372,881.77,2410496,236.20194462999999,,,,,,,,,,,,,
1178,714,3375,883.53,2412544,237.86572024,-8.500259113311767,11770,0.059080196123977656,0.2,0.009391334,-0.011528856353834271,0.0822265625,3e-05,0.2699933648109436,2.03053617477417,-0.07449453324079514,,
1179,714,3377,884.35,2414592,237.76329970999996,-8.50296621620655,11780,0.057718902031774634,0.2,0.008908428,-0.011588310802471824,0.076220703125,3e-05,0.30736398696899414,2.0307388305664062,-0.08145428448915482,,
1180,715,3379,887.88,2416640,239.59108505,-8.505924397706986,11790,0.08697432595945429,0.2,0.01054614,-0.012178066172054969,0.083056640625,3e-05,0.4000682234764099,2.0336809158325195,-0.06577599793672562,,
1181,715,3382,887.65,2418688,239.60908531,-8.511572217941284,11800,0.06300840975891334,0.2,0.008904238,-0.00951476885820739,0.06728515625,3e-05,0.2291589379310608,2.036162853240967,-0.09810354560613632,,
,,,,2420000,,-8.51500916481018,11810,0.055230555971502324,0.2,0.010216011,-0.016291753615951164,0.104296875,3e-05,0.30694568157196045,2.0371761322021484,-0.09402692317962646,876.8,269.56243639999997
1182,714,3387,882.01,2420736,236.72493738,,,,,,,,,,,,,
1183,714,3389,883.64,2422784,238.21333125,-8.516367173194885,11820,0.18326831760350615,0.2,0.008181412,-0.012175217847106979,0.063916015625,3e-05,0.8955681920051575,2.0375423431396484,-0.03732919692993164,,
1184,714,3391,884.26,2424832,238.15283129,-8.518891468644142,11830,0.049638384515128565,0.2,0.007967532,-0.013491527948644944,0.065673828125,3e-05,0.31613731384277344,2.039804220199585,-0.09071054309606552,,
1185,715,3394,892.84,2426880,242.3029568,-8.521407029032707,11840,0.07436137671465985,0.2,0.0068786643,-0.012366446349187755,0.070068359375,3e-05,0.024792134761810303,2.0398271083831787,-0.041102707386016846,,
1186,715,3396,893.78,2428928,242.18774562999997,-8.523768201470375,11850,0.05215736966929398,0.2,0.0074719563,-0.010053328366484492,0.0546875,3e-05,0.17318028211593628,2.042433738708496,-0.08361448347568512,,
,,,,2430000,,-8.528134968876838,11860,0.05526733209262602,0.2,0.005825579,-0.009341955234413035,0.046533203125,3e-05,0.3165684938430786,2.0443148612976074,-0.07909606397151947,870.8,269.9783704
1187,714,3401,895.97,2430976,243.48329771000004,,,,,,,,,,,,,
1188,714,3403,890.74,2433024,240.79036013000004,-8.531757354736328,11870,0.08805804387957324,0.2,0.008224684,-0.010416888270992786,0.064013671875,3e-05,0.2058371901512146,2.045771360397339,-0.06161396577954292,,
1189,714,3405,891.89,2435072,240.66407364999998,-8.538515877723693,11880,0.11304014488414396,0.2,0.0075413203,-0.010639759540208616,0.045361328125,3e-05,0.8497759103775024,2.051605701446533,-0.10812629759311676,,
1190,715,3408,887.51,2437120,238.19826984,-8.54750972688198,11890,0.05991224985627923,0.2,0.008603567,-0.012555453719687647,0.077490234375,3e-05,0.10208672285079956,2.0546751022338867,-0.057495541870594025,,
1191,715,3410,888.28,2439168,238.12265613,-8.552609616518021,11900,0.12875535408675204,0.2,0.008098504,-0.010021504425094464,0.07685546875,3e-05,0.9194047451019287,2.0570216178894043,-0.036264583468437195,,
,,,,2440000,,-8.557314750552177,11910,0.065948926602141,0.2,0.008711558,-0.010889571288134902,0.070068359375,3e-05,-0.2664909362792969,2.0594263076782227,-0.06756563484668732,911.4,265.9500086
1192,714,3415,888.86,2441216,238.04756619999998,,,,,,,,,,,,,
1193,714,3417,890.52,2443264,237.85119938000003,-8.560362839698792,11920,0.08491517336224205,0.2,0.008562945,-0.013077045363024809,0.0701171875,3e-05,-0.09120321273803711,2.059642791748047,-0.03957545757293701,,
1194,715,3419,890.26,2445312,237.87175985000002,-8.561311966180801,11930,0.06052757600264158,0.2,0.008019023,-0.013695172560983338,0.064892578125,3e-05,0.40544670820236206,2.060865879058838,-0.06118841469287872,,
1195,715,3422,890.67,2447360,237.80760714,-8.56463045179844,11940,0.06093444224679843,0.2,0.01009018,-0.01514306030003354,0.098486328125,3e-05,0.13168954849243164,2.0626935958862305,-0.07033952325582504,,
1196,715,3424,891.08,2449408,237.77239220000004,-8.5667148321867,11950,0.052949542753049174,0.2,0.0074800733,-0.011209703964414074,0.06025390625,3e-05,0.28538888692855835,2.062633991241455,-0.07479944825172424,,
,,,,2450000,,-8.569457253813743,11960,0.05408272042841418,0.2,0.0083952695,-0.010811590250523296,0.07783203125,3e-05,0.2616758346557617,2.065793514251709,-0.0795205682516098,900.4,267.0327386
1197,714,3429,891.66,2451456,237.69173844,,,,,,,,,,,,,
1198,714,3431,893.19,2453504,237.86248497,-8.575229239463805,11970,0.05650291276251664,0.2,0.009647978,-0.009224466059822588,0.088232421875,3e-05,0.23263531923294067,2.0685079097747803,-0.07876983284950256,,
1199,715,3434,892.19,2455552,238.80810437,-8.579243013262749,11980,0.14706176149193198,0.2,0.007501565,-0.009291650261729956,0.053271484375,3e-05,0.8784641027450562,2.0705630779266357,-0.001714661717414856,,
1200,715,3436,892.43,2457600,238.13269738,-8.582905942201615,11990,0.16657968779909424,0.2,0.009232179,-0.013377772952662782,0.07626953125,3e-05,0.856889545917511,2.072310209274292,0.026971988379955292,,
1201,715,3438,891.87,2459648,238.17309208999998,-8.583300131559373,12000,0.36243027724558485,0.2,0.009315764,-0.011736071386258118,0.0697265625,3e-05,0.9149894714355469,2.0705790519714355,0.08816567063331604,,
,,,,2460000,,-8.581645447015763,12010,0.0678050926886499,0.2,0.0062552206,-0.010797807699418627,0.048046875,3e-05,0.07900971174240112,2.0700695514678955,-0.07170099020004272,897.2,267.0699338
1202,714,3443,897.94,2461696,241.24380997,,,,,,,,,,,,,
1203,714,3446,902.97,2463744,243.85442590999995,-8.582666289806365,12020,0.07894240492314566,0.2,0.009467257,-0.014128639371483587,0.09873046875,3e-05,0.15815812349319458,2.0724422931671143,-0.065318763256073,,
1204,715,3448,902.49,2465792,242.74094273999995,-8.586881738901138,12030,0.062280131397710645,0.2,0.0071073733,-0.010260493893292732,0.051123046875,3e-05,0.05029529333114624,2.073392391204834,-0.03880106285214424,,
1205,715,3450,903.2,2467840,242.66115704999996,-8.587911009788513,12040,0.27885606354102493,0.2,0.008340031,-0.012623311701463535,0.08291015625,3e-05,0.8681014776229858,2.0741262435913086,0.10672090947628021,,
1206,715,3453,903.28,2469888,242.65703728000005,-8.589403504133225,12050,0.058419964434870054,0.2,0.010765146,-0.016454339477058967,0.113232421875,3e-05,0.11143022775650024,2.0751280784606934,-0.09750577807426453,,
,,,,2470000,,-8.595355594158173,12060,0.0831472915422637,0.2,0.009374766,-0.01228058323613368,0.08515625,3e-05,0.16077011823654175,2.0798773765563965,-0.050670623779296875,876.0,269.57617120000003
1207,714,3457,902.96,2471936,242.68964830000002,,,,,,,,,,,,,
1208,714,3460,901.8,2473984,242.80841335000002,-8.600383645296096,12070,0.05538636608398519,0.2,0.007866512,-0.01369202597416006,0.08603515625,3e-05,0.23925060033798218,2.080756425857544,-0.07343991845846176,,
1209,715,3462,902.37,2476032,242.76589672999998,-8.59976331293583,12080,0.08181543822865933,0.2,0.008272106,-0.011804437122191303,0.06279296875,3e-05,-0.2107301950454712,2.079479694366455,-0.04912707582116127,,
1210,715,3465,901.28,2478080,242.88316102000002,-8.604862326383591,12090,0.053593987142085096,0.2,0.00798705,-0.012585284408123698,0.06767578125,3e-05,0.2002890706062317,2.0861053466796875,-0.08125639706850052,,
,,,,2480000,,-8.613867753744126,12100,0.04899912620749092,0.2,0.007487529,-0.009298409422626719,0.05927734375,3e-05,0.19114947319030762,2.0884909629821777,-0.07319445163011551,891.0,267.7772432
1211,714,3469,899.6,2480128,243.04383373999997,,,,,,,,,,,,,
1212,714,3472,903.55,2482176,245.42568898999997,-8.619404110312463,12110,0.08197451791056665,0.2,0.010435618,-0.01120250322856009,0.086572265625,3e-05,0.2131825089454651,2.09218168258667,-0.04642032831907272,,
1213,714,3474,903.18,2484224,245.44375124,-8.627866178750992,12120,0.05997041401569732,0.2,0.0077857925,-0.011693378724157811,0.07138671875,3e-05,0.09244281053543091,2.097545623779297,-0.08765266835689545,,
1214,715,3476,902.79,2486272,245.49278777999996,-8.63094076514244,12130,0.05716540488647297,0.2,0.006516996,-0.009365348611027002,0.044970703125,3e-05,0.2965344786643982,2.0952372550964355,-0.06475544720888138,,
1215,715,3479,902.2,2488320,245.55868697000002,-8.630305099487305,12140,0.05396821482718224,0.2,0.009056912,-0.011415795737411827,0.08125,3e-05,0.30554747581481934,2.0971686840057373,-0.07578060775995255,,
,,,,2490000,,-8.633314740657806,12150,0.08283703122870065,0.2,0.009198973,-0.01193543542176485,0.090380859375,3e-05,0.23348921537399292,2.0985193252563477,-0.007977887988090515,903.8,266.5770332
1216,714,3484,902.12,2490368,245.55890545,,,,,,,,,,,,,
1217,714,3486,901.72,2492416,245.60238357999998,-8.636865442991256,12160,0.05637655974569498,0.2,0.010339275,-0.013537816717871465,0.109521484375,3e-05,0.26807355880737305,2.100998640060425,-0.11053512990474701,,
1218,714,3488,901.84,2494464,245.59202946999997,-8.638471466302871,12170,0.07846344560966827,0.2,0.008638797,-0.014430692812311463,0.074560546875,3e-05,-0.24616539478302002,2.100255012512207,-0.08049936592578888,,
1219,715,3491,905.55,2496512,247.63904317999996,-8.640721133351326,12180,0.05674662459787214,0.2,0.008770318,-0.012635933796991594,0.083056640625,3e-05,0.30840277671813965,2.1030473709106445,-0.05056393891572952,,
1220,715,3493,904.16,2498560,247.79921318999996,-8.642225036025048,12190,0.05901117222674657,0.2,0.0067665437,-0.011704965308308602,0.0501953125,3e-05,0.2544316053390503,2.1021547317504883,-0.0754966214299202,,
,,,,2500000,,-8.646457773447036,12200,0.08272154058795422,0.2,0.010993917,-0.012849712555180304,0.107373046875,3e-05,0.22406774759292603,2.107541561126709,-0.07466542720794678,884.4,268.4180704
1221,714,3498,904.23,2500608,247.78975899999998,,,,,,,,,,,,,
1222,714,3500,904.03,2502656,247.80112577999998,-8.652951526641846,12210,0.05758641884167446,0.2,0.0063474514,-0.008218067389680072,0.039697265625,3e-05,0.22424834966659546,2.1087136268615723,-0.08206647634506226,,
1223,714,3503,904.13,2504704,247.78186312999998,-8.65583802461624,12220,0.04793273292161757,0.2,0.0073577766,-0.010637164398212917,0.061572265625,3e-05,0.2760469317436218,2.1105504035949707,-0.09315547347068787,,
1224,715,3505,902.55,2506752,247.92501238999998,-8.659200498461724,12230,0.060902652255026626,0.2,0.011153325,-0.015280019104102394,0.084423828125,3e-05,0.5026271343231201,2.112536907196045,-0.005825050175189972,,
1225,715,3507,902.26,2508800,247.94753901,-8.662943443655967,12240,0.07451581936329603,0.2,0.007245496,-0.010069120577827561,0.050732421875,3e-05,0.40644246339797974,2.114170551300049,-0.10045749694108963,,
,,,,2510000,,-8.669017001986504,12250,0.06462601947423537,0.2,0.0112693515,-0.013051650109991897,0.10693359375,3e-05,0.5077515840530396,2.119126319885254,-0.07229137420654297,874.8,269.74332979999997
1226,714,3512,903.07,2510848,248.22488127,,,,,,,,,,,,,
1227,714,3515,893.81,2512896,243.32319151999997,-8.676586732268333,12260,0.14830005327239631,0.2,0.007945407,-0.011481390785775147,0.06240234375,3e-05,0.7901425361633301,2.1220695972442627,-0.07756125926971436,,
1228,714,3517,892.47,2514944,243.44729316999997,-8.680931961536407,12270,0.2517056998796761,0.2,0.009181011,-0.013605172134703025,0.065234375,3e-05,0.892333984375,2.124372959136963,-0.015806809067726135,,
1229,715,3519,891.85,2516992,243.51902911000002,-8.684195983409882,12280,0.08147412012913265,0.2,0.00881172,-0.014823919630725869,0.076416015625,3e-05,-0.057301998138427734,2.1252708435058594,-0.10413093119859695,,
1230,715,3522,890.9,2519040,243.62072854000002,-8.683003827929497,12290,0.1180174832988996,0.2,0.008137148,-0.011701170256128535,0.0576171875,3e-05,-0.3002347946166992,2.1228761672973633,0.017895638942718506,,
,,,,2520000,,-8.681643471121788,12300,0.08546797504241113,0.2,0.008752345,-0.012797129634418525,0.084228515625,3e-05,0.1366332769393921,2.1241393089294434,-0.08560851216316223,870.8,270.6667912
1231,714,3526,890.41,2521088,243.67254263000004,,,,,,,,,,,,,
1232,714,3529,891.76,2523136,244.40287974999998,-8.680863541364669,12310,0.0620921457229997,0.2,0.0078261895,-0.012226579015259632,0.078271484375,3e-05,0.12613320350646973,2.121840000152588,-0.07273037731647491,,
1233,715,3531,895.9,2525184,246.88796666000002,-8.679977422952652,12320,0.13669190810178405,0.2,0.008761329,-0.011124270691652782,0.062939453125,3e-05,0.9021825790405273,2.1238975524902344,-0.09468873590230942,,
1234,715,3533,895.2,2527232,246.95677818000004,-8.683270123600959,12330,0.09903423030627892,0.2,0.0097968485,-0.013082561579358299,0.0708984375,3e-05,0.06302762031555176,2.124767303466797,-0.054697759449481964,,
1235,715,3536,894.4,2529280,247.05358779000002,-8.685771360993385,12340,0.059633548716374205,0.2,0.0072990316,-0.009803428073064424,0.0681640625,3e-05,-0.05153226852416992,2.1264872550964355,-0.06681790202856064,,
,,,,2530000,,-8.689180839061738,12350,0.05192300754715688,0.2,0.006228006,-0.010584866843419149,0.055126953125,3e-05,0.2881094813346863,2.128220558166504,-0.07668522000312805,876.4,269.17514620000003
1236,714,3541,894.0,2531328,247.09699619000003,,,,,,,,,,,,,
1237,714,3543,892.32,2533376,247.27371023999993,-8.693987011909485,12360,0.06512397789338138,0.2,0.010127006,-0.009747569612227381,0.0701171875,3e-05,0.1994606852531433,2.1315653324127197,-0.06535951793193817,,
1238,714,3546,890.07,2535424,245.58300973,-8.698037439584732,12370,0.08734695553430356,0.2,0.0070210975,-0.009893804808962159,0.06181640625,3e-05,0.23470693826675415,2.1323347091674805,-0.06508012115955353,,
1239,715,3548,889.26,2537472,245.69077539999998,-8.69916799366474,12380,0.20928169146645814,0.2,0.008183909,-0.012116891017649322,0.054296875,3e-05,0.8513221740722656,2.1325666904449463,-0.055531904101371765,,
1240,715,3550,889.78,2539520,245.62637291,-8.70197490155697,12390,0.06152167463878868,0.2,0.00735804,-0.010662913930718786,0.059765625,3e-05,0.045700252056121826,2.135641098022461,-0.10491419583559036,,
,,,,2540000,,-8.707129755616188,12400,0.08160004512756132,0.2,0.009703718,-0.010181395031395368,0.062841796875,3e-05,0.12156033515930176,2.1380457878112793,-0.033060476183891296,889.0,267.8259562
1241,714,3555,889.15,2541568,245.67769191,,,,,,,,,,,,,
1242,714,3558,893.92,2543616,248.87642205,-8.709769383072853,12410,0.05955555193067994,0.2,0.0072755516,-0.008572952082613484,0.054541015625,3e-05,0.20513856410980225,2.13844633102417,-0.07343696057796478,,
1243,714,3560,894.12,2545664,249.95668247,-8.710455626249313,12420,0.05237694332463434,0.2,0.010231474,-0.014440829289378598,0.08916015625,3e-05,0.21127724647521973,2.1389689445495605,-0.08562599122524261,,
1244,715,3562,900.3,2547712,252.81006453999998,-8.710422918200493,12430,0.06011976384324953,0.2,0.010199135,-0.014353316939377692,0.103076171875,3e-05,0.20418381690979004,2.1385388374328613,-0.11608411371707916,,
1245,715,3565,900.04,2549760,252.85388101999996,-8.714481163024903,12440,0.05131784809345845,0.2,0.010787667,-0.013687782421766315,0.100048828125,3e-05,0.3853009343147278,2.1434717178344727,-0.09504833817481995,,
