time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,train/value_loss,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/explained_variance,train/std,train/loss,eval/mean_ep_length,eval/mean_reward
238,696,700,1223.2,487424,220.01657173,-5.660378867387772,2370,0.05486514726071619,0.2,0.0108468905,-0.012594245999935083,0.118701171875,3e-05,0.4696991443634033,0.9969316720962524,-0.01770159974694252,,
239,696,702,1212.69,489472,218.54461891000003,-5.666041611135006,2380,0.18019553354242818,0.2,0.00997377,-0.00998815847269725,0.115380859375,3e-05,0.7489153146743774,0.9987322688102722,-0.008891528472304344,,
,,,,490000,,-5.670635099709034,2390,0.04186354829580523,0.2,0.011071261,-0.013157234876416624,0.095361328125,3e-05,0.9638348817825317,0.9992728233337402,-0.08528623729944229,969.2,227.5438072
240,694,707,1215.61,491520,221.33301327000004,,,,,,,,,,,,,
241,695,709,1203.33,493568,218.52786681999999,-5.6728405341506,2400,0.06219545068452135,0.2,0.009245263,-0.008610296359984204,0.089208984375,3e-05,0.32368195056915283,0.9998588562011719,-0.015710119158029556,,
242,695,712,1197.83,495616,218.89634662,-5.674614980816841,2410,0.33247932258527724,0.2,0.008791379,-0.009503846759616862,0.082666015625,3e-05,0.9039220809936523,1.0001178979873657,0.07732866704463959,,
243,696,714,1194.21,497664,218.99804926000004,-5.678816083073616,2420,0.07636878523626364,0.2,0.008638894,-0.01183145398972556,0.083251953125,3e-05,0.3794151544570923,1.0019752979278564,-0.059522319585084915,,
244,696,717,1192.57,499712,219.08274807,-5.685096128284931,2430,0.17641907923971303,0.2,0.010751512,-0.015284127180348151,0.116796875,3e-05,0.9069562554359436,1.0034332275390625,-0.04100563004612923,,
,,,,500000,,-5.68704768717289,2440,0.06315027147647925,0.2,0.009347786,-0.01305948601802811,0.091357421875,3e-05,0.1658775806427002,1.0026829242706299,-0.049328308552503586,788.0,146.3113648
245,695,721,1189.39,501760,219.23593353,,,,,,,,,,,,,
246,695,723,1183.93,503808,219.58442323000003,-5.687767642736435,2450,0.05410661388450535,0.2,0.009848792,-0.01068189904326573,0.096240234375,3e-05,0.2667164206504822,1.0039629936218262,-0.04649221897125244,,
247,696,726,1182.2,505856,219.68813803,-5.690148344635963,2460,0.06964857117563952,0.2,0.010735922,-0.013619946847029496,0.09921875,3e-05,0.4906632900238037,1.0037190914154053,-0.054494261741638184,,
248,697,728,1179.48,507904,219.78105693,-5.6905518367886545,2470,0.03290764299599687,0.2,0.008365402,-0.010010640998370946,0.070947265625,3e-05,0.5871270298957825,1.0043139457702637,-0.023987937718629837,,
249,697,731,1177.57,509952,221.5617475,-5.693055525422096,2480,0.053846809359674806,0.2,0.00978083,-0.00904698030790314,0.08486328125,3e-05,0.22286850214004517,1.004835844039917,-0.016826082020998,,
,,,,510000,,-5.694369591772556,2490,0.04667430656118086,0.2,0.009313064,-0.012367476723738946,0.085498046875,3e-05,0.40561360120773315,1.0051169395446777,-0.06014031544327736,1082.0,271.3183798
250,695,736,1174.92,512000,221.65205324999997,,,,,,,,,,,,,
251,695,738,1174.0,514048,221.68358492,-5.695846369862556,2500,0.057591194890846964,0.2,0.008744018,-0.012194408717914485,0.08603515625,3e-05,0.5676528215408325,1.005582571029663,-0.0466696061193943,,
252,696,741,1170.36,516096,221.90550134999998,-5.6937559902668,2510,0.02850672684580786,0.2,0.009041684,-0.012372410994430538,0.0970703125,3e-05,0.35611534118652344,1.0040706396102905,-0.06394869089126587,,
253,696,743,1172.24,518144,224.40561454,-5.690943633019924,2520,0.057223413011524824,0.2,0.01053236,-0.012790558362030423,0.10439453125,3e-05,0.2806922197341919,1.004180908203125,-0.041637491434812546,,
,,,,520000,,-5.68920336663723,2530,0.05075406501273392,0.2,0.010746896,-0.014603756426367909,0.097802734375,3e-05,0.3195514678955078,1.0031108856201172,-0.08845922350883484,655.2,109.68846980000001
254,695,747,1169.06,520192,224.55971746,,,,,,,,,,,,,
255,696,750,1160.48,522240,222.57023737999995,-5.68573635071516,2540,0.05299298780155368,0.2,0.009082128,-0.009784205668256617,0.069189453125,3e-05,0.329706609249115,1.002299189567566,-0.04131386801600456,,
256,696,752,1152.51,524288,220.70028705000001,-5.686376029253006,2550,0.1223795870959293,0.2,0.009668978,-0.008962155770859681,0.07841796875,3e-05,0.8931161761283875,1.0035505294799805,-0.004845723509788513,,
257,697,754,1149.12,526336,220.92691277999998,-5.69166771620512,2560,0.1554996864113491,0.2,0.007014248,-0.011730211289250291,0.075341796875,3e-05,0.9161224961280823,1.004787564277649,0.030003990978002548,,
258,697,757,1146.84,528384,221.03088419000002,-5.6943241819739345,2570,0.056326440229895525,0.2,0.011268802,-0.014626519635203294,0.11220703125,3e-05,0.009362280368804932,1.0049870014190674,-0.07456932961940765,,
,,,,530000,,-5.694888849556446,2580,0.13776592262438497,0.2,0.009226973,-0.009254572738427669,0.082470703125,3e-05,0.6137241125106812,1.0050865411758423,-0.06571872532367706,922.6,198.5687856
259,695,762,1143.89,530432,221.25392179000002,,,,,,,,,,,,,
260,696,764,1141.96,532480,221.37337699,-5.696579234302044,2590,0.04619367744307965,0.2,0.008316276,-0.009041500798775814,0.071240234375,3e-05,-0.13146710395812988,1.0057692527770996,-0.06400670111179352,,
261,697,766,1152.54,534528,225.09778421,-5.699824947118759,2600,0.054876925318967554,0.2,0.007988202,-0.008598712817183695,0.06767578125,3e-05,0.23896586894989014,1.0067623853683472,-0.05916893482208252,,
262,697,769,1143.7,536576,222.54417885999996,-5.701805503666401,2610,0.05621070224151481,0.2,0.010232635,-0.012248133253888228,0.113427734375,3e-05,0.42098647356033325,1.006786584854126,-0.08524195849895477,,
263,698,771,1153.84,538624,226.35483191,-5.704846641421318,2620,0.061322054330958053,0.2,0.008378159,-0.012439930357504635,0.07392578125,3e-05,0.8764491677284241,1.008338212966919,-0.04947461187839508,,
,,,,540000,,-5.708834463357926,2630,0.05679280740732793,0.2,0.009359365,-0.012458237892133184,0.10146484375,3e-05,0.3112601041793823,1.0086123943328857,-0.05745140463113785,950.0,209.521963
264,696,776,1147.05,540672,224.72842495,,,,,,,,,,,,,
265,696,778,1145.07,542720,224.85102026000004,-5.711186705529689,2640,0.08915483868331649,0.2,0.008251576,-0.01487672347575426,0.077734375,3e-05,0.9310692548751831,1.0097098350524902,-0.07585148513317108,,
266,697,781,1143.89,544768,224.92390978,-5.714498704671859,2650,0.054698398601613005,0.2,0.008881414,-0.012537562665966107,0.082177734375,3e-05,0.15963071584701538,1.0103833675384521,-0.040850572288036346,,
267,697,783,1131.05,546816,221.9108252,-5.716723361611367,2660,0.02904315078048967,0.2,0.010023021,-0.0129386145650642,0.085791015625,3e-05,0.5504295825958252,1.0107183456420898,-0.059450261294841766,,
268,698,785,1128.31,548864,222.10185932000002,-5.720308251678944,2670,0.11910001149517484,0.2,0.006002503,-0.009982424252666534,0.0509765625,3e-05,0.6581522822380066,1.0124702453613281,-0.05410122871398926,,
,,,,550000,,-5.725128029286862,2680,0.0497469284280669,0.2,0.009409141,-0.011334088249714113,0.096044921875,3e-05,0.30583322048187256,1.0129284858703613,-0.021246517077088356,642.0,85.464652
269,697,790,1117.86,550912,219.13377958,,,,,,,,,,,,,
270,697,792,1115.8,552960,219.27398457000004,-5.728288102149963,2690,0.06440106551453936,0.2,0.009011626,-0.012972456417628564,0.08828125,3e-05,0.8987109661102295,1.0142894983291626,-0.07032302021980286,,
271,698,794,1114.42,555008,219.38113597000003,-5.729521335661412,2700,0.04872209291497711,0.2,0.009708394,-0.013029220108001028,0.0990234375,3e-05,0.4067001938819885,1.013251543045044,-0.003882691264152527,,
272,698,797,1113.4,557056,219.45020673,-5.727357077598572,2710,0.05007221269479487,0.2,0.009001892,-0.013200334520661272,0.086669921875,3e-05,0.27666884660720825,1.013298749923706,-0.05990276485681534,,
273,699,799,1113.32,559104,220.51804444,-5.7262466043233875,2720,0.03282299705024343,0.2,0.008567887,-0.012873085183673538,0.088720703125,3e-05,0.5030109286308289,1.0126874446868896,-0.07062522321939468,,
,,,,560000,,-5.7236771479249,2730,0.0528372072512866,0.2,0.010046322,-0.01094618415372679,0.10625,3e-05,0.3007996678352356,1.0121500492095947,-0.07565243542194366,1009.0,276.2355596
274,697,804,1111.78,561152,220.60917632000002,,,,,,,,,,,,,
275,697,807,1098.74,563200,217.05387018000005,-5.7254777401685715,2740,0.0479857021389762,0.2,0.01237616,-0.014500936205149629,0.1298828125,3e-05,0.5223028063774109,1.0136024951934814,-0.05702042579650879,,
276,698,809,1097.95,565248,217.11986273000005,-5.731035500764847,2750,0.18124454121279995,0.2,0.00884112,-0.012605508757405914,0.072265625,3e-05,0.7417000532150269,1.0148413181304932,0.0190325528383255,,
277,698,811,1096.63,567296,217.19524487,-5.732226109504699,2760,0.035362374773831105,0.2,0.009664538,-0.013813142382423394,0.09208984375,3e-05,0.36901307106018066,1.0140630006790161,-0.05989784374833107,,
278,699,814,1103.96,569344,220.924955,-5.7304032921791075,2770,0.0770637779525714,0.2,0.009629476,-0.010938227688893676,0.085498046875,3e-05,0.5577092170715332,1.0139625072479248,-0.05152337625622749,,
,,,,570000,,-5.732160402834415,2780,0.05353394860285334,0.2,0.008204961,-0.01105562380689662,0.066015625,3e-05,0.1610114574432373,1.0148704051971436,-0.03943657875061035,983.2,240.17484320000003
279,697,819,1101.77,571392,221.06285079999998,,,,,,,,,,,,,
280,698,821,1100.61,573440,221.13404424000004,-5.733627088367939,2790,0.06365843783714809,0.2,0.009172597,-0.011487981912796385,0.090478515625,3e-05,0.45926934480667114,1.0147771835327148,-0.04694066569209099,,
281,698,823,1100.72,575488,221.43408553999998,-5.734740720689297,2800,0.03301024017710006,0.2,0.0070330966,-0.008755997970001771,0.05830078125,3e-05,0.3017398715019226,1.0153534412384033,-0.07283856719732285,,
282,699,826,1098.91,577536,221.53968515999998,-5.737735992670059,2810,0.11672682342177723,0.2,0.009014454,-0.012295980839553522,0.08447265625,3e-05,0.8824742436408997,1.0163624286651611,-0.03310897946357727,,
283,699,828,1097.5,579584,221.6222804,-5.741431778669357,2820,0.0544035273604095,0.2,0.009489038,-0.010545490944059566,0.090478515625,3e-05,0.16648852825164795,1.0171338319778442,0.007263846695423126,,
,,,,580000,,-5.741805793344975,2830,0.05750252954894677,0.2,0.008305557,-0.009914864822349045,0.0740234375,3e-05,0.30362212657928467,1.0164875984191895,-0.07175704091787338,945.6,236.9417884
284,697,833,1096.47,581632,221.68441498,,,,,,,,,,,,,
285,698,835,1095.71,583680,221.74387679999995,-5.73947884440422,2840,0.05332625140435994,0.2,0.009251466,-0.010970449351589195,0.101953125,3e-05,0.293087899684906,1.0159714221954346,-0.08395768702030182,,
286,698,838,1095.17,585728,221.76389383999998,-5.73748146891594,2850,0.03310459600033937,0.2,0.008949006,-0.013205894568818622,0.094140625,3e-05,0.28467512130737305,1.0154926776885986,-0.012067846953868866,,
287,699,840,1093.78,587776,221.84396071,-5.736588923633098,2860,0.05560468932526419,0.2,0.011425712,-0.011060317032388411,0.093115234375,3e-05,0.15969854593276978,1.0154775381088257,-0.07857120782136917,,
288,699,842,1090.34,589824,220.57690779000004,-5.73875856846571,2870,0.053476487584703136,0.2,0.012711084,-0.0131419174693292,0.132080078125,3e-05,0.3281359076499939,1.0168144702911377,-0.050125204026699066,,
,,,,590000,,-5.743948109447956,2880,0.07526170058699791,0.2,0.006967786,-0.009578413449344226,0.054931640625,3e-05,0.9043549299240112,1.0179376602172852,-0.046395935118198395,1008.8,274.2439688
289,697,847,1085.56,591872,218.43787938000003,,,,,,,,,,,,,
290,698,850,1091.89,593920,221.30149593,-5.747209258377552,2890,0.10829713777347934,0.2,0.0066546644,-0.007864364558190572,0.05693359375,3e-05,0.9436231255531311,1.0184428691864014,-0.04282689467072487,,
291,698,852,1089.74,595968,221.42101895,-5.752586810290813,2900,0.050500118487980215,0.2,0.008167844,-0.010014427194255405,0.080810546875,3e-05,0.05057460069656372,1.0205011367797852,-0.03113330900669098,,
292,699,855,1092.44,598016,223.42773682000004,-5.759738314151764,2910,0.05721051370201167,0.2,0.011148276,-0.009090125368675216,0.1138671875,3e-05,0.17443746328353882,1.0223112106323242,-0.051395121961832047,,
,,,,600000,,-5.76699024438858,2920,0.053916724579175936,0.2,0.0091678165,-0.010946858301758766,0.094287109375,3e-05,0.24892079830169678,1.0239620208740234,-0.028923992067575455,671.6,112.93613159999998
293,698,859,1092.03,600064,223.43775683,,,,,,,,,,,,,
294,698,861,1093.1,602112,224.21486840999998,-5.770725286006927,2930,0.030735185381490737,0.2,0.009003444,-0.010419562133029104,0.07802734375,3e-05,0.26022762060165405,1.0243773460388184,-0.042701758444309235,,
295,699,864,1093.95,604160,224.78339406999996,-5.771435841917992,2940,0.08880852565343958,0.2,0.010105709,-0.01321731775533408,0.095556640625,3e-05,0.9634681344032288,1.024343729019165,-0.022118374705314636,,
296,699,866,1093.02,606208,226.24965243,-5.773344896733761,2950,0.11727775609469973,0.2,0.010369737,-0.012507399983587675,0.099072265625,3e-05,0.9348734021186829,1.0254616737365723,-0.013724207878112793,,
297,700,868,1084.32,608256,223.82326130999994,-5.775512111186981,2960,0.07396418243006338,0.2,0.00950886,-0.01345868291973602,0.111083984375,3e-05,0.2428445816040039,1.0251003503799438,-0.05032923445105553,,
,,,,610000,,-5.7775158196687695,2970,0.16502156977076082,0.2,0.009362476,-0.011559922763262875,0.089404296875,3e-05,0.9321148991584778,1.0267431735992432,-0.07178495079278946,997.2,274.8149946
298,698,873,1083.54,610304,223.85451335999997,,,,,,,,,,,,,
299,698,876,1082.3,612352,223.90813487,-5.778586047887802,2980,0.03868243582837749,0.2,0.009005176,-0.011896570844692178,0.080029296875,3e-05,0.07652938365936279,1.0256116390228271,-0.05784997716546059,,
300,699,878,1080.92,614400,224.00068627000002,-5.779903656244278,2990,0.05064539505110588,0.2,0.0115725035,-0.012524249951820821,0.1125,3e-05,0.2687801718711853,1.027467966079712,-0.053137682378292084,,
301,699,881,1079.76,616448,224.05235163,-5.7817413553595545,3000,0.06549470117606689,0.2,0.010186778,-0.011304944825678832,0.09697265625,3e-05,0.47382915019989014,1.0265626907348633,-0.06974031031131744,,
302,700,883,1078.88,618496,224.0853551,-5.781836239993572,3010,0.057051177634275516,0.2,0.008966123,-0.01075042218726594,0.0828125,3e-05,0.16924065351486206,1.0276148319244385,-0.06910452246665955,,
,,,,620000,,-5.7860939502716064,3020,0.039214860307401976,0.2,0.009842165,-0.012369337165728212,0.0984375,3e-05,0.6174271702766418,1.0285942554473877,-0.06596077978610992,1011.6,272.33829299999996
303,698,888,1078.23,620544,224.12134911,,,,,,,,,,,,,
304,698,890,1077.19,622592,224.15422165,-5.789182877540588,3030,0.047745397945982405,0.2,0.010899865,-0.01300752388779074,0.12099609375,3e-05,0.22006577253341675,1.0292181968688965,-0.06387356668710709,,
305,699,893,1075.51,624640,224.25321723999997,-5.789578539133072,3040,0.05248912991664838,0.2,0.010457816,-0.015411812080128585,0.089208984375,3e-05,0.37751466035842896,1.028979778289795,-0.02646639198064804,,
306,699,895,1073.98,626688,224.34462056,-5.791081838309765,3050,0.05131496812828118,0.2,0.010615165,-0.012807911005802452,0.1083984375,3e-05,0.2729278802871704,1.029809832572937,-0.03942079842090607,,
307,700,897,1071.68,628736,224.07117752999994,-5.794489581882954,3060,0.05699055628065253,0.2,0.009432762,-0.011164591473061591,0.094140625,3e-05,0.20174825191497803,1.0307502746582031,-0.03457856550812721,,
,,,,630000,,-5.798979489505291,3070,0.054922702013573146,0.2,0.007694427,-0.008204994942934718,0.07646484375,3e-05,0.8983535766601562,1.0320329666137695,-0.06620830297470093,945.4,241.6411592
308,698,902,1073.7,630784,224.66532139,,,,,,,,,,,,,
309,699,905,1071.9,632832,224.79434489000002,-5.802534878253937,3080,0.07501871888234746,0.2,0.009349341,-0.01148692645074334,0.09365234375,3e-05,0.9183265566825867,1.0326616764068604,-0.05601021647453308,,
310,699,907,1070.38,634880,224.89076992000003,-5.804748685657978,3090,0.05172655448986916,0.2,0.008433979,-0.012447184830671176,0.074462890625,3e-05,0.03771233558654785,1.0330898761749268,-0.06760178506374359,,
311,700,909,1069.68,636928,224.90534595000005,-5.807742448151112,3100,0.05541076010849792,0.2,0.01019332,-0.01322329685499426,0.10693359375,3e-05,0.15688025951385498,1.0342626571655273,-0.020120594650506973,,
312,700,912,1067.63,638976,223.47928032,-5.811458729207516,3110,0.05253992756188382,0.2,0.010292823,-0.012923691244213841,0.08984375,3e-05,0.16334199905395508,1.0349828004837036,-0.05402521416544914,,
,,,,640000,,-5.815517473220825,3120,0.1904003522649873,0.2,0.008293822,-0.0088880493567558,0.07841796875,3e-05,0.8803864121437073,1.036289930343628,0.017450712621212006,875.6,213.987849
313,699,916,1066.48,641024,223.51329905,,,,,,,,,,,,,
314,699,919,1072.12,643072,226.25937491999994,-5.817054797708988,3130,0.051424328613211404,0.2,0.008718254,-0.011649789285729639,0.094189453125,3e-05,0.11765509843826294,1.0355970859527588,-0.06602445244789124,,
315,699,921,1062.52,645120,223.41770516999998,-5.814696447551251,3140,0.05498130281630438,0.2,0.009639534,-0.010877579274529125,0.09296875,3e-05,0.14856940507888794,1.035278081893921,-0.051435984671115875,,
316,700,923,1060.78,647168,223.40773667999997,-5.8172648176550865,3150,0.17866072243195957,0.2,0.008952581,-0.01126278230221942,0.06650390625,3e-05,0.896420955657959,1.0371546745300293,-0.03625926375389099,,
317,700,926,1060.04,649216,223.41883144,-5.821659657359123,3160,0.14769830776494927,0.2,0.009397067,-0.0128489212365821,0.08623046875,3e-05,0.9381263852119446,1.0373592376708984,-0.0520494244992733,,
,,,,650000,,-5.825187169015408,3170,0.06819592459651176,0.2,0.008889618,-0.010368306882446632,0.076611328125,3e-05,-0.08373606204986572,1.0390212535858154,-0.031152743846178055,793.0,162.35508579999998
318,699,930,1059.29,651264,223.42307945000005,,,,,,,,,,,,,
319,700,933,1061.15,653312,224.49028997000002,-5.828786121308804,3180,0.05263037619588431,0.2,0.010248637,-0.01321382844762411,0.10576171875,3e-05,0.2848138213157654,1.0392367839813232,-0.03383558988571167,,
320,700,935,1060.94,655360,224.46617285,-5.830776841938496,3190,0.13932077393401415,0.2,0.0082091605,-0.009125809933175332,0.07099609375,3e-05,0.9106091856956482,1.0400781631469727,0.0128173828125,,
321,700,937,1062.64,657408,225.19664169000004,-5.835348498821259,3200,0.19400328965857624,0.2,0.007158107,-0.007110499261762016,0.05390625,3e-05,0.8370586633682251,1.0414727926254272,-0.00026614218950271606,,
322,701,940,1056.76,659456,222.66283418,-5.836833035945892,3210,0.09157545813650358,0.2,0.009854034,-0.01178375955496449,0.078466796875,3e-05,0.9417946338653564,1.0409905910491943,-0.04691886901855469,,
,,,,660000,,-5.835317158699036,3220,0.2290879825653974,0.2,0.009436063,-0.01284947490785271,0.079541015625,3e-05,0.8842235803604126,1.0406683683395386,0.04177793860435486,1041.6,267.6283526
323,699,945,1056.2,661504,222.66212651,,,,,,,,,,,,,
324,700,947,1055.56,663552,222.67707498,-5.833759766817093,3230,0.0400669293361716,0.2,0.008668713,-0.010636626216000877,0.073486328125,3e-05,0.14554160833358765,1.0402292013168335,-0.036553215235471725,,
325,700,950,1054.33,665600,222.74431332000003,-5.8360610216856,3240,0.04742165020434186,0.2,0.0071535734,-0.012635991931892932,0.065087890625,3e-05,0.30330318212509155,1.0420583486557007,-0.0847579762339592,,
326,700,952,1054.18,667648,222.69866686000006,-5.842406484484672,3250,0.051412560170865616,0.2,0.009802938,-0.013297765457537025,0.105322265625,3e-05,0.1485397219657898,1.0433366298675537,-0.08036817610263824,,
327,701,954,1061.31,669696,224.62524838000004,-5.844460682570935,3260,0.04590869510138873,0.2,0.008943211,-0.01285313889675308,0.0927734375,3e-05,0.30744004249572754,1.0432496070861816,-0.0579226091504097,,
,,,,670000,,-5.847989891469479,3270,0.1429952487873379,0.2,0.010205241,-0.011123866830894258,0.11279296875,3e-05,0.9312303066253662,1.0451091527938843,0.11933909356594086,740.0,112.585616
328,700,959,1060.86,671744,223.37429282000002,,,,,,,,,,,,,
329,700,961,1060.52,673792,223.37614781,-5.852929309010506,3280,0.11517884135828353,0.2,0.010111154,-0.013390899778460152,0.094873046875,3e-05,0.9269815683364868,1.0458831787109375,-0.07525085657835007,,
330,701,963,1060.01,675840,223.38034753,-5.8521471440792086,3290,0.035873950688983317,0.2,0.0082973335,-0.011856994870322523,0.073876953125,3e-05,-0.13427746295928955,1.0447309017181396,-0.059415414929389954,,
331,701,966,1059.48,677888,223.39417497,-5.850847844779492,3300,0.044186043142690326,0.2,0.011257546,-0.012639662896981462,0.110205078125,3e-05,0.23660701513290405,1.0450241565704346,0.009090371429920197,,
332,701,968,1059.06,679936,224.44249555,-5.850383861362934,3310,0.052258280524984005,0.2,0.010219405,-0.013978899177163839,0.09853515625,3e-05,0.09134876728057861,1.0446171760559082,-0.06651126593351364,,
,,,,680000,,-5.848820693790913,3320,0.04552355661435285,0.2,0.008796865,-0.010895922689815051,0.087841796875,3e-05,0.18918520212173462,1.044141411781311,-0.04783264547586441,941.2,213.72671880000001
333,700,973,1058.3,681984,224.46544081,,,,,,,,,,,,,
334,700,975,1058.81,684032,224.38377562999995,-5.85219795703888,3330,0.10106005064735654,0.2,0.010710138,-0.014641305459372233,0.114404296875,3e-05,0.6268727779388428,1.046799659729004,-0.047364670783281326,,
335,701,978,1058.95,686080,224.36443068999995,-5.860142068564892,3340,0.049964949360582975,0.2,0.0097325565,-0.011292339346255176,0.091796875,3e-05,0.2774544954299927,1.0478005409240723,-0.02821120247244835,,
336,701,980,1059.35,688128,224.29396782999996,-5.8619097247719765,3350,0.031022099260007964,0.2,0.007272932,-0.009559643972897902,0.07373046875,3e-05,0.4634248614311218,1.0477590560913086,-0.03242790326476097,,
,,,,690000,,-5.863281413912773,3360,0.044491058975108896,0.2,0.009145539,-0.011481843316869345,0.08681640625,3e-05,0.3136504292488098,1.0486689805984497,-0.0139060840010643,972.2,232.24097899999998
337,700,985,1059.39,690176,224.24392844000005,,,,,,,,,,,,,
338,700,987,1058.98,692224,224.24139533999997,-5.8645945429801944,3370,0.04374033618078101,0.2,0.008950591,-0.011775021451467183,0.095458984375,3e-05,0.3058895468711853,1.0483752489089966,-0.03353872150182724,,
339,701,990,1059.67,694272,225.63692161999995,-5.865083576738835,3380,0.04398606269969605,0.2,0.008187852,-0.008101327560143545,0.073876953125,3e-05,0.13916116952896118,1.0489847660064697,-0.0751662403345108,,
340,701,992,1060.59,696320,225.53712525000003,-5.866669443249703,3390,0.054379285787581465,0.2,0.009402841,-0.008134273895120715,0.087109375,3e-05,0.17545616626739502,1.049107551574707,-0.05679265782237053,,
341,701,994,1064.49,698368,227.68527056000002,-5.866874460875988,3400,0.04920272404269781,0.2,0.012008141,-0.015434824447584105,0.1115234375,3e-05,0.7196122407913208,1.0492353439331055,-0.03361283242702484,,
,,,,700000,,-5.870064474642277,3410,0.045190822644508445,0.2,0.010797292,-0.013945305533707143,0.108251953125,3e-05,0.32785552740097046,1.0507149696350098,-0.07031557708978653,759.6,132.3560576
342,700,999,1063.14,700416,227.77138512000002,,,,,,,,,,,,,
343,701,1001,1063.36,702464,227.71912733999997,-5.875687405467033,3420,0.04740537547622807,0.2,0.011401767,-0.015524782048305496,0.12666015625,3e-05,0.35048025846481323,1.0522449016571045,-0.05981937423348427,,
344,701,1003,1063.05,704512,227.70284178999998,-5.880992080271244,3430,0.05648198367271107,0.2,0.012006284,-0.013787455949932336,0.109423828125,3e-05,0.4466742277145386,1.0534526109695435,-0.08056705445051193,,
345,702,1006,1063.47,706560,227.62519522000002,-5.883000396192074,3440,0.05296438203949947,0.2,0.009730189,-0.011693199453293345,0.092236328125,3e-05,0.2233734130859375,1.0533074140548706,-0.0887632742524147,,
346,702,1008,1068.71,708608,229.06079481000003,-5.883333174884319,3450,0.05232203561463393,0.2,0.010783093,-0.011379080582992173,0.11240234375,3e-05,0.19680607318878174,1.0534961223602295,-0.04407600313425064,,
,,,,710000,,-5.88449361026287,3460,0.05503738093248103,0.2,0.0092910165,-0.012136143149109557,0.09326171875,3e-05,0.9565778374671936,1.0538489818572998,-0.05877721309661865,915.4,222.551287
347,701,1013,1074.99,710656,231.69951072,,,,,,,,,,,,,
348,701,1015,1075.26,712704,231.62390182999997,-5.887349759042263,3470,0.05310671519109746,0.2,0.009024745,-0.010696126215043478,0.07431640625,3e-05,0.38821256160736084,1.0552618503570557,-0.05935421213507652,,
349,702,1018,1074.51,714752,231.65905026000001,-5.891279026865959,3480,0.04959917712258175,0.2,0.008904364,-0.009143318107817322,0.074658203125,3e-05,0.26426899433135986,1.0556845664978027,-0.05847322940826416,,
350,702,1020,1081.49,716800,234.15201237000002,-5.895151367783546,3490,0.05140600165032083,0.2,0.0088801095,-0.01152595448656939,0.080419921875,3e-05,0.29426831007003784,1.0574381351470947,-0.06372669339179993,,
351,702,1022,1080.61,718848,234.19292819999998,-5.8980915799736975,3500,0.05842348636360839,0.2,0.011661602,-0.01309678809629986,0.111474609375,3e-05,0.3479665517807007,1.0572535991668701,-0.048761267215013504,,
,,,,720000,,-5.8999028444290165,3510,0.050428817338251976,0.2,0.009635042,-0.010492205653281416,0.105126953125,3e-05,0.2614213228225708,1.058412790298462,-0.0660075843334198,705.6,112.28975799999998
352,701,1027,1078.03,720896,232.57454966999998,,,,,,,,,,,,,
353,702,1029,1066.88,722944,229.22045325000002,-5.904530586302281,3520,0.17448267505096737,0.2,0.009534559,-0.011280633698333986,0.1205078125,3e-05,0.915004312992096,1.0598502159118652,-0.006413541734218597,,
354,702,1031,1067.33,724992,229.16341817,-5.910347445309162,3530,0.17165078715770504,0.2,0.011904433,-0.014291308214887976,0.1228515625,3e-05,0.9147313833236694,1.0615580081939697,0.013191848993301392,,
355,703,1034,1066.02,727040,229.24730186999997,-5.915341867506504,3540,0.05946476504614111,0.2,0.010721369,-0.010829923162236809,0.08779296875,3e-05,0.5306704044342041,1.0622644424438477,-0.0676555186510086,,
356,703,1036,1065.06,729088,229.30425004999998,-5.918713879585266,3550,0.04079215412639314,0.2,0.009549107,-0.012274418288143352,0.098828125,3e-05,0.2644956707954407,1.0636012554168701,-0.05283636599779129,,
,,,,730000,,-5.9231900230050085,3560,0.05711457478464581,0.2,0.010293517,-0.011720337491715327,0.109326171875,3e-05,0.11084854602813721,1.0645570755004883,-0.061848804354667664,1028.6,267.2199514
357,701,1041,1064.74,731136,229.29436088999992,,,,,,,,,,,,,
358,702,1044,1065.57,733184,229.18489892999995,-5.92299018651247,3570,0.052770183653046844,0.2,0.008380695,-0.010764218505937607,0.0650390625,3e-05,0.365317702293396,1.0632603168487549,-0.05796714499592781,,
359,702,1046,1070.89,735232,231.78251969000002,-5.919164451956749,3580,0.05427084777620621,0.2,0.0085999435,-0.011238921091717202,0.079052734375,3e-05,0.3824155330657959,1.0629160404205322,-0.04377761855721474,,
360,702,1048,1071.91,737280,233.31487931,-5.918252068758011,3590,0.05451594788173679,0.2,0.012880544,-0.014464004113688134,0.139404296875,3e-05,0.24865400791168213,1.0626869201660156,-0.05743150785565376,,
361,703,1051,1071.3,739328,233.33591172999994,-5.9183490633964535,3600,0.04540051840449451,0.2,0.011219573,-0.012672700590337626,0.1072265625,3e-05,0.3467157483100891,1.0629353523254395,-0.050606366246938705,,
,,,,740000,,-5.916483411192894,3610,0.050284137710696085,0.2,0.00792964,-0.011210198585467878,0.091455078125,3e-05,0.3491930365562439,1.0615566968917847,-0.06829435378313065,842.4,178.5466404
362,702,1056,1070.69,741376,233.34025654999996,,,,,,,,,,,,,
