train/n_updates,train/explained_variance,train/value_loss,train/learning_rate,time/iterations,train/policy_loss,time/fps,train/std,time/time_elapsed,train/entropy_loss,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean
77799,-13.322616577148438,0.36564505100250244,0.0007,17800,1.257188081741333,871,0.4947957992553711,102,-2.5949933528900146,89000,150.45,-106.14183803000002
77899,0.9298956990242004,0.05227343365550041,0.0007,17900,0.5414666533470154,871,0.49790582060813904,102,-2.6184918880462646,89500,153.25,-106.44037485000001
77999,-23.795547485351562,0.334910124540329,0.0007,18000,-1.0763405561447144,871,0.4995250999927521,103,-2.6293022632598877,90000,153.25,-106.44037485000001
78099,-3.469808578491211,0.17812830209732056,0.0007,18100,0.9304353594779968,871,0.5026515126228333,103,-2.6545331478118896,90500,161.93,-107.24453935000001
78199,-8.048701286315918,0.03614167496562004,0.0007,18200,0.20013265311717987,871,0.49924182891845703,104,-2.628910541534424,91000,163.52,-107.32749685
78299,-2.4971511363983154,0.054440565407276154,0.0007,18300,0.14034102857112885,871,0.49862903356552124,104,-2.6239113807678223,91500,164.38,-107.45217665000001
78399,-0.00011992454528808594,2.221035902039148e-05,0.0007,18400,-0.003553870366886258,871,0.49814921617507935,105,-2.6186065673828125,92000,166.95,-107.76588594
78499,-12.14868450164795,0.00752256391569972,0.0007,18500,-0.05916019156575203,871,0.4963301420211792,106,-2.6021652221679688,92500,166.95,-107.76588594
78599,-12.505836486816406,0.33398526906967163,0.0007,18600,-0.7746453881263733,871,0.49676838517189026,106,-2.617685079574585,93000,166.95,-107.76588594
78699,-1.6217172145843506,0.056849706918001175,0.0007,18700,-0.4236515164375305,872,0.4995136260986328,107,-2.640552282333374,93500,181.24,-109.24966977000003
78799,nan,9.094947017729282e-13,0.0007,18800,-0.0,872,0.5009305477142334,107,-2.650909423828125,94000,181.13,-109.67491074000002
78899,nan,0.0,0.0007,18900,-0.0,872,0.5009305477142334,108,-2.650909423828125,94500,181.13,-109.67491074000002
78999,nan,0.0,0.0007,19000,-0.0,872,0.5009305477142334,108,-2.650909423828125,95000,181.13,-109.67491074000002
79099,-5.713770389556885,0.04188483580946922,0.0007,19100,-0.05253112316131592,872,0.49730807542800903,109,-2.628375768661499,95500,180.04,-109.28977667999999
79199,0.8135867118835449,0.02098461426794529,0.0007,19200,-0.24275736510753632,872,0.5028954148292542,110,-2.6663551330566406,96000,181.27,-109.81915473
79299,0.2999999523162842,1.8189894306509108e-13,0.0007,19300,1.2462911627153517e-06,872,0.5021986961364746,110,-2.66231632232666,96500,181.15,-109.84104741999998
79399,nan,0.0,0.0007,19400,-0.0,872,0.5021986365318298,111,-2.66231632232666,97000,181.15,-109.84104741999998
79499,-6.125833988189697,0.012325762771070004,0.0007,19500,0.06260531395673752,872,0.5029969811439514,111,-2.678582191467285,97500,192.59,-111.22763845999998
79599,-605.4744262695312,0.0043927584774792194,0.0007,19600,-0.06693755835294724,872,0.5036903619766235,112,-2.6873157024383545,98000,195.88,-111.78293685999999
79699,-0.4842451810836792,0.010052943602204323,0.0007,19700,-0.15023504197597504,872,0.5035209655761719,112,-2.6859049797058105,98500,195.88,-111.78293685999999
79799,-4.8752121925354,0.014686672948300838,0.0007,19800,0.1387062519788742,872,0.5025537014007568,113,-2.671346664428711,99000,195.88,-111.78293685999999
79899,-13.579388618469238,0.269253134727478,0.0007,19900,1.5610774755477905,872,0.5035481452941895,114,-2.680640697479248,99500,201.25,-111.54300689999998
79999,-3.945195198059082,0.0015868479385972023,0.0007,20000,0.020490704104304314,872,0.5005210638046265,114,-2.659987449645996,100000,204.44,-112.18578719000003
80099,0.0,0.00016700952255632728,0.0007,20100,0.02833956480026245,872,0.499514102935791,115,-2.6491315364837646,100500,204.44,-112.18578719000003
80199,0.04431045055389404,0.05318592116236687,0.0007,20200,-0.48835644125938416,872,0.4962860345840454,115,-2.6244475841522217,101000,204.44,-112.18578719000003
80299,-33.993988037109375,0.016797740012407303,0.0007,20300,-0.1040688082575798,872,0.4959843158721924,116,-2.621464252471924,101500,217.31,-113.74635190000001
80399,0.7855689525604248,0.003579749958589673,0.0007,20400,0.1478101909160614,872,0.49653783440589905,116,-2.622241258621216,102000,216.11,-114.10397858
80499,0.7227287292480469,0.0062822820618748665,0.0007,20500,-0.23266902565956116,872,0.49684426188468933,117,-2.629474401473999,102500,218.86,-114.70149832999999
80599,-70.13838195800781,0.21905116736888885,0.0007,20600,-0.6859208941459656,872,0.5001585483551025,118,-2.654916763305664,103000,223.1,-115.71047983999999
80699,-3.4932265281677246,0.002358889440074563,0.0007,20700,0.13607579469680786,872,0.49999576807022095,118,-2.647813081741333,103500,227.53,-116.45042713000002
80799,-3.737424850463867,0.006017780862748623,0.0007,20800,-0.14204521477222443,872,0.4983675479888916,119,-2.640054702758789,104000,229.57,-116.98821905999999
80899,-56.8124885559082,0.009165423922240734,0.0007,20900,0.12526719272136688,872,0.49978214502334595,119,-2.6560847759246826,104500,232.98,-117.62327004000002
80999,-9.727359771728516,0.0007999969529919326,0.0007,21000,-0.049233824014663696,872,0.4984315037727356,120,-2.6404037475585938,105000,235.81,-118.24026727
81099,-13.452018737792969,0.47760334610939026,0.0007,21100,-2.1033272743225098,873,0.4950379729270935,120,-2.624210834503174,105500,243.98,-119.21554142
81199,-6.015818119049072,0.41617870330810547,0.0007,21200,-1.3524116277694702,873,0.4951391816139221,121,-2.6245782375335693,106000,242.46,-119.46445755
81299,-0.8476568460464478,0.0012475451221689582,0.0007,21300,-0.03286119922995567,873,0.494745671749115,121,-2.6232259273529053,106500,243.66,-120.27041782000002
81399,-14.064848899841309,0.10209192335605621,0.0007,21400,-0.8918462991714478,872,0.49265357851982117,122,-2.608663320541382,107000,246.1,-121.07565315
81499,-0.8145819902420044,0.0015571893891319633,0.0007,21500,0.06390980631113052,873,0.49120330810546875,123,-2.5917298793792725,107500,243.63,-120.98878488
81599,-3.0285263061523438,0.05491602420806885,0.0007,21600,-0.43706846237182617,873,0.4875541627407074,123,-2.5567197799682617,108000,241.95,-121.00695146999999
81699,-3.904599666595459,0.3695636987686157,0.0007,21700,1.2498317956924438,873,0.4899882674217224,124,-2.5762882232666016,108500,241.95,-121.11035316999998
81799,0.11037212610244751,4044.223876953125,0.0007,21800,-79.64592742919922,873,0.49117791652679443,124,-2.5767648220062256,109000,240.18,-121.14964316999998
81899,-0.25491440296173096,0.009578481316566467,0.0007,21900,-0.08948425203561783,873,0.4932774305343628,125,-2.597616672515869,109500,240.46,-121.44380065000003
81999,0.7797285318374634,0.03309948369860649,0.0007,22000,-0.4742428958415985,873,0.4874746799468994,125,-2.5411183834075928,110000,241.67,-121.70556091
82099,-3.326150417327881,0.3656565845012665,0.0007,22100,-1.6787351369857788,873,0.48887044191360474,126,-2.5446507930755615,110500,241.73,-121.94127182000003
82199,-48.46260070800781,1.2277342081069946,0.0007,22200,2.4992003440856934,873,0.4875713884830475,127,-2.5360021591186523,111000,239.62,-122.46494768999999
82299,-31.575389862060547,0.3452688753604889,0.0007,22300,-0.712044894695282,872,0.48758700489997864,127,-2.5389153957366943,111500,236.37,-122.65899762999999
82399,0.1745632290840149,0.019858529791235924,0.0007,22400,-0.27240487933158875,872,0.4866449236869812,128,-2.5359926223754883,112000,233.75,-122.64050043000003
82499,0.11555981636047363,3998.583984375,0.0007,22500,-92.62747955322266,872,0.4847489893436432,128,-2.5153605937957764,112500,219.06,-121.89402603999999
82599,-8.326047897338867,0.00031434709671884775,0.0007,22600,-0.04414072260260582,872,0.484096884727478,129,-2.508345127105713,113000,218.89,-121.93790776
82699,-69.94481658935547,0.5939961671829224,0.0007,22700,-1.8854904174804688,872,0.48529675602912903,130,-2.5040650367736816,113500,223.7,-122.43146238000001
82799,-5.9283552169799805,0.1813788264989853,0.0007,22800,-0.9810423254966736,872,0.48709771037101746,130,-2.5075483322143555,114000,187.46,-119.51766251000001
82899,0.3713924288749695,875.9226684570312,0.0007,22900,-13.693193435668945,872,0.4880291223526001,131,-2.5050740242004395,114500,167.68,-117.39682864000001
82999,0.0279085636138916,3698.571044921875,0.0007,23000,-142.64279174804688,872,0.48654675483703613,131,-2.496859312057495,115000,132.41,-114.79291501
83099,-1.8768155574798584,0.05898948386311531,0.0007,23100,0.28047680854797363,872,0.48385247588157654,132,-2.4728810787200928,115500,121.01,-112.63070568999997
83199,-35.29299545288086,0.13003228604793549,0.0007,23200,0.2012200802564621,872,0.4850384593009949,132,-2.478414535522461,116000,104.17,-109.94398335
83299,0.740911602973938,0.05209732800722122,0.0007,23300,0.7421674132347107,872,0.48288044333457947,133,-2.447788715362549,116500,101.29,-109.08019243999999
83399,0.4612523317337036,0.03357357904314995,0.0007,23400,0.2535954415798187,872,0.4846736490726471,134,-2.451085090637207,117000,98.23,-108.49132738
83499,0.13024091720581055,1.4628067219746299e-05,0.0007,23500,0.003102875780314207,872,0.48334288597106934,134,-2.433929920196533,117500,99.35,-108.60475913
83599,-0.021331310272216797,1.4144206033961382e-05,0.0007,23600,0.00020930841856170446,872,0.48078712821006775,135,-2.4010684490203857,118000,99.35,-108.60475913
83699,-5.5651397705078125,0.0001104506227420643,0.0007,23700,0.02164500020444393,872,0.48136281967163086,135,-2.380608558654785,118500,99.35,-108.60475913
83799,0.3945123553276062,0.05586657673120499,0.0007,23800,-0.4317736327648163,872,0.48159903287887573,136,-2.3785247802734375,119000,113.24,-108.85829849
83899,0.9296206831932068,0.012172427959740162,0.0007,23900,0.2472214698791504,871,0.47800540924072266,137,-2.349504232406616,119500,110.49,-108.46879441000002
83999,-8.970410346984863,0.1885094940662384,0.0007,24000,0.9417845010757446,871,0.48015815019607544,137,-2.366533041000366,120000,110.33,-108.36185839
84099,0.7424877882003784,0.31995806097984314,0.0007,24100,-1.766317367553711,871,0.48050639033317566,138,-2.3724365234375,120500,110.19,-108.10996962000002
84199,0.9837756156921387,0.00024061626754701138,0.0007,24200,0.026680057868361473,871,0.4778505563735962,138,-2.343477725982666,121000,110.02,-107.92131839000001
84299,-0.19253838062286377,1.4846137673885096e-05,0.0007,24300,-0.007417980581521988,871,0.47705456614494324,139,-2.332249164581299,121500,110.82,-107.93355477000001
84399,-1.2755393981933594e-05,0.0010470895795151591,0.0007,24400,0.05572587251663208,871,0.4766365885734558,139,-2.312591314315796,122000,110.82,-107.93355477000001
84499,0.9624694585800171,0.013451853767037392,0.0007,24500,0.13128440082073212,871,0.4742300510406494,140,-2.295102119445801,122500,118.87,-108.50483452999998
84599,0.2001628875732422,0.06057176738977432,0.0007,24600,0.46501603722572327,871,0.4749153256416321,141,-2.287382125854492,123000,123.13,-108.64629635
84699,-5.197556018829346,0.08541678637266159,0.0007,24700,-0.5203730463981628,871,0.474507212638855,141,-2.2812275886535645,123500,121.59,-108.19001007000001
84799,-0.658930778503418,0.25137749314308167,0.0007,24800,-0.5571433901786804,871,0.4770001769065857,142,-2.2912118434906006,124000,123.84,-108.13112514999999
84899,0.6962429881095886,0.03239896148443222,0.0007,24900,-0.3938448429107666,871,0.47669216990470886,142,-2.2921528816223145,124500,123.83,-107.84861909999998
84999,0.4109340310096741,0.018780214712023735,0.0007,25000,0.41144677996635437,871,0.4741753339767456,143,-2.2599823474884033,125000,123.81,-107.77121062999998
85099,0.14641612768173218,0.02761944942176342,0.0007,25100,0.17171242833137512,871,0.4740157723426819,143,-2.2662956714630127,125500,121.14,-107.01860908999997
85199,-0.16948699951171875,0.00017532244964968413,0.0007,25200,0.010982762090861797,871,0.47497010231018066,144,-2.2718560695648193,126000,121.11,-106.95357055000001
85299,0.24488478899002075,0.006272740662097931,0.0007,25300,0.2365293800830841,871,0.4731098413467407,145,-2.2428364753723145,126500,121.11,-106.95357055000001
85399,-3.7789344787597656e-05,0.001359259127639234,0.0007,25400,-0.06000776216387749,871,0.47237056493759155,145,-2.239248037338257,127000,130.85,-107.48505081000002
85499,-3.752037525177002,0.013021905906498432,0.0007,25500,-0.23065534234046936,871,0.47313228249549866,146,-2.2421376705169678,127500,134.74,-107.58341059000003
85599,-5.27684211730957,0.023825185373425484,0.0007,25600,0.14267770946025848,871,0.46992671489715576,146,-2.217744827270508,128000,137.34,-107.31162299999998
85699,-5733.22802734375,0.22181859612464905,0.0007,25700,-0.4135523736476898,871,0.4658046364784241,147,-2.190419912338257,128500,135.77,-106.21964193000004
85799,0.30740678310394287,0.17456817626953125,0.0007,25800,0.8434285521507263,871,0.4636918902397156,147,-2.166443347930908,129000,135.51,-106.17919847000002
85899,-1.0770518779754639,0.002946438966318965,0.0007,25900,-0.17200042307376862,871,0.4590257406234741,148,-2.1236817836761475,129500,135.51,-106.17919847000002
85999,0.05230790376663208,0.0009546377696096897,0.0007,26000,-0.06839574873447418,871,0.45076942443847656,149,-2.05523681640625,130000,135.51,-106.17919847000002
86099,-130.25856018066406,11.015006065368652,0.0007,26100,-6.545945644378662,871,0.44479483366012573,149,-2.0008034706115723,130500,150.23,-106.47316489999999
86199,-0.0070645809173583984,0.0002705806400626898,0.0007,26200,0.02418246865272522,871,0.43884068727493286,150,-1.9517742395401,131000,150.23,-106.47316489999999
86299,0.08383119106292725,0.0004964303807355464,0.0007,26300,-0.04378889128565788,871,0.43110954761505127,150,-1.8876453638076782,131500,150.23,-106.47316489999999
86399,-0.14137589931488037,0.000691935361828655,0.0007,26400,-0.043581634759902954,871,0.4264339804649353,151,-1.83995521068573,132000,150.23,-106.47316489999999
86499,-4.450636386871338,0.5777080655097961,0.0007,26500,0.5523406863212585,871,0.4276677966117859,151,-1.85030198097229,132500,164.3,-106.64109198
86599,-7.564963340759277,0.0022855144925415516,0.0007,26600,-0.037487972527742386,871,0.42691200971603394,152,-1.841722846031189,133000,164.14,-106.36591232
86699,-4.030125141143799,0.43067511916160583,0.0007,26700,0.8781739473342896,871,0.4252833127975464,153,-1.8308948278427124,133500,166.28,-106.33105007
86799,-0.004603028297424316,0.001987336203455925,0.0007,26800,0.08982499688863754,871,0.4207720160484314,153,-1.7832773923873901,134000,166.28,-106.33105007
86899,0.0,0.0002009355230256915,0.0007,26900,0.008557433262467384,871,0.4138188362121582,154,-1.7137069702148438,134500,166.28,-106.33105007
86999,-10.36828327178955,3.2736098766326904,0.0007,27000,-2.2628626823425293,871,0.4095957279205322,154,-1.6640876531600952,135000,181.31,-106.33736292999998
87099,0.565814733505249,0.7528416514396667,0.0007,27100,2.0116539001464844,871,0.41089770197868347,155,-1.6767657995224,135500,166.3,-106.24646711
87199,-2.559576988220215,0.0619996152818203,0.0007,27200,0.1059725284576416,871,0.4133637547492981,156,-1.6965137720108032,136000,166.86,-106.00068231000002
87299,-2.2838597297668457,1.6270579099655151,0.0007,27300,-1.7610613107681274,871,0.4135921001434326,156,-1.6802009344100952,136500,170.91,-106.14724455000004
87399,-0.025345206260681152,0.44125494360923767,0.0007,27400,0.7348623275756836,871,0.414145290851593,157,-1.6936250925064087,137000,172.45,-106.11287016000001
87499,-255.674072265625,4.928623199462891,0.0007,27500,-3.1608211994171143,871,0.4136635661125183,157,-1.684875726699829,137500,175.13,-106.45162962000002
87599,-1.0000519752502441,0.002998756244778633,0.0007,27600,0.01181058119982481,871,0.41376617550849915,158,-1.6930283308029175,138000,174.35,-106.62002089000002
87699,0.8729696273803711,0.04483761265873909,0.0007,27700,0.3267861306667328,871,0.41208669543266296,158,-1.677557349205017,138500,178.85,-106.92525437999998
87799,-0.039531826972961426,0.3268910050392151,0.0007,27800,1.4615144729614258,871,0.4100576639175415,159,-1.6571658849716187,139000,178.86,-106.63204740999998
87899,0.7262579798698425,0.050701435655355453,0.0007,27900,0.19110433757305145,871,0.4141974449157715,160,-1.6923831701278687,139500,171.73,-106.00465985999999
87999,-18.91849136352539,0.021811479702591896,0.0007,28000,0.12708458304405212,871,0.413033127784729,160,-1.682299017906189,140000,173.26,-106.10448723000002
88099,0.14551377296447754,0.13995282351970673,0.0007,28100,0.8252798318862915,871,0.4110170900821686,161,-1.6636284589767456,140500,179.07,-106.42717732999999
88199,-3.5978102684020996,0.6862090826034546,0.0007,28200,-1.100171685218811,871,0.41141533851623535,161,-1.669441819190979,141000,177.73,-106.12821892
88299,-4.702241897583008,1.8569456338882446,0.0007,28300,-2.326272487640381,871,0.41225236654281616,162,-1.6692241430282593,141500,181.04,-106.14867821999998
88399,-3.8355331420898438,0.17358505725860596,0.0007,28400,0.3435926139354706,871,0.41180938482284546,162,-1.6810802221298218,142000,178.88,-105.99248081000002
88499,0.767259955406189,0.025588292628526688,0.0007,28500,0.17101989686489105,871,0.4089006781578064,163,-1.6566336154937744,142500,179.61,-105.94265001000002
88599,-0.4688692092895508,0.04488978534936905,0.0007,28600,0.26572662591934204,871,0.40655672550201416,164,-1.6339634656906128,143000,176.27,-105.64889122000001
88699,-0.9146019220352173,0.02862495742738247,0.0007,28700,0.026658177375793457,871,0.4036739468574524,164,-1.6070959568023682,143500,176.27,-105.64889122000001
88799,0.7619147896766663,0.057465560734272,0.0007,28800,0.48914629220962524,871,0.40196698904037476,165,-1.5813394784927368,144000,187.46,-106.19835991000002
88899,-86.9365005493164,0.3198036253452301,0.0007,28900,-0.33830055594444275,871,0.40326225757598877,165,-1.5877232551574707,144500,189.81,-106.19096737
88999,0.086345374584198,4538.6123046875,0.0007,29000,-135.0507354736328,871,0.4033292829990387,166,-1.5863548517227173,145000,181.32,-105.55694479
89099,0.9918022155761719,0.15686635673046112,0.0007,29100,-0.2575649619102478,871,0.4022167921066284,166,-1.5761127471923828,145500,177.4,-105.29395150999999
89199,-35.97291564941406,0.07973959296941757,0.0007,29200,0.23591576516628265,871,0.4003313481807709,167,-1.5664623975753784,146000,178.97,-105.55345292
89299,-0.4980200529098511,0.004598661791533232,0.0007,29300,-0.12695704400539398,871,0.3983556032180786,168,-1.5463173389434814,146500,178.97,-105.55345292
89399,0.493677020072937,0.24990935623645782,0.0007,29400,0.5943757891654968,871,0.39750611782073975,168,-1.5436712503433228,147000,189.32,-106.11327295999999
89499,0.8042895793914795,0.010746382176876068,0.0007,29500,-0.033565111458301544,871,0.3977583050727844,169,-1.5486724376678467,147500,191.59,-106.21833456999998
89599,0.12387698888778687,0.015015269629657269,0.0007,29600,0.02551443688571453,871,0.3995465338230133,169,-1.5705876350402832,148000,192.22,-106.25521614000002
89699,-5.770406723022461,0.31981778144836426,0.0007,29700,0.6193507313728333,871,0.3979009985923767,170,-1.552343726158142,148500,192.22,-106.25521614000002
89799,0.7935969829559326,0.002283289795741439,0.0007,29800,-0.05119742080569267,871,0.39894139766693115,170,-1.559408187866211,149000,198.41,-106.45401969000002
89899,0.153844952583313,0.004720115568488836,0.0007,29900,0.029614567756652832,871,0.40046101808547974,171,-1.5758531093597412,149500,198.41,-106.45401969000002
89999,-0.6666444540023804,0.04893772304058075,0.0007,30000,-0.12634889781475067,871,0.3977464437484741,172,-1.55324125289917,150000,209.61,-106.85135404000005
90099,-3.0863356590270996,0.011907631531357765,0.0007,30100,-0.060890745371580124,871,0.3969557285308838,172,-1.5353883504867554,150500,209.61,-106.85135404000005
90199,-0.5609397888183594,0.5120049118995667,0.0007,30200,-0.5763009190559387,871,0.3978862762451172,173,-1.5375686883926392,151000,188.5,-106.60506236000003
90299,0.5117052793502808,0.08228778839111328,0.0007,30300,-0.39576300978660583,871,0.39644911885261536,173,-1.5310626029968262,151500,189.27,-106.44370426000002
90399,0.8709853291511536,0.020093843340873718,0.0007,30400,-0.10429061949253082,871,0.3953307271003723,174,-1.5197241306304932,152000,188.45,-106.29933209
90499,-0.741855263710022,0.0191850233823061,0.0007,30500,0.20340056717395782,871,0.39638397097587585,174,-1.5194743871688843,152500,188.27,-106.31211029999999
90599,-3.6089024543762207,0.007413299288600683,0.0007,30600,-0.0665350928902626,871,0.39650440216064453,175,-1.5141557455062866,153000,188.27,-106.31211029999999
90699,-36.9554443359375,0.08480025827884674,0.0007,30700,0.34362420439720154,871,0.39808785915374756,176,-1.5337865352630615,153500,188.27,-106.31211029999999
90799,0.20873522758483887,0.02566426433622837,0.0007,30800,0.08749964088201523,871,0.39867687225341797,176,-1.5466135740280151,154000,188.58,-107.08758620999997
90899,-9.248769760131836,0.11688536405563354,0.0007,30900,0.41750040650367737,871,0.399860680103302,177,-1.5499423742294312,154500,190.14,-106.56846128999997
90999,-1.0467557907104492,0.05751775577664375,0.0007,31000,-0.385267972946167,871,0.4011118412017822,177,-1.5556542873382568,155000,190.14,-106.56846128999997
91099,-0.8675320148468018,0.2446339875459671,0.0007,31100,0.30960068106651306,871,0.3980482816696167,178,-1.532918930053711,155500,196.48,-107.03428935
91199,-2.0815465450286865,0.007214193232357502,0.0007,31200,0.05332673341035843,871,0.3967755138874054,178,-1.5221108198165894,156000,196.81,-107.08758680000001
91299,0.6588160991668701,0.173489511013031,0.0007,31300,0.5738324522972107,871,0.39499586820602417,179,-1.4884545803070068,156500,199.19,-107.08550299999999
91399,0.8332822918891907,0.014806153252720833,0.0007,31400,0.22400978207588196,871,0.3932230472564697,180,-1.4768385887145996,157000,197.41,-106.93946202999997
91499,0.9190472364425659,0.006690391339361668,0.0007,31500,0.05635663866996765,871,0.392784059047699,180,-1.4712278842926025,157500,197.67,-107.03559403000001
91599,-18.856735229492188,0.049965858459472656,0.0007,31600,-0.010537946596741676,871,0.39249753952026367,181,-1.461879014968872,158000,194.31,-106.68099425
91699,-2.461409568786621,0.11725785583257675,0.0007,31700,-0.560462474822998,871,0.39095211029052734,181,-1.4633433818817139,158500,193.25,-106.86346947000001
91799,-0.04526400566101074,0.007185511291027069,0.0007,31800,0.09976976364850998,871,0.3885028064250946,182,-1.4464606046676636,159000,192.73,-106.62048773999999
91899,0.5172370076179504,0.01531995553523302,0.0007,31900,0.08962985873222351,871,0.3897046446800232,182,-1.4505523443222046,159500,192.73,-106.62048773999999
91999,-0.09052813053131104,0.003319898620247841,0.0007,32000,0.03306235000491142,871,0.3868039846420288,183,-1.4305870532989502,160000,192.73,-106.62048773999999
92099,0.07186758518218994,7512.41015625,0.0007,32100,-121.41239166259766,871,0.38679254055023193,184,-1.4252698421478271,160500,201.26,-106.96036613999999
92199,-1.650660753250122,0.020735805854201317,0.0007,32200,-0.4004580080509186,871,0.3862032890319824,184,-1.4270528554916382,161000,200.32,-106.97252407
92299,-0.10289168357849121,0.015904361382126808,0.0007,32300,-0.2162323296070099,871,0.3881363272666931,185,-1.4310705661773682,161500,200.32,-106.97252407
92399,-1.684068202972412,0.08209720999002457,0.0007,32400,0.14153553545475006,871,0.3891317844390869,185,-1.4409515857696533,162000,206.42,-107.59127173000003
92499,0.11618649959564209,0.8772268295288086,0.0007,32500,-1.5675090551376343,871,0.3890106678009033,186,-1.4427597522735596,162500,208.09,-108.09756554000002
92599,0.9027851819992065,0.007553612347692251,0.0007,32600,-0.01651233807206154,871,0.38893306255340576,186,-1.4257888793945312,163000,208.42,-108.1315004
92699,0.8014744520187378,0.027134452015161514,0.0007,32700,-0.03996605426073074,871,0.3890610933303833,187,-1.427643060684204,163500,210.16,-108.28498258999998
92799,-4.399209976196289,0.014079061336815357,0.0007,32800,-0.1851876676082611,871,0.3879552185535431,188,-1.4219945669174194,164000,210.16,-108.28498258999998
92899,-0.618319034576416,0.20177112519741058,0.0007,32900,0.20498068630695343,871,0.38462668657302856,188,-1.3951433897018433,164500,217.76,-108.53756462999999
92999,0.6992690563201904,0.3485071063041687,0.0007,33000,0.3250283896923065,871,0.3856058418750763,189,-1.4085352420806885,165000,205.98,-108.08299231999999
93099,0.2844480276107788,0.0065343487076461315,0.0007,33100,0.0863478034734726,871,0.38607802987098694,189,-1.405339241027832,165500,206.38,-108.01312342999998
93199,-5.696939468383789,0.011529861949384212,0.0007,33200,0.05823514610528946,871,0.38793784379959106,190,-1.414513111114502,166000,213.55,-108.39040669999999
93299,0.4453008770942688,0.017416810616850853,0.0007,33300,0.1451132744550705,871,0.38707780838012695,190,-1.4137942790985107,166500,213.55,-108.39040669999999
93399,-1.6070425510406494,0.012205815874040127,0.0007,33400,0.08562564849853516,871,0.3873516619205475,191,-1.4134795665740967,167000,213.55,-108.39040669999999
93499,0.35268962383270264,0.05073479562997818,0.0007,33500,0.032134197652339935,871,0.3867294490337372,192,-1.411193609237671,167500,228.33,-108.19426134999999
93599,-3.4056625366210938,0.01951046846807003,0.0007,33600,-0.28709954023361206,872,0.3874586224555969,192,-1.4148030281066895,168000,227.96,-108.26304642
93699,0.47845566272735596,0.041731804609298706,0.0007,33700,0.2749687731266022,872,0.3851228952407837,193,-1.3952888250350952,168500,227.96,-108.26304642
93799,0.5772321224212646,0.09461557865142822,0.0007,33800,0.4552149772644043,872,0.38413819670677185,193,-1.387584924697876,169000,227.96,-108.26304642
93899,-0.7250596284866333,0.007536029908806086,0.0007,33900,-0.08309134095907211,872,0.3847828805446625,194,-1.3945229053497314,169500,243.12,-107.85289258
93999,-4.8764801025390625,0.11107100546360016,0.0007,34000,-0.4195869565010071,872,0.38404610753059387,194,-1.3824809789657593,170000,243.12,-107.85289258
94099,-49.921295166015625,0.8426128625869751,0.0007,34100,-1.1116695404052734,872,0.38502946496009827,195,-1.3851351737976074,170500,254.82,-108.24339112999998
94199,-50.15095138549805,0.6049167513847351,0.0007,34200,-2.3381519317626953,872,0.3862096667289734,196,-1.3975794315338135,171000,255.29,-108.27731392999998
94299,-6.856616497039795,0.190688356757164,0.0007,34300,0.6945368051528931,872,0.3860793113708496,196,-1.3955681324005127,171500,259.46,-108.41864726
94399,0.6365480422973633,0.0035803020000457764,0.0007,34400,-0.06607841700315475,872,0.38768789172172546,197,-1.4126180410385132,172000,259.46,-108.41864726
94499,-8.121482849121094,0.025574294850230217,0.0007,34500,-0.044723279774188995,872,0.3878003656864166,197,-1.4244141578674316,172500,259.46,-108.41864726
94599,-7.590238571166992,0.16069680452346802,0.0007,34600,0.2942667305469513,872,0.3876935541629791,198,-1.427844762802124,173000,259.46,-108.41864726
94699,0.6926002502441406,0.08493059128522873,0.0007,34700,-0.10765626281499863,872,0.38780510425567627,198,-1.4305962324142456,173500,277.76,-108.09550083
94799,-4.707108020782471,0.03342102840542793,0.0007,34800,-0.22280524671077728,872,0.3879595696926117,199,-1.4316236972808838,174000,267.98,-107.50220233
94899,0.04788243770599365,0.00894643273204565,0.0007,34900,0.07585317641496658,872,0.3853910565376282,200,-1.4032753705978394,174500,271.16,-107.69695408000001
94999,-10.737492561340332,0.44965043663978577,0.0007,35000,-0.8318802118301392,872,0.38655030727386475,200,-1.409051775932312,175000,273.55,-107.87862313999999
95099,0.8806219696998596,0.17918796837329865,0.0007,35100,-0.3758488595485687,872,0.38188743591308594,201,-1.365684151649475,175500,247.17,-106.66650583999999
95199,0.11158829927444458,0.07637675106525421,0.0007,35200,0.4350149631500244,872,0.3818383812904358,201,-1.359877109527588,176000,248.04,-107.06087722000001
95299,-0.45533525943756104,0.006852589547634125,0.0007,35300,-0.13190044462680817,872,0.3825153708457947,202,-1.3671520948410034,176500,248.04,-107.06087722000001
95399,0.26301246881484985,0.08758606761693954,0.0007,35400,0.38288363814353943,872,0.3857731819152832,202,-1.4037413597106934,177000,248.04,-107.06087722000001
95499,-5.3938798904418945,0.18870355188846588,0.0007,35500,0.28186821937561035,872,0.3863886594772339,203,-1.412236213684082,177500,259.49,-107.60759126
95599,0.819943904876709,0.005099482834339142,0.0007,35600,0.08024173974990845,872,0.38549184799194336,204,-1.4076560735702515,178000,262.49,-107.78698329000001
95699,0.5014393329620361,0.1226452961564064,0.0007,35700,0.22213898599147797,872,0.38648271560668945,204,-1.421377420425415,178500,262.74,-107.88492448999999
95799,0.876769483089447,0.6143980026245117,0.0007,35800,0.901017963886261,872,0.38567519187927246,205,-1.4157156944274902,179000,236.45,-106.64714719
